TaskID,StationID,Team,Start,End,Duration
0,0,[],0.0,0.0,0.0
1,0,[],0.0,0.0,0.0
8,5,"[65, 53]",0.0,1.1699424312006035,1.1699424312006035
13,1,"[72, 12]",0.0,0.31594641432638776,0.31594641432638776
16,2,"[55, 6]",0.0,0.42736865559110354,0.42736865559110354
19,4,"[18, 45]",0.0,1.065266083196019,1.065266083196019
27,3,"[1, 50]",0.0,1.214019884460179,1.214019884460179
281,0,[],0.0,0.0,0.0
306,0,[],0.0,0.0,0.0
334,0,[],0.0,0.0,0.0
351,0,[],0.0,0.0,0.0
372,0,[],0.0,0.0,0.0
429,0,[],0.0,0.0,0.0
435,0,[],0.0,0.0,0.0
441,0,[],0.0,0.0,0.0
483,0,[],0.0,0.0,0.0
510,0,[],0.0,0.0,0.0
520,0,[],0.0,0.0,0.0
615,0,[],0.0,0.0,0.0
32,1,"[72, 12]",0.31594641432638776,1.4361199795205213,1.1201735651941336
11,2,"[55, 6]",0.42736865559110354,1.5480242212363913,1.1206555656452877
618,4,"[18, 45]",1.065266083196019,1.8875767497715985,0.8223106665755795
28,5,"[65, 53]",1.1699424312006035,2.642456261660168,1.4725138304595644
282,3,"[1, 50]",1.214019884460179,2.348617851701438,1.1345979672412592
624,1,"[72, 12]",1.4361199795205213,2.5754419073600574,1.1393219278395361
6,2,"[55, 6]",1.5480242212363913,2.6876740449553562,1.139649823718965
15,4,"[18, 45]",1.8875767497715985,3.4387536662084965,1.551176916436898
286,3,"[1, 50]",2.348617851701438,3.7328274041968825,1.3842095524954443
14,1,"[72, 12]",2.5754419073600574,4.145599769136154,1.5701578617760963
283,5,"[53, 65]",2.642456261660168,4.235998748008152,1.593542486347984
285,2,"[55, 6]",2.6876740449553562,4.21670417793912,1.5290301329837641
22,4,"[18, 76]",3.4387536662084965,4.312311144618271,0.8735574784097748
26,3,"[1, 50]",3.7328274041968825,5.366648541946512,1.6338211377496297
3,1,"[72, 12]",4.145599769136154,5.9359627170750215,1.7903629479388679
284,2,"[55, 6]",4.21670417793912,6.514997970236694,2.2982937922975735
9,5,"[47, 53]",4.235998748008152,5.606729250085769,1.3707305020776168
17,4,"[76, 28]",4.312311144618271,7.033889528533578,2.7215783839153067
623,4,"[18, 45]",4.312311144618271,6.5830099917789004,2.270698847160629
616,3,"[1, 50]",5.366648541946512,8.259873304309876,2.8932247623633636
12,5,"[65, 53]",5.606729250085769,8.763556878463065,3.1568276283772967
620,5,"[47, 51]",5.606729250085769,9.845984161970225,4.239254911884457
2,1,"[72, 12]",5.9359627170750215,7.831641145967066,1.8956784288920447
457,1,"[22, 10]",5.9359627170750215,6.684816579998767,0.7488538629237453
7,2,"[55, 6]",6.514997970236694,7.825595210906487,1.310597240669793
287,0,[],6.514997970236694,6.514997970236694,0.0
21,4,"[18, 45]",6.5830099917789004,7.713687200093222,1.1306772083143217
447,4,"[0, 41]",6.5830099917789004,7.39971163375183,0.8167016419729292
