序号,AO号,类型,专业编码,工种,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,-1,,0,0.0,,
2,A-1,1,,-1,,0,0.0,,
3,AAQS00-0010,2,A,0,,2,1.63,1,6
4,FDQJ00-2000,2,D,1,,2,1.74,1,
5,ABQJ00-0010,2,B,2,,2,3.07,1,
6,AJYY00-0010,2,J,0,,2,1.03,,
7,RJND-N52224-32,2,J,0,AJYY00-0010,1,1.99,,
8,AJYY00-0030,2,J,0,RJND-N52224-32,2,2.04,,
9,AJZY00-0020,2,J,0,,2,1.11,,
10,AJYY00-0050,2,J,0,,2,1.15,,
11,RJND-N78467-4,2,J,0,AJYY00-0050,2,1.63,,
12,AJYY00-0070,2,J,0,RJND-N78467-4,2,1.71,,
13,AJZY00-0060,2,J,0,,2,1.44,,
14,AJCP00-0090,2,J,0,,2,1.97,,
15,AJCP00-0100,2,J,0,,2,0.59,,
16,RJND-N56886-9,2,J,0,RJND-N68864-7,2,0.73,,
17,RJND-N68864-7,2,J,0,AJCP00-0100,2,0.49,,
18,AJCP00-0130,2,J,0,RJND-N56886-9,2,1.21,,
19,AJCP00-0110,2,J,0,,2,2.38,,
20,AJCP00-0140,2,J,0,AJCP00-0110,2,1.39,,
21,AJCP00-0150,2,J,0,,2,0.87,,
22,AJCP00-0160,2,J,0,AJCP00-0150,2,2.4,,
23,AJCP00-0170,2,J,0,AJCP00-0160,2,0.55,,
24,AJWB00-0180,2,J,0,,2,0.98,,
25,AJQJ00-0200,2,J,0,,2,1.09,,
26,AEQJ00-0010,2,E,4,,2,9.33,,
27,AEQJ00-0080,2,E,4,,2,43.56,,
28,AGQJ00-0010,2,G,0,,2,3.45,,
29,ABHS00-2180,2,B,2,,2,1.78,,
30,A-2,1,,-1,A-1,0,0.0,,
31,AFQJ00-0100,2,F,4,,3,0.89,,
32,AFZG00-0120,2,F,4,,3,0.59,,
33,AFZG00-0140,2,F,4,,5,0.51,,
34,AFZG00-0150,2,F,4,,5,0.32,,
35,AFZG00-0160,2,F,4,,1,0.46,,
36,AFZG00-0170,2,F,4,,1,0.37,,
37,AKQS00-0020,2,K,4,,1,1.12,,6
38,AKZY00-0030,2,K,4,,1,1.39,,
39,AKCP00-0060,2,K,4,,1,1.37,,
40,AWWB00-0010,2,W,1,,2,1.06,,
41,AWWB00-0020,2,W,1,,1,0.79,,
42,AWWB00-0030,2,W,1,,1,0.82,,
43,AWWC00-0040,2,W,1,,1,0.96,,4
44,BWQS00-0090,2,W,1,,1,1.07,,6
45,AYWB00-0040,2,Y,3,,1,2.77,,
46,AYWB00-0050,2,Y,3,,1,5.6,,
47,AYQQ00-0060,2,Y,3,,2,7.06,,2
48,AYHS00-0070,2,Y,3,,1,5.04,,
49,AYQQ00-0080,2,Y,3,,1,5.41,,2
50,AYZQ00-0090,2,Y,3,,1,6.46,,
51,ACZY00-0010,2,C,4,,1,0.97,,
52,ACYY00-0020,2,C,4,,1,1.07,,
53,ACCP00-0040,2,C,4,,1,0.34,,
54,ACCP00-0070,2,C,4,,1,0.67,,
55,AQHS00-0040,2,Q,2,,1,1.16,,
56,AQHS00-0050,2,Q,2,,1,1.17,,
57,AQHS00-0060,2,Q,2,,1,0.91,,
58,AQHS00-0070,2,Q,2,,1,1.29,,
59,AQHS00-0080,2,Q,2,,1,1.4,,
60,AQHS00-0090,2,Q,2,,1,1.53,,
61,AQHS00-0100,2,Q,2,,1,1.41,,
62,AQHS00-0120,2,Q,2,,1,1.26,,
63,AQHS00-0130,2,Q,2,,2,1.96,,
64,AQHS00-0140,2,Q,2,AQHS00-0120,2,0.79,,
65,AQHS00-0150,2,Q,2,AQHS00-0130,1,0.72,,
66,AQQS00-0160,2,Q,2,,1,0.78,,6
67,AQHD00-0180,2,Q,2,,1,0.56,,
68,AQWC00-0190,2,Q,2,,1,1.2,,4
69,AJZY00-0220,2,J,0,,1,2.27,,
70,AJYY00-0230,2,J,0,,1,0.43,,
71,AJZY00-0240,2,J,0,,1,0.54,,
72,AJYY00-0250,2,J,0,,1,2.03,,
73,AJZY00-0260,2,J,0,,1,2.68,,
74,AJYY00-0270,2,J,0,,1,0.47,,
75,AJZY00-0280,2,J,0,,1,0.45,,
76,AJQX00-0290,2,J,0,,1,1.12,,4
77,AJHS00-0300,2,J,0,,1,0.6,,
78,AJWC00-0560,2,J,0,,1,0.36,,4
79,AJWC00-0570,2,J,0,,1,1.91,,4
80,AEQS00-0020,2,E,4,,1,1.08,,6
81,AEQS00-0030,2,E,4,,1,1.07,,6
82,AEHS00-0040,2,E,4,,1,4.39,,
83,AEQS00-0060,2,E,4,,1,0.86,,6
84,AEZY00-0430,2,E,4,,1,1.63,,
85,DXHS00-0010,2,X,2,,1,2.69,,
86,DXHS00-0020,2,X,2,,2,2.27,,
87,AGHXB1-0070,2,G,0,,1,1.57,,4
88,AGHXB2-0080,2,G,0,,1,1.25,,4
89,AGHXB5-0110,2,G,0,,1,2.06,,4
90,AGHS00-0120,2,G,0,,2,2.33,,
91,AGWC00-0130,2,G,0,,1,2.55,,4
92,EGZY00-0140,2,G,0,,1,2.34,,
93,EGYY00-0150,2,G,0,,1,1.72,,
94,ENHSB1-0310,2,N,3,,1,1.87,,
95,ENHSB1-0320,2,N,3,,1,2.35,,
96,ENHSB1-0340,2,N,3,,1,2.28,,
97,ENWCB1-0370,2,N,3,,1,1.91,,4
98,ENHDB1-0290,2,N,3,,1,1.62,,
99,ENHDB1-0280,2,N,3,,1,1.84,,
100,ENHDB1-0270,2,N,3,,1,1.66,,
101,ENHDB1-0240,2,N,3,,1,1.87,,
102,ENHDB1-0230,2,N,3,,1,2.23,,
103,ENHDB1-0220,2,N,3,,1,1.93,,
104,ENWCB1-0350,2,N,3,,5,1.64,,4
105,ENHDB1-0200,2,N,3,,1,1.97,,
106,ENHDB1-0190,2,N,3,,1,1.8,,
107,ENHSB1-0170,2,N,3,,1,1.94,,
108,ENHSB1-0440,2,N,3,,1,1.82,,
109,ENHSB1-0420,2,N,3,,1,1.58,,
110,ARWB00-0010,2,R,1,,2,1.91,,
111,ARWB00-0020,2,R,1,,2,2.37,,
112,ARWB00-0030,2,R,1,,2,2.78,,
113,ARWB00-0040,2,R,1,,2,1.98,,
114,ARWB00-0050,2,R,1,,2,2.12,,
115,ARWB00-0060,2,R,1,,2,2.61,,
116,ARWB00-0070,2,R,1,,2,2.66,,
117,ARWB00-0080,2,R,1,,2,1.65,,
