序号,AO号,类型,专业编码,工种,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,-1,,0,0.0,,
2,A-1,1,,-1,,0,0.0,,
3,AAQS00-0010,2,A,0,,2,1.06,1,6
4,FAQJ00-3450,2,A,0,,2,2.07,1,
5,ABQJ00-0010,2,B,2,,2,4.55,1,
6,AJYY00-0010,2,J,0,,2,1.27,,
7,RJND-N16543-19,2,J,0,AJYY00-0010,2,0.63,,
8,AJYY00-0030,2,J,0,RJND-N16543-19,2,1.02,,
9,AJZY00-0040,2,J,0,,2,1.39,,
10,AJYY00-0050,2,J,0,,2,1.26,,
11,AJYY00-0070,2,J,0,AJYY00-0050,2,1.38,,
12,AJZY00-0060,2,J,0,,2,1.66,,
13,AJCP00-0110,2,J,0,,2,1.92,,
14,AJCP00-0160,2,J,0,,2,1.97,,
15,AJQJ00-0200,2,J,0,,2,1.19,,
16,FJQJ00-0370,2,J,0,,2,1.14,,
17,ABHS00-2180,2,B,2,,2,1.86,,
18,A-2,1,,-1,A-1,0,0.0,,
19,AFQJ00-0100,2,F,4,,3,0.78,,
20,AFZG00-0130,2,F,4,,3,0.47,,
21,AFZG00-0150,2,F,4,,5,0.55,,
22,AFZG00-0160,2,F,4,,1,0.43,,
23,AFZG00-0170,2,F,4,,1,0.42,,
24,AKZY00-0030,2,K,4,,1,1.57,,
25,AKCP00-0060,2,K,4,,1,1.49,,
26,AWWB00-0020,2,W,1,,1,0.69,,
27,AWWB00-0030,2,W,1,,1,0.66,,
28,AWWB00-0050,2,W,1,,1,0.75,,
29,BWQS00-0090,2,W,1,,1,1.25,,6
30,AWWB00-1600,2,W,1,,1,0.39,,
31,FWQJ00-1960,2,W,1,,1,0.87,,
32,AYWB00-0040,2,Y,3,,1,4.42,,
33,AYQQ00-0060,2,Y,3,,2,8.36,,2
34,AYHS00-0070,2,Y,3,,1,4.02,,
35,AYQQ00-0080,2,Y,3,,1,5.46,,2
36,AYZQ00-0090,2,Y,3,,1,6.71,,
37,AYWC00-1980,2,Y,3,,3,3.89,,4
38,ACYY00-0020,2,C,4,,1,0.79,,
39,ACCP00-0050,2,C,4,,1,0.38,,
40,ACCP00-0060,2,C,4,,1,0.65,,
41,ACCP00-0070,2,C,4,,1,0.33,,
42,ACZY00-0090,2,C,4,,1,0.45,,
43,AQHS00-0020,2,Q,2,,1,0.83,,
44,AQHS00-0030,2,Q,2,,1,1.31,,
45,AQHS00-0040,2,Q,2,,1,0.97,,
46,AQHS00-0050,2,Q,2,,1,0.78,,
47,AQHS00-0060,2,Q,2,,1,1.42,,
48,AQHS00-0070,2,Q,2,,1,1.69,,
49,AQHS00-0080,2,Q,2,,1,1.4,,
50,AQHS00-0090,2,Q,2,,1,1.68,,
51,AQHS00-0110,2,Q,2,,1,1.85,,
52,AQHS00-0120,2,Q,2,,1,1.02,,
53,AQHS00-0140,2,Q,2,AQHS00-0120,2,0.9,,
54,AQHS00-0150,2,Q,2,,1,0.97,,
55,AQQS00-0160,2,Q,2,,1,0.87,,6
56,AQQJ00-0170,2,Q,2,,2,2.09,,2
57,AQHD00-0180,2,Q,2,,1,1.09,,
58,AJZY00-0220,2,J,0,,1,2.74,,
59,AJYY00-0250,2,J,0,,1,2.02,,
60,AJZY00-0260,2,J,0,,1,2.7,,
61,AJQX00-0290,2,J,0,,1,1.21,,4
62,AJHS00-0300,2,J,0,,1,0.52,,
63,AJYYA1-0310,2,J,0,,2,1.42,,
64,AJWC00-0580,2,J,0,,5,1.43,,4
65,AEQS00-0020,2,E,4,,1,1.78,,6
66,AEQS00-0030,2,E,4,,1,0.98,,6
67,AEHS00-0040,2,E,4,,1,5.86,,
68,AEQX00-0050,2,E,4,,1,0.79,,4
69,AEQS00-0070,2,E,4,,1,0.51,,6
70,AEZY00-0430,2,E,4,,1,1.94,,
71,DXHS00-0010,2,X,2,,1,2.58,,
72,DXHS00-0020,2,X,2,,2,2.35,,
73,DXHS00-0030,2,X,2,,1,0.9,,
74,AGHXB1-0070,2,G,0,,1,2.39,,4
75,AGHXB2-0080,2,G,0,,1,1.07,,4
76,AGHXB3-0090,2,G,0,,1,1.66,,4
77,AGHXB4-0100,2,G,0,,1,1.7,,4
78,AGHXB5-0110,2,G,0,,1,2.06,,4
79,AGWC00-0130,2,G,0,,1,2.2,,4
80,ENWCB1-0390,2,N,3,,2,2.18,,4
81,ENHSB1-0430,2,N,3,,1,2.16,,
82,ENHSB1-0310,2,N,3,,1,2.17,,
83,ENHSB1-0330,2,N,3,,1,0.99,,
84,ENHSB1-0340,2,N,3,,1,1.88,,
85,ENWCB1-0370,2,N,3,,1,1.97,,4
86,ENQSB1-0360,2,N,3,,1,2.59,,6
87,ENHDB1-0290,2,N,3,,1,1.85,,
88,ENHDB1-0280,2,N,3,,1,2.38,,
89,ENHDB1-0240,2,N,3,,1,1.76,,
90,ENHDB1-0230,2,N,3,,1,1.69,,
91,ENHDB1-0220,2,N,3,,1,1.84,,
92,ENWCB1-0350,2,N,3,,5,1.67,,4
93,ENHDB1-0200,2,N,3,,1,1.92,,
94,ENHDB1-0180,2,N,3,,1,0.97,,
95,ENHSB1-0440,2,N,3,,1,2.68,,
96,ENHSB1-0400,2,N,3,,1,2.18,,
97,ARWB00-0050,2,R,1,,2,3.15,,
98,ARWB00-0060,2,R,1,,2,2.93,,
99,ARWB00-0090,2,R,1,,2,1.13,,
100,ARWB00-0100,2,R,1,,2,1.1,,
101,ARWB00-0140,2,R,1,,2,1.05,,
102,A-3,1,,-1,A-2,0,0.0,,
103,AJYYA2-0320,2,J,0,,2,1.01,,
104,RJND-N94788-12,2,J,0,AJYYA2-0320,2,0.93,,
105,AJYYA3-0330,2,J,0,RJND-N94788-12,2,4.32,,
106,AJZYA4-0340,2,J,0,,2,1.02,,
107,AJZYA6-0360,2,J,0,AJZYA4-0340,2,4.96,,
108,AJYY00-0380,2,J,0,,2,1.08,,
109,AJZY00-0390,2,J,0,,2,1.15,,
110,AJYYB1-0400,2,J,0,AJYYA3-0330,2,1.17,,
111,AJYYB2-0410,2,J,0,AJZYA4-0340,2,1.66,,
112,AJZYB3-0420,2,J,0,AJZYA6-0360,2,1.43,,
113,AJZYB4-0430,2,J,0,,2,1.7,,
114,RJND-N81310-16,2,J,0,AJZYB3-0420,1,1.15,,
115,AJZY00-0450,2,J,0,RJND-N81310-16,2,0.59,,
116,AJCP00-0460,2,J,0,,2,1.19,,
