序号,AO号,类型,专业编码,工种,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,-1,,0,0.0,,
2,A-1,1,,-1,,0,0.0,,
3,AAQS00-0010,2,A,0,,2,1.94,1,6
4,FAQJ00-3450,2,A,0,,2,3.58,1,
5,ABQJ00-0010,2,B,2,,2,2.14,1,
6,AJYY00-0030,2,J,0,,2,1.99,,
7,AJZY00-0040,2,J,0,,2,1.41,,
8,AJYY00-0050,2,J,0,,2,1.19,,
9,AJZY00-0060,2,J,0,,2,1.18,,
10,RJND-N61943-37,2,J,0,AJZY00-0060,2,0.78,,
11,AJZY00-0080,2,J,0,RJND-N61943-37,2,1.41,,
12,AJCP00-0100,2,J,0,,2,0.45,,
13,AJCP00-0130,2,J,0,AJCP00-0100,2,1.51,,
14,AJCP00-0110,2,J,0,,2,3.16,,
15,AJCP00-0150,2,J,0,,2,1.13,,
16,RJND-N12991-22,2,J,0,RJND-N74815-3,1,1.3,,
17,RJND-N74815-3,2,J,0,AJCP00-0150,2,1.28,,
18,AJCP00-0160,2,J,0,RJND-N12991-22,2,2.07,,
19,RJND-N97892-30,2,J,0,AJCP00-0160,2,2.2,,
20,AJCP00-0170,2,J,0,RJND-N97892-30,2,0.73,,
21,RJND-N3101-38,2,J,0,AJWB00-0190,1,1.71,,
22,AJWB00-0180,2,J,0,RJND-N3101-38,2,1.53,,
23,AJWB00-0190,2,J,0,,2,0.82,,
24,AEQJ00-0010,2,E,4,,2,9.04,,
25,AEQJ00-0080,2,E,4,,2,27.71,,
26,FJQJ00-0370,2,J,0,,2,0.94,,
27,ABHS00-2180,2,B,2,,2,1.89,,
28,A-2,1,,-1,A-1,0,0.0,,
29,AFQJ00-0100,2,F,4,,3,0.55,,
30,AFZG00-0110,2,F,4,,3,1.14,,
31,AFZG00-0120,2,F,4,,3,0.34,,
32,AFZG00-0130,2,F,4,,3,0.62,,
33,AFZG00-0150,2,F,4,,5,0.5,,
34,AFZG00-0160,2,F,4,,1,0.5,,
35,AKZY00-0030,2,K,4,,1,1.57,,
36,AKCP00-0040,2,K,4,,1,1.18,,
37,AKCP00-0060,2,K,4,,1,1.52,,
38,AKCP00-0070,2,K,4,,1,1.44,,
39,AMYG00-0010,2,M,0,,1,0.8,,
40,AWWB00-0010,2,W,1,,2,0.9,,
41,AWWB00-0020,2,W,1,,1,0.95,,
42,AWWB00-0050,2,W,1,,1,1.05,,
43,BWQS00-0090,2,W,1,,1,1.21,,6
44,AWWB00-1600,2,W,1,,1,0.57,,
45,FWQJ00-1960,2,W,1,,1,0.73,,
46,AYWB00-0040,2,Y,3,,1,3.5,,
47,AYQQ00-0060,2,Y,3,,2,5.34,,2
48,ACZY00-0010,2,C,4,,1,0.63,,
49,ACCP00-0030,2,C,4,,1,0.66,,
50,ACCP00-0040,2,C,4,,1,0.89,,
51,ACCP00-0050,2,C,4,,1,0.43,,
52,ACCP00-0060,2,C,4,,1,0.48,,
53,ACCP00-0070,2,C,4,,1,0.66,,
54,ACZY00-0090,2,C,4,,1,1.14,,
55,AQHS00-0040,2,Q,2,,1,1.19,,
56,AQHS00-0060,2,Q,2,,1,1.43,,
57,AQHS00-0070,2,Q,2,,1,1.44,,
58,AQHS00-0080,2,Q,2,,1,1.71,,
59,AQHS00-0090,2,Q,2,,1,1.86,,
60,AQHS00-0100,2,Q,2,,1,1.46,,
61,AQHS00-0110,2,Q,2,,1,1.54,,
62,AQHS00-0130,2,Q,2,,2,1.03,,
63,RQND-N39402-13,2,Q,2,AQHS00-0130,1,1.21,,
64,AQHS00-0150,2,Q,2,RQND-N39402-13,1,1.02,,
65,AQQS00-0160,2,Q,2,,1,0.9,,6
66,RQND-N10262-19,2,Q,2,AQHS00-0130,2,2.22,,
67,AQQJ00-0170,2,Q,2,RQND-N10262-19,2,3.78,,2
68,AQWC00-0190,2,Q,2,,1,0.68,,4
69,AJZY00-0220,2,J,0,,1,1.5,,
70,AJZY00-0240,2,J,0,,1,0.36,,
71,AJYY00-0250,2,J,0,,1,1.85,,
72,AJZY00-0260,2,J,0,,1,2.79,,
73,AJZY00-0280,2,J,0,,1,0.45,,
74,AJQX00-0290,2,J,0,,1,1.64,,4
75,AJHS00-0300,2,J,0,,1,0.59,,
76,AJWC00-0560,2,J,0,,1,0.31,,4
77,AJWC00-0570,2,J,0,,1,1.02,,4
78,AEQS00-0020,2,E,4,,1,1.72,,6
79,AEHS00-0040,2,E,4,,1,5.26,,
80,AEQX00-0050,2,E,4,,1,1.31,,4
81,DXHS00-0020,2,X,2,,2,2.42,,
82,AGHXB2-0080,2,G,0,,1,2.46,,4
83,AGHXB3-0090,2,G,0,,1,1.82,,4
84,AGHXB4-0100,2,G,0,,1,1.58,,4
85,AGHS00-0120,2,G,0,,2,1.47,,
86,AGWC00-0130,2,G,0,,1,2.43,,4
87,ENHSB1-0380,2,N,3,,1,2.3,,
88,ENHSB1-0310,2,N,3,,1,1.96,,
89,ENHSB1-0320,2,N,3,,1,1.93,,
90,ENHDB1-0300,2,N,3,,1,1.63,,
91,ENHDB1-0280,2,N,3,,1,1.32,,
92,ENHDB1-0270,2,N,3,,1,1.68,,
93,ENHDB1-0250,2,N,3,,1,2.25,,
94,ENHDB1-0230,2,N,3,,1,1.81,,
95,ENWCB1-0350,2,N,3,,5,1.18,,4
96,ENHDB1-0210,2,N,3,,1,1.67,,
97,ENHDB1-0200,2,N,3,,1,1.3,,
98,ENHDB1-0180,2,N,3,,1,1.45,,
99,ENHSB1-0440,2,N,3,,1,2.26,,
100,ENHSB1-0420,2,N,3,,1,1.49,,
101,ENHSB1-0410,2,N,3,,1,1.73,,
102,ARWB00-0020,2,R,1,,2,1.82,,
103,ARWB00-0030,2,R,1,,2,2.12,,
104,ARWB00-0040,2,R,1,,2,2.49,,
105,ARWB00-0070,2,R,1,,2,2.22,,
106,ARWB00-0090,2,R,1,,2,0.98,,
107,ARWB00-0110,2,R,1,,2,1.06,,
108,ARWB00-0120,2,R,1,,2,0.98,,
109,ARWB00-0140,2,R,1,,2,1.27,,
110,A-3,1,,-1,A-2,0,0.0,,
111,AJYYA3-0330,2,J,0,,2,3.81,,
112,AJZYA4-0340,2,J,0,,2,1.25,,
113,RJND-N22889-5,2,J,0,RJND-N76460-1,1,1.51,,
114,RJND-N76460-1,2,J,0,AJZYA4-0340,2,0.71,,
115,AJZYA5-0350,2,J,0,RJND-N22889-5,2,0.81,,
116,AJYY00-0380,2,J,0,,2,1.0,,
