序号,AO号,类型,专业编码,工种,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,-1,,0,0.0,,
2,A-1,1,,-1,,0,0.0,,
3,AAQS00-0010,2,A,0,,2,1.77,1,6
4,FAQJ00-3450,2,A,0,,2,2.98,1,
5,AJYY00-0030,2,J,0,,2,1.44,,
6,AJZY00-0020,2,J,0,,2,0.72,,
7,AJZY00-0040,2,J,0,AJZY00-0020,2,1.63,,
8,AJYY00-0070,2,J,0,,2,1.32,,
9,AJZY00-0060,2,J,0,,2,1.51,,
10,AJZY00-0080,2,J,0,AJZY00-0060,2,1.49,,
11,AJCP00-0090,2,J,0,,2,2.28,,
12,AJCP00-0110,2,J,0,,2,1.36,,
13,AJCP00-0120,2,J,0,,2,0.44,,
14,AJCP00-0140,2,J,0,"AJCP00-0110,AJCP00-0120",2,1.43,,
15,AJCP00-0150,2,J,0,,2,0.83,,
16,AJCP00-0160,2,J,0,AJCP00-0150,2,2.41,,
17,AJCP00-0170,2,J,0,AJCP00-0160,2,0.71,,
18,AJWB00-0180,2,J,0,,2,1.17,,
19,AEQJ00-0010,2,E,4,,2,9.25,,
20,A-2,1,,-1,A-1,0,0.0,,
21,AFZG00-0110,2,F,4,,3,0.89,,
22,AFZG00-0120,2,F,4,,3,0.64,,
23,AFZG00-0140,2,F,4,,5,0.52,,
24,AFZG00-0160,2,F,4,,1,0.47,,
25,AFZG00-0170,2,F,4,,1,0.71,,
26,AKCP00-0040,2,K,4,,1,1.67,,
27,AKYY00-0050,2,K,4,,1,1.61,,
28,AKCP00-0060,2,K,4,,1,1.71,,
29,AKCP00-0070,2,K,4,,1,1.49,,
30,AMYG00-0010,2,M,0,,1,0.73,,
31,AWWB00-0010,2,W,1,,2,0.59,,
32,AWWB00-0020,2,W,1,,1,0.85,,
33,BWQS00-0090,2,W,1,,1,0.54,,6
34,FWQJ00-1960,2,W,1,,1,0.83,,
35,AYWB00-0040,2,Y,3,,1,3.45,,
36,AYWB00-0050,2,Y,3,,1,5.15,,
37,AYQQ00-0080,2,Y,3,,1,5.81,,2
38,AYZQ00-0090,2,Y,3,,1,4.1,,
39,AYWC00-1980,2,Y,3,,3,3.79,,4
40,FYQJ00-1130,2,Y,3,AYZQ00-0090,2,6.05,,
41,ACYY00-0020,2,C,4,,1,1.0,,
42,ACCP00-0030,2,C,4,,1,0.73,,
43,ACCP00-0040,2,C,4,,1,0.6,,
44,ACCP00-0050,2,C,4,,1,0.64,,
45,ACCP00-0060,2,C,4,,1,0.66,,
46,ACCP00-0070,2,C,4,,1,0.52,,
47,ACCP00-0080,2,C,4,,1,0.33,,
48,ACZY00-0090,2,C,4,,1,0.7,,
49,AQHS00-0020,2,Q,2,,1,1.26,,
50,AQHS00-0030,2,Q,2,,1,1.11,,
51,AQHS00-0040,2,Q,2,,1,1.24,,
52,AQHS00-0060,2,Q,2,,1,1.01,,
53,AQHS00-0080,2,Q,2,,1,1.43,,
54,AQHS00-0100,2,Q,2,,1,1.68,,
55,AQHS00-0110,2,Q,2,,1,1.46,,
56,AQHS00-0120,2,Q,2,,1,1.92,,
57,AQHS00-0130,2,Q,2,,2,1.9,,
58,AQHS00-0150,2,Q,2,AQHS00-0130,1,0.85,,
59,AQQS00-0160,2,Q,2,,1,0.9,,6
60,RQND-N80126-8,2,Q,2,AQHS00-0130,2,1.71,,
61,AQQJ00-0170,2,Q,2,RQND-N80126-8,2,3.54,,2
62,AQHD00-0180,2,Q,2,,1,1.16,,
63,AJZY00-0240,2,J,0,,1,0.47,,
64,AJYY00-0250,2,J,0,,1,2.53,,
65,AJZY00-0260,2,J,0,,1,2.76,,
66,AJYY00-0270,2,J,0,,1,0.38,,
67,AJQX00-0290,2,J,0,,1,1.54,,4
68,AJHS00-0300,2,J,0,,1,0.7,,
69,AJWC00-0570,2,J,0,,1,1.7,,4
70,AEQS00-0020,2,E,4,,1,1.69,,6
71,AEQS00-0030,2,E,4,,1,1.21,,6
72,AEQX00-0050,2,E,4,,1,0.96,,4
73,AEQS00-0060,2,E,4,,1,0.7,,6
74,AEZY00-0430,2,E,4,,1,1.01,,
75,AGHXB1-0070,2,G,0,,1,2.83,,4
76,AGHXB4-0100,2,G,0,,1,2.19,,4
77,AGHXB5-0110,2,G,0,,1,2.45,,4
78,EGZY00-0140,2,G,0,,1,1.21,,
79,ENWCB1-0390,2,N,3,,2,1.63,,4
80,ENHSB1-0380,2,N,3,,1,2.21,,
81,ENHSB1-0430,2,N,3,,1,1.62,,
82,ENHSB1-0310,2,N,3,,1,1.14,,
83,ENHSB1-0320,2,N,3,,1,1.89,,
84,ENHSB1-0330,2,N,3,,1,1.5,,
85,ENHSB1-0340,2,N,3,,1,1.71,,
86,ENWCB1-0370,2,N,3,,1,1.76,,4
87,ENQSB1-0360,2,N,3,,1,1.93,,6
88,ENHDB1-0300,2,N,3,,1,2.11,,
89,ENHDB1-0290,2,N,3,,1,2.25,,
90,ENHDB1-0280,2,N,3,,1,2.13,,
91,ENHDB1-0270,2,N,3,,1,1.94,,
92,ENHDB1-0240,2,N,3,,1,2.25,,
93,ENHDB1-0230,2,N,3,,1,1.57,,
94,ENWCB1-0350,2,N,3,,5,1.77,,4
95,ENHDB1-0200,2,N,3,,1,1.44,,
96,ENHDB1-0180,2,N,3,,1,2.02,,
97,ENHSB1-0170,2,N,3,,1,1.7,,
98,ENHSB1-0410,2,N,3,,1,3.1,,
99,ENHSB1-0400,2,N,3,,1,2.23,,
100,ARWB00-0020,2,R,1,,2,2.84,,
101,ARWB00-0040,2,R,1,,2,1.54,,
102,ARWB00-0070,2,R,1,,2,2.37,,
103,ARWB00-0080,2,R,1,,2,1.35,,
104,ARWB00-0100,2,R,1,,2,1.17,,
105,ARWB00-0120,2,R,1,,2,1.32,,
106,ARWB00-0140,2,R,1,,2,0.65,,
107,A-3,1,,-1,A-2,0,0.0,,
108,AJYYA2-0320,2,J,0,,2,0.73,,
109,AJZYA4-0340,2,J,0,,2,1.32,,
110,AJZYA5-0350,2,J,0,AJZYA4-0340,2,0.95,,
111,AJZYA6-0360,2,J,0,AJZYA5-0350,2,4.28,,
112,AJYY00-0380,2,J,0,,2,0.88,,
113,AJZY00-0390,2,J,0,,2,1.25,,
114,AJYYB1-0400,2,J,0,AJYYA2-0320,2,1.27,,
115,AJYYB2-0410,2,J,0,AJZYA4-0340,2,1.85,,
116,RJND-N33783-0,2,J,0,AJZYA6-0360,2,4.04,,
