序号,AO号,类型,专业编码,工种,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,-1,,0,0.0,,
2,A-1,1,,-1,,0,0.0,,
3,AAQS00-0010,2,A,0,,2,1.67,1,6
4,FAQJ00-3450,2,A,0,,2,2.04,1,
5,FDQJ00-2000,2,D,1,,2,1.63,1,
6,AJYY00-0010,2,J,0,,2,0.87,,
7,AJYY00-0030,2,J,0,AJYY00-0010,2,0.88,,
8,AJZY00-0020,2,J,0,,2,1.03,,
9,AJYY00-0050,2,J,0,,2,1.26,,
10,RJND-N17654-0,2,J,0,AJYY00-0050,2,0.93,,
11,AJYY00-0070,2,J,0,RJND-N17654-0,2,1.46,,
12,AJZY00-0080,2,J,0,,2,1.49,,
13,AJCP00-0100,2,J,0,,2,0.64,,
14,AJCP00-0130,2,J,0,AJCP00-0100,2,1.05,,
15,AJCP00-0140,2,J,0,,2,1.22,,
16,AJCP00-0150,2,J,0,,2,1.28,,
17,RJND-N34228-12,2,J,0,AJCP00-0150,2,0.74,,
18,AJCP00-0160,2,J,0,RJND-N34228-12,2,2.53,,
19,AJCP00-0170,2,J,0,AJCP00-0160,2,0.37,,
20,AJWB00-0180,2,J,0,AJWB00-0190,2,0.92,,
21,AJWB00-0190,2,J,0,,2,0.41,,
22,AJQJ00-0200,2,J,0,,2,0.71,,
23,AEQJ00-0010,2,E,4,,2,9.11,,
24,AEQJ00-0080,2,E,4,,2,42.71,,
25,AGQJ00-0010,2,G,0,,2,4.79,,
26,FJQJ00-0370,2,J,0,,2,1.26,,
27,ABHS00-2180,2,B,2,,2,1.64,,
28,A-2,1,,-1,A-1,0,0.0,,
29,AFZG00-0110,2,F,4,,3,1.15,,
30,AFZG00-0120,2,F,4,,3,0.57,,
31,AFZG00-0160,2,F,4,,1,0.58,,
32,AKQS00-0020,2,K,4,,1,1.33,,6
33,AKYY00-0050,2,K,4,,1,1.06,,
34,AMYG00-0010,2,M,0,,1,0.54,,
35,AWWB00-0030,2,W,1,,1,0.56,,
36,AWWB00-0050,2,W,1,,1,1.02,,
37,BWQS00-0090,2,W,1,,1,1.23,,6
38,AWWB00-1600,2,W,1,,1,0.49,,
39,FWQJ00-1960,2,W,1,,1,0.78,,
40,AYWB00-0040,2,Y,3,,1,4.25,,
41,AYWB00-0050,2,Y,3,,1,4.0,,
42,AYQQ00-0060,2,Y,3,,2,4.46,,2
43,AYHS00-0070,2,Y,3,,1,6.33,,
44,AYQQ00-0080,2,Y,3,,1,4.4,,2
45,AYZQ00-0090,2,Y,3,,1,5.85,,
46,AYWC00-1980,2,Y,3,,3,4.83,,4
47,ACZY00-0010,2,C,4,,1,0.91,,
48,ACYY00-0020,2,C,4,,1,1.06,,
49,ACCP00-0030,2,C,4,,1,0.52,,
50,ACCP00-0050,2,C,4,,1,0.49,,
51,ACCP00-0060,2,C,4,,1,0.44,,
52,ACCP00-0070,2,C,4,,1,0.71,,
53,ACCP00-0080,2,C,4,,1,0.56,,
54,ACZY00-0090,2,C,4,,1,1.19,,
55,AQHS00-0020,2,Q,2,,1,0.78,,
56,AQHS00-0030,2,Q,2,,1,1.38,,
57,AQHS00-0060,2,Q,2,,1,1.35,,
58,AQHS00-0080,2,Q,2,,1,1.49,,
59,AQHS00-0090,2,Q,2,,1,0.95,,
60,AQHS00-0110,2,Q,2,,1,1.38,,
61,AQHS00-0120,2,Q,2,,1,1.83,,
62,AQQJ00-0170,2,Q,2,,2,3.51,,2
63,AQHD00-0180,2,Q,2,,1,1.05,,
64,AQWC00-0190,2,Q,2,,1,1.14,,4
65,AJZY00-0220,2,J,0,,1,1.99,,
66,AJZY00-0240,2,J,0,,1,0.42,,
67,AJYY00-0250,2,J,0,,1,2.31,,
68,AJZY00-0260,2,J,0,,1,2.63,,
69,AJYY00-0270,2,J,0,,1,0.48,,
70,AJQX00-0290,2,J,0,,1,1.18,,4
71,AJHS00-0300,2,J,0,,1,0.71,,
72,AJWC00-0560,2,J,0,,1,0.38,,4
73,AJWC00-0570,2,J,0,,1,1.79,,4
74,AJWC00-0580,2,J,0,,5,0.81,,4
75,AEQS00-0030,2,E,4,,1,1.18,,6
76,AEHS00-0040,2,E,4,,1,6.86,,
77,AEQS00-0070,2,E,4,,1,0.53,,6
78,DXHS00-0010,2,X,2,,1,2.74,,
79,DXHS00-0020,2,X,2,,2,1.14,,
80,AGHXB3-0090,2,G,0,,1,1.7,,4
81,AGWC00-0130,2,G,0,,1,2.35,,4
82,EGZY00-0140,2,G,0,,1,2.06,,
83,EGYY00-0150,2,G,0,,1,1.67,,
84,ENWCB1-0390,2,N,3,,2,2.3,,4
85,ENHSB1-0380,2,N,3,,1,2.25,,
86,ENHSB1-0430,2,N,3,,1,1.89,,
87,ENHSB1-0310,2,N,3,,1,1.8,,
88,ENHSB1-0320,2,N,3,,1,2.07,,
89,ENHSB1-0330,2,N,3,,1,1.79,,
90,ENWCB1-0370,2,N,3,,1,2.34,,4
91,ENHDB1-0300,2,N,3,,1,1.36,,
92,ENHDB1-0280,2,N,3,,1,1.26,,
93,ENHDB1-0260,2,N,3,,1,1.67,,
94,ENHDB1-0230,2,N,3,,1,1.4,,
95,ENHDB1-0220,2,N,3,,1,1.86,,
96,ENHDB1-0210,2,N,3,,1,1.89,,
97,ENHDB1-0200,2,N,3,,1,1.72,,
98,ENHDB1-0190,2,N,3,,1,1.66,,
99,ENHDB1-0180,2,N,3,,1,2.21,,
100,ENHSB1-0440,2,N,3,,1,1.98,,
101,ENHSB1-0400,2,N,3,,1,2.35,,
102,ARWB00-0010,2,R,1,,2,2.66,,
103,ARWB00-0030,2,R,1,,2,2.0,,
104,ARWB00-0050,2,R,1,,2,2.09,,
105,ARWB00-0060,2,R,1,,2,3.05,,
106,ARWB00-0090,2,R,1,,2,0.97,,
107,ARWB00-0120,2,R,1,,2,1.27,,
108,ARWB00-0130,2,R,1,,2,1.1,,
109,ARWB00-0140,2,R,1,,2,1.65,,
110,A-3,1,,-1,A-2,0,0.0,,
111,AJYYA2-0320,2,J,0,,2,1.04,,
112,AJZYA4-0340,2,J,0,,2,1.12,,
113,AJZYA5-0350,2,J,0,AJZYA4-0340,2,0.93,,
114,AJZYA6-0360,2,J,0,AJZYA5-0350,2,3.74,,
115,AJYY00-0380,2,J,0,,2,0.73,,
116,AJZY00-0390,2,J,0,,2,0.82,,
117,AJYYB1-0400,2,J,0,AJYYA2-0320,2,0.97,,
