TaskID,StationID,Team,Start,End,Duration
0,0,[],0.0,0.0,0.0
1,0,[],0.0,0.0,0.0
257,0,[],0.0,0.0,0.0
258,4,"[48, 60]",0.0,0.9934386640861818,0.9934386640861818
260,2,"[61, 34]",0.0,1.1078869733093037,1.1078869733093037
278,0,[],0.0,0.0,0.0
305,0,[],0.0,0.0,0.0
323,0,[],0.0,0.0,0.0
344,0,[],0.0,0.0,0.0
362,3,"[44, 18]",0.0,0.6788302781113355,0.6788302781113355
381,4,"[56, 14]",0.0,1.1272834687595314,1.1272834687595314
389,0,[],0.0,0.0,0.0
391,3,"[53, 77]",0.0,0.9979390975684034,0.9979390975684034
395,0,[],0.0,0.0,0.0
401,0,[],0.0,0.0,0.0
406,5,"[12, 19]",0.0,1.0176079828013396,1.0176079828013396
407,3,"[1, 40]",0.0,1.2197152106398699,1.2197152106398699
411,1,"[66, 65]",0.0,1.0191167386718798,1.0191167386718798
417,1,"[6, 20]",0.0,0.8010274155116942,0.8010274155116942
418,1,"[5, 22]",0.0,0.38059802237529206,0.38059802237529206
439,0,[],0.0,0.0,0.0
465,0,[],0.0,0.0,0.0
474,0,[],0.0,0.0,0.0
475,2,"[72, 41]",0.0,0.4535544146497582,0.4535544146497582
476,5,"[71, 10]",0.0,1.2223699580144016,1.2223699580144016
477,5,"[24, 0]",0.0,0.7204170272610643,0.7204170272610643
478,2,"[30, 3]",0.0,0.9187578700468778,0.9187578700468778
479,4,"[45, 55]",0.0,0.6690263030315794,0.6690263030315794
562,0,[],0.0,0.0,0.0
359,1,"[5, 22]",0.38059802237529206,1.4161787044712355,1.0355806820959434
416,2,"[72, 41]",0.4535544146497582,1.5550439162334855,1.1014895015837274
259,4,"[45, 55]",0.6690263030315794,1.9599644242202507,1.2909381211886712
420,3,"[44, 18]",0.6788302781113355,1.9527994013310779,1.2739691232197425
360,5,"[24, 0]",0.7204170272610643,2.0380218564096038,1.3176048291485394
308,1,"[6, 20]",0.8010274155116942,2.155145190706207,1.3541177751945126
384,2,"[30, 3]",0.9187578700468778,2.3017302094811747,1.3829723394342968
387,4,"[48, 60]",0.9934386640861818,2.4688426345810544,1.4754039704948725
419,3,"[53, 77]",0.9979390975684034,2.509668607613321,1.5117295100449177
380,5,"[12, 19]",1.0176079828013396,2.6138558525952806,1.596247869793941
383,2,"[61, 34]",1.1078869733093037,2.8442868073955974,1.7363998340862936
351,4,"[56, 14]",1.1272834687595314,2.9309370443714804,1.803653575611949
378,3,"[1, 40]",1.2197152106398699,3.043891126102164,1.8241759154622943
402,5,"[71, 10]",1.2223699580144016,3.0944681202946227,1.872098162280221
398,1,"[5, 22]",1.4161787044712355,2.8323574880776263,1.4161787836063908
405,1,"[66, 65]",1.4161787044712355,3.17647127539818,1.7602925709269446
310,2,"[72, 41]",1.5550439162334855,3.1656249743056675,1.610581058072182
481,3,"[44, 18]",1.9527994013310779,3.598730288886918,1.6459308875558403
261,4,"[45, 55]",1.9599644242202507,3.656087452318891,1.6961230280986404
