scenario_id,level,reschedule_start_time,delayed_task_count,frozen_task_count,movable_task_count,eligible_delay_task_count,TaskID,release_time
low_000,low,197.78248263417902,47,1396,1006,977,38,331.18422369580315
low_000,low,197.78248263417902,47,1396,1006,977,40,341.9243474511748
low_000,low,197.78248263417902,47,1396,1006,977,83,380.0935428114444
low_000,low,197.78248263417902,47,1396,1006,977,159,375.2122395847015
low_000,low,197.78248263417902,47,1396,1006,977,163,377.2395370293889
low_000,low,197.78248263417902,47,1396,1006,977,172,436.78745377733145
low_000,low,197.78248263417902,47,1396,1006,977,173,429.1671442291216
low_000,low,197.78248263417902,47,1396,1006,977,214,428.87636983329054
low_000,low,197.78248263417902,47,1396,1006,977,254,603.5997899295553
low_000,low,197.78248263417902,47,1396,1006,977,369,437.7403084697482
low_000,low,197.78248263417902,47,1396,1006,977,386,269.2451324804017
low_000,low,197.78248263417902,47,1396,1006,977,394,246.1320531842209
low_000,low,197.78248263417902,47,1396,1006,977,420,270.3329761419669
low_000,low,197.78248263417902,47,1396,1006,977,438,285.57669876486034
low_000,low,197.78248263417902,47,1396,1006,977,544,288.58619280431327
low_000,low,197.78248263417902,47,1396,1006,977,560,450.0075217043969
low_000,low,197.78248263417902,47,1396,1006,977,567,373.5870677529718
low_000,low,197.78248263417902,47,1396,1006,977,602,230.1051047853248
low_000,low,197.78248263417902,47,1396,1006,977,636,228.71288874061057
low_000,low,197.78248263417902,47,1396,1006,977,650,235.75703389794947
low_000,low,197.78248263417902,47,1396,1006,977,672,457.8251419875147
low_000,low,197.78248263417902,47,1396,1006,977,680,487.396083244449
low_000,low,197.78248263417902,47,1396,1006,977,748,860.9177779121795
low_000,low,197.78248263417902,47,1396,1006,977,758,790.0384150282852
low_000,low,197.78248263417902,47,1396,1006,977,759,763.2003950411761
low_000,low,197.78248263417902,47,1396,1006,977,762,819.6621989859271
low_000,low,197.78248263417902,47,1396,1006,977,765,829.4663449474062
low_000,low,197.78248263417902,47,1396,1006,977,780,802.5228303318937
low_000,low,197.78248263417902,47,1396,1006,977,786,769.7018909095199
low_000,low,197.78248263417902,47,1396,1006,977,793,770.6736376992883
low_000,low,197.78248263417902,47,1396,1006,977,794,783.5050666980482
low_000,low,197.78248263417902,47,1396,1006,977,800,812.6251548508493
low_000,low,197.78248263417902,47,1396,1006,977,886,928.6459815977198
low_000,low,197.78248263417902,47,1396,1006,977,888,921.9693637989052
low_000,low,197.78248263417902,47,1396,1006,977,1467,245.03138682670388
low_000,low,197.78248263417902,47,1396,1006,977,1597,245.00930653761316
low_000,low,197.78248263417902,47,1396,1006,977,1604,223.9118979750237
low_000,low,197.78248263417902,47,1396,1006,977,1606,223.4955691117633
low_000,low,197.78248263417902,47,1396,1006,977,1651,269.4966582076849
low_000,low,197.78248263417902,47,1396,1006,977,1660,248.3973592555923
low_000,low,197.78248263417902,47,1396,1006,977,1721,285.3943795971901
low_000,low,197.78248263417902,47,1396,1006,977,1770,237.20574891722143
low_000,low,197.78248263417902,47,1396,1006,977,1905,218.6820176354679
low_000,low,197.78248263417902,47,1396,1006,977,2054,218.55047669868907
low_000,low,197.78248263417902,47,1396,1006,977,2126,748.453103122554
low_000,low,197.78248263417902,47,1396,1006,977,2189,210.16495368036126
low_000,low,197.78248263417902,47,1396,1006,977,2286,283.5978714008063
low_001,low,258.9160854290968,31,1681,721,696,35,329.2242873435476
low_001,low,258.9160854290968,31,1681,721,696,85,397.6482843096709
low_001,low,258.9160854290968,31,1681,721,696,121,335.7107994540595
low_001,low,258.9160854290968,31,1681,721,696,148,361.9050132357586
low_001,low,258.9160854290968,31,1681,721,696,176,430.8604892849919
low_001,low,258.9160854290968,31,1681,721,696,218,421.7164257064525
low_001,low,258.9160854290968,31,1681,721,696,256,571.7112043896567
low_001,low,258.9160854290968,31,1681,721,696,268,591.4224316492852
low_001,low,258.9160854290968,31,1681,721,696,269,593.1023769301319
low_001,low,258.9160854290968,31,1681,721,696,278,560.4663032266227
low_001,low,258.9160854290968,31,1681,721,696,281,549.0737877151436
low_001,low,258.9160854290968,31,1681,721,696,296,615.379202682231
low_001,low,258.9160854290968,31,1681,721,696,297,617.6401681677809
low_001,low,258.9160854290968,31,1681,721,696,359,273.8608626504293
low_001,low,258.9160854290968,31,1681,721,696,551,304.2727944576429
low_001,low,258.9160854290968,31,1681,721,696,558,434.7865134351967
low_001,low,258.9160854290968,31,1681,721,696,718,803.311023885832
low_001,low,258.9160854290968,31,1681,721,696,726,765.038883878233
low_001,low,258.9160854290968,31,1681,721,696,752,815.6694703056248
low_001,low,258.9160854290968,31,1681,721,696,762,819.6621989859271
low_001,low,258.9160854290968,31,1681,721,696,793,770.6736376992883
low_001,low,258.9160854290968,31,1681,721,696,834,784.0581161073326
low_001,low,258.9160854290968,31,1681,721,696,846,788.519608947734
low_001,low,258.9160854290968,31,1681,721,696,871,922.7434644074092
low_001,low,258.9160854290968,31,1681,721,696,873,922.9695939233244
low_001,low,258.9160854290968,31,1681,721,696,1415,318.93767649456964
low_001,low,258.9160854290968,31,1681,721,696,1421,321.6470285378221
low_001,low,258.9160854290968,31,1681,721,696,1657,275.1727168784087
low_001,low,258.9160854290968,31,1681,721,696,2050,276.8611262986742
low_001,low,258.9160854290968,31,1681,721,696,2285,282.19850514026734
low_001,low,258.9160854290968,31,1681,721,696,2296,275.57887469165144
low_002,low,309.9729470752301,30,1795,607,588,65,333.969453193211
low_002,low,309.9729470752301,30,1795,607,588,78,393.595799391543
low_002,low,309.9729470752301,30,1795,607,588,80,394.7764610407978
low_002,low,309.9729470752301,30,1795,607,588,81,395.07744160728896
low_002,low,309.9729470752301,30,1795,607,588,103,348.0182807919503
low_002,low,309.9729470752301,30,1795,607,588,115,338.76112901575186
low_002,low,309.9729470752301,30,1795,607,588,123,358.01483111180534
low_002,low,309.9729470752301,30,1795,607,588,180,412.6727129048643
low_002,low,309.9729470752301,30,1795,607,588,239,546.4513994338096
low_002,low,309.9729470752301,30,1795,607,588,274,601.8168128963589
low_002,low,309.9729470752301,30,1795,607,588,294,608.5963064599537
low_002,low,309.9729470752301,30,1795,607,588,558,434.7865134351967
low_002,low,309.9729470752301,30,1795,607,588,675,490.2425001149576
low_002,low,309.9729470752301,30,1795,607,588,685,488.9295201063763
low_002,low,309.9729470752301,30,1795,607,588,689,656.2108349034703
low_002,low,309.9729470752301,30,1795,607,588,731,815.0990804455847
low_002,low,309.9729470752301,30,1795,607,588,733,817.2819984545738
low_002,low,309.9729470752301,30,1795,607,588,758,790.0384150282852
low_002,low,309.9729470752301,30,1795,607,588,771,833.1682814879791
low_002,low,309.9729470752301,30,1795,607,588,777,809.6879682215581
low_002,low,309.9729470752301,30,1795,607,588,813,763.2003950411761
low_002,low,309.9729470752301,30,1795,607,588,855,764.0400147196514
low_002,low,309.9729470752301,30,1795,607,588,866,776.2175069505034
low_002,low,309.9729470752301,30,1795,607,588,876,924.1698701203222
low_002,low,309.9729470752301,30,1795,607,588,1417,320.00295470029647
low_002,low,309.9729470752301,30,1795,607,588,1423,322.01141422158867
low_002,low,309.9729470752301,30,1795,607,588,1524,466.5435249807858
low_002,low,309.9729470752301,30,1795,607,588,1633,382.9132636865595
low_002,low,309.9729470752301,30,1795,607,588,2127,748.453103122554
low_002,low,309.9729470752301,30,1795,607,588,2128,749.8176325322203
low_003,low,240.10014598407645,41,1603,799,773,46,328.2685353090436
low_003,low,240.10014598407645,41,1603,799,773,107,334.5721577645719
low_003,low,240.10014598407645,41,1603,799,773,134,352.54155130213115
low_003,low,240.10014598407645,41,1603,799,773,140,342.43441336662534
low_003,low,240.10014598407645,41,1603,799,773,143,356.42339315223705
low_003,low,240.10014598407645,41,1603,799,773,144,357.5004847160262
low_003,low,240.10014598407645,41,1603,799,773,159,375.2122395847015
low_003,low,240.10014598407645,41,1603,799,773,162,376.8886789398668
low_003,low,240.10014598407645,41,1603,799,773,175,416.38121519625895
low_003,low,240.10014598407645,41,1603,799,773,176,430.8604892849919
low_003,low,240.10014598407645,41,1603,799,773,177,436.9178265623984
low_003,low,240.10014598407645,41,1603,799,773,185,429.8092806736499
low_003,low,240.10014598407645,41,1603,799,773,188,417.1887030707342
low_003,low,240.10014598407645,41,1603,799,773,208,410.589663572326
low_003,low,240.10014598407645,41,1603,799,773,228,542.8204005617555
low_003,low,240.10014598407645,41,1603,799,773,247,577.5464773647931
low_003,low,240.10014598407645,41,1603,799,773,262,558.1741881243332
low_003,low,240.10014598407645,41,1603,799,773,266,588.0464788905356
low_003,low,240.10014598407645,41,1603,799,773,269,593.1023769301319
low_003,low,240.10014598407645,41,1603,799,773,276,605.4441230385471
low_003,low,240.10014598407645,41,1603,799,773,285,552.5572400785253
low_003,low,240.10014598407645,41,1603,799,773,305,639.6600057872411
low_003,low,240.10014598407645,41,1603,799,773,350,398.6881981708448
low_003,low,240.10014598407645,41,1603,799,773,394,246.7175012315494
low_003,low,240.10014598407645,41,1603,799,773,404,254.07575431714923
low_003,low,240.10014598407645,41,1603,799,773,419,268.4083406616664
low_003,low,240.10014598407645,41,1603,799,773,558,434.7865134351967
low_003,low,240.10014598407645,41,1603,799,773,570,385.90384435177407
low_003,low,240.10014598407645,41,1603,799,773,660,446.2422642888386
low_003,low,240.10014598407645,41,1603,799,773,746,843.0083652204987
low_003,low,240.10014598407645,41,1603,799,773,751,838.5495235365304
low_003,low,240.10014598407645,41,1603,799,773,777,809.6879682215581
