序号,AO号,类型,专业编码,工种,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,-1,,0,0.0,,
2,A-1,1,,-1,,0,0.0,,
3,FAQJ00-3450,2,A,0,,2,1.99,1,
4,AJYY00-0050,2,J,0,,2,1.29,,
5,AJYY00-0070,2,J,0,AJYY00-0050,2,1.11,,
6,AJZY00-0080,2,J,0,,2,1.85,,
7,AJCP00-0100,2,J,0,,2,0.55,,
8,RJND-N89538-8,2,J,0,AJCP00-0100,2,0.61,,
9,AJCP00-0130,2,J,0,RJND-N89538-8,2,1.43,,
10,AJCP00-0110,2,J,0,,2,2.18,,
11,AJCP00-0120,2,J,0,,2,0.57,,
12,AJCP00-0140,2,J,0,"AJCP00-0110,AJCP00-0120",2,1.63,,
13,AJCP00-0150,2,J,0,,2,1.12,,
14,RJND-N67122-14,2,J,0,AJCP00-0150,2,0.51,,
15,AJCP00-0170,2,J,0,RJND-N67122-14,2,1.06,,
16,AJWB00-0180,2,J,0,AJWB00-0190,2,1.12,,
17,AJWB00-0190,2,J,0,,2,0.98,,
18,AJQJ00-0200,2,J,0,,2,1.73,,
19,AEQJ00-0080,2,E,4,,2,31.05,,
20,AGQJ00-0010,2,G,0,,2,4.04,,
21,FJQJ00-0370,2,J,0,,2,0.94,,
22,A-2,1,,-1,A-1,0,0.0,,
23,AFZG00-0110,2,F,4,,3,0.99,,
24,AFZG00-0120,2,F,4,,3,0.42,,
25,AFZG00-0130,2,F,4,,3,0.66,,
26,AKZY00-0030,2,K,4,,1,1.69,,
27,AKCP00-0040,2,K,4,,1,1.27,,
28,AKYY00-0050,2,K,4,,1,1.59,,
29,AMYG00-0010,2,M,0,,1,0.65,,
30,AWWB00-0020,2,W,1,,1,0.67,,
31,AWWB00-0030,2,W,1,,1,0.84,,
32,AWWB00-0050,2,W,1,,1,0.86,,
33,AWWB00-1600,2,W,1,,1,0.6,,
34,FWQJ00-1960,2,W,1,,1,0.62,,
35,AYWB00-0040,2,Y,3,,1,3.49,,
36,AYWB00-0050,2,Y,3,,1,4.59,,
37,AYQQ00-0060,2,Y,3,,2,5.51,,2
38,AYHS00-0070,2,Y,3,,1,5.5,,
39,AYQQ00-0080,2,Y,3,,1,4.75,,2
40,AYZQ00-0090,2,Y,3,,1,4.74,,
41,ACZY00-0010,2,C,4,,1,0.91,,
42,ACYY00-0020,2,C,4,,1,0.75,,
43,ACCP00-0030,2,C,4,,1,0.74,,
44,ACCP00-0040,2,C,4,,1,0.92,,
45,ACCP00-0050,2,C,4,,1,0.61,,
46,ACCP00-0070,2,C,4,,1,0.35,,
47,ACCP00-0080,2,C,4,,1,0.54,,
48,ACZY00-0090,2,C,4,,1,1.02,,
49,AQHS00-0030,2,Q,2,,1,1.19,,
50,AQHS00-0040,2,Q,2,,1,1.23,,
51,AQHS00-0060,2,Q,2,,1,1.4,,
52,AQHS00-0070,2,Q,2,,1,1.88,,
53,AQHS00-0080,2,Q,2,,1,1.43,,
54,AQHS00-0100,2,Q,2,,1,1.88,,
55,AQHS00-0120,2,Q,2,,1,1.4,,
56,AQHS00-0130,2,Q,2,,2,1.62,,
57,RQND-N84955-13,2,Q,2,AQHS00-0130,2,1.4,,
58,AQHS00-0150,2,Q,2,RQND-N84955-13,1,0.99,,
59,AQQS00-0160,2,Q,2,,1,1.0,,6
60,AJZY00-0220,2,J,0,,1,2.42,,
61,AJYY00-0230,2,J,0,,1,0.33,,
62,AJZY00-0260,2,J,0,,1,2.25,,
63,AJYY00-0270,2,J,0,,1,0.34,,
64,AJQX00-0290,2,J,0,,1,1.39,,4
65,AJHS00-0300,2,J,0,,1,0.46,,
66,AJYYA1-0310,2,J,0,,2,1.51,,
67,AJWC00-0560,2,J,0,,1,0.63,,4
68,AJWC00-0570,2,J,0,,1,1.54,,4
69,AEQS00-0020,2,E,4,,1,2.0,,6
70,AEQS00-0030,2,E,4,,1,0.9,,6
71,AEHS00-0040,2,E,4,,1,7.25,,
72,AEQX00-0050,2,E,4,,1,1.13,,4
73,AEQS00-0070,2,E,4,,1,0.49,,6
74,AEZY00-0430,2,E,4,,1,1.29,,
75,DXHS00-0020,2,X,2,,2,2.03,,
76,DXHS00-0030,2,X,2,,1,1.2,,
77,AGHXB1-0070,2,G,0,,1,1.63,,4
78,AGHXB3-0090,2,G,0,,1,1.74,,4
79,AGHXB4-0100,2,G,0,,1,2.46,,4
80,AGHS00-0120,2,G,0,,2,1.9,,
81,AGWC00-0130,2,G,0,,1,1.63,,4
82,EGYY00-0150,2,G,0,,1,1.12,,
83,ENWCB1-0390,2,N,3,,2,1.88,,4
84,ENHSB1-0430,2,N,3,,1,2.87,,
85,ENHSB1-0310,2,N,3,,1,2.04,,
86,ENHSB1-0340,2,N,3,,1,1.81,,
87,ENQSB1-0360,2,N,3,,1,2.05,,6
88,ENHDB1-0300,2,N,3,,1,2.03,,
89,ENHDB1-0290,2,N,3,,1,2.28,,
90,ENHDB1-0280,2,N,3,,1,2.07,,
91,ENHDB1-0270,2,N,3,,1,2.31,,
92,ENHDB1-0260,2,N,3,,1,1.78,,
93,ENHDB1-0250,2,N,3,,1,1.83,,
94,ENHDB1-0240,2,N,3,,1,1.76,,
95,ENHDB1-0220,2,N,3,,1,1.31,,
96,ENWCB1-0350,2,N,3,,5,1.58,,4
97,ENHDB1-0210,2,N,3,,1,1.65,,
98,ENHDB1-0180,2,N,3,,1,2.01,,
99,ENHSB1-0170,2,N,3,,1,1.72,,
100,ENHSB1-0440,2,N,3,,1,2.71,,
101,ENHSB1-0420,2,N,3,,1,1.84,,
102,ENHSB1-0410,2,N,3,,1,2.05,,
103,ARWB00-0010,2,R,1,,2,2.47,,
104,ARWB00-0020,2,R,1,,2,2.93,,
105,ARWB00-0030,2,R,1,,2,1.42,,
106,ARWB00-0050,2,R,1,,2,1.74,,
107,ARWB00-0060,2,R,1,,2,2.65,,
108,ARWB00-0080,2,R,1,,2,2.94,,
109,ARWB00-0090,2,R,1,,2,1.11,,
110,ARWB00-0100,2,R,1,,2,1.49,,
111,ARWB00-0110,2,R,1,,2,0.89,,
112,A-3,1,,-1,A-2,0,0.0,,
113,AJYYA3-0330,2,J,0,,2,5.22,,
114,AJZYA4-0340,2,J,0,,2,1.18,,
115,AJZYA5-0350,2,J,0,AJZYA4-0340,2,0.86,,
116,AJZY00-0390,2,J,0,,2,0.8,,
117,AJYYB1-0400,2,J,0,AJYYA3-0330,2,1.18,,
