序号,AO号,类型,专业编码,工种,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,-1,,0,0.0,,
2,A-1,1,,-1,,0,0.0,,
3,AAQS00-0010,2,A,0,,2,1.91,1,6
4,FDQJ00-2000,2,D,1,,2,2.41,1,
5,ABQJ00-0010,2,B,2,,2,2.37,1,
6,AJYY00-0010,2,J,0,,2,0.91,,
7,AJYY00-0030,2,J,0,AJYY00-0010,2,1.22,,
8,AJZY00-0020,2,J,0,,2,1.33,,
9,AJYY00-0070,2,J,0,,2,1.5,,
10,AJZY00-0080,2,J,0,,2,1.2,,
11,AJCP00-0100,2,J,0,,2,0.64,,
12,AJCP00-0130,2,J,0,AJCP00-0100,2,1.24,,
13,AJCP00-0110,2,J,0,,2,2.17,,
14,AJCP00-0120,2,J,0,,2,0.48,,
15,RJND-N96734-27,2,J,0,RJND-N5932-3,2,0.68,,
16,RJND-N5932-3,2,J,0,AJCP00-0120,2,0.35,,
17,AJCP00-0140,2,J,0,"AJCP00-0110,RJND-N96734-27",2,1.09,,
18,AJCP00-0150,2,J,0,,2,0.87,,
19,AJCP00-0160,2,J,0,AJCP00-0150,2,1.95,,
20,RJND-N96390-4,2,J,0,AJCP00-0160,2,2.06,,
21,AJCP00-0170,2,J,0,RJND-N96390-4,2,0.44,,
22,RJND-N24431-31,2,J,0,RJND-N39957-25,2,0.6,,
23,RJND-N39957-25,2,J,0,AJWB00-0190,2,1.03,,
24,AJWB00-0180,2,J,0,RJND-N24431-31,2,1.01,,
25,AJWB00-0190,2,J,0,,2,1.18,,
26,AJQJ00-0200,2,J,0,,2,1.18,,
27,AEQJ00-0010,2,E,4,,2,9.78,,
28,AEQJ00-0080,2,E,4,,2,66.79,,
29,AGQJ00-0010,2,G,0,,2,2.01,,
30,FJQJ00-0370,2,J,0,,2,1.22,,
31,ABHS00-2180,2,B,2,,2,1.63,,
32,A-2,1,,-1,A-1,0,0.0,,
33,AFZG00-0110,2,F,4,,3,1.24,,
34,AFZG00-0130,2,F,4,,3,0.53,,
35,AFZG00-0140,2,F,4,,5,0.64,,
36,AFZG00-0150,2,F,4,,5,0.51,,
37,AFZG00-0160,2,F,4,,1,0.4,,
38,AFZG00-0170,2,F,4,,1,0.33,,
39,AKQS00-0020,2,K,4,,1,1.38,,6
40,AKYY00-0050,2,K,4,,1,1.66,,
41,AKCP00-0060,2,K,4,,1,1.3,,
42,AKCP00-0070,2,K,4,,1,1.27,,
43,AMYG00-0010,2,M,0,,1,0.66,,
44,AWWB00-0010,2,W,1,,2,0.82,,
45,AWWC00-0040,2,W,1,,1,0.4,,4
46,AWWB00-0050,2,W,1,,1,1.09,,
47,BWQS00-0090,2,W,1,,1,1.42,,6
48,AWWB00-1600,2,W,1,,1,0.47,,
49,AYWB00-0040,2,Y,3,,1,4.87,,
50,AYQQ00-0060,2,Y,3,,2,3.95,,2
51,AYHS00-0070,2,Y,3,,1,5.16,,
52,AYZQ00-0090,2,Y,3,,1,4.29,,
53,AYWC00-1980,2,Y,3,,3,5.19,,4
54,RYND-N18728-21,2,Y,3,AYZQ00-0090,2,5.43,,
55,FYQJ00-1130,2,Y,3,RYND-N18728-21,2,6.88,,
56,ACZY00-0010,2,C,4,,1,0.79,,
57,ACYY00-0020,2,C,4,,1,0.98,,
58,ACCP00-0050,2,C,4,,1,0.41,,
59,ACCP00-0060,2,C,4,,1,0.7,,
60,ACCP00-0070,2,C,4,,1,0.48,,
61,ACCP00-0080,2,C,4,,1,0.45,,
62,AQHS00-0020,2,Q,2,,1,1.28,,
63,AQHS00-0030,2,Q,2,,1,0.95,,
64,AQHS00-0040,2,Q,2,,1,1.06,,
65,AQHS00-0050,2,Q,2,,1,0.93,,
66,AQHS00-0060,2,Q,2,,1,1.62,,
67,AQHS00-0070,2,Q,2,,1,1.54,,
68,AQHS00-0080,2,Q,2,,1,1.04,,
69,AQHS00-0090,2,Q,2,,1,1.75,,
70,AQHS00-0100,2,Q,2,,1,1.64,,
71,AQHS00-0120,2,Q,2,,1,1.87,,
72,AQHS00-0140,2,Q,2,AQHS00-0120,2,0.78,,
73,AQQS00-0160,2,Q,2,,1,0.89,,6
74,AQQJ00-0170,2,Q,2,,2,2.6,,2
75,AQHD00-0180,2,Q,2,,1,1.11,,
76,AQWC00-0190,2,Q,2,,1,0.84,,4
77,AJZY00-0220,2,J,0,,1,1.98,,
78,AJYY00-0230,2,J,0,,1,0.42,,
79,AJYY00-0250,2,J,0,,1,2.2,,
80,AJZY00-0260,2,J,0,,1,2.34,,
81,AJYY00-0270,2,J,0,,1,0.44,,
82,AJQX00-0290,2,J,0,,1,1.14,,4
83,AJYYA1-0310,2,J,0,,2,0.96,,
84,AJWC00-0560,2,J,0,,1,0.37,,4
85,AJWC00-0570,2,J,0,,1,2.13,,4
86,AJWC00-0580,2,J,0,,5,1.46,,4
87,AEQS00-0030,2,E,4,,1,1.0,,6
88,AEQS00-0060,2,E,4,,1,0.64,,6
89,AEQS00-0070,2,E,4,,1,0.67,,6
90,DXHS00-0020,2,X,2,,2,1.23,,
91,AGHXB1-0070,2,G,0,,1,1.78,,4
92,AGHXB3-0090,2,G,0,,1,1.75,,4
93,AGHXB5-0110,2,G,0,,1,2.64,,4
94,AGHS00-0120,2,G,0,,2,2.0,,
95,AGWC00-0130,2,G,0,,1,2.33,,4
96,EGZY00-0140,2,G,0,,1,1.98,,
97,EGYY00-0150,2,G,0,,1,1.78,,
98,ENWCB1-0390,2,N,3,,2,1.94,,4
99,ENHSB1-0380,2,N,3,,1,1.89,,
100,ENHSB1-0310,2,N,3,,1,1.8,,
101,ENHSB1-0320,2,N,3,,1,2.03,,
102,ENHSB1-0340,2,N,3,,1,1.38,,
103,ENWCB1-0370,2,N,3,,1,2.27,,4
104,ENQSB1-0360,2,N,3,,1,2.57,,6
105,ENHDB1-0300,2,N,3,,1,2.22,,
106,ENHDB1-0280,2,N,3,,1,2.01,,
107,ENHDB1-0260,2,N,3,,1,1.54,,
108,ENWCB1-0350,2,N,3,,5,1.62,,4
109,ENHDB1-0210,2,N,3,,1,2.14,,
110,ENHDB1-0200,2,N,3,,1,1.68,,
111,ENHDB1-0180,2,N,3,,1,1.78,,
112,ENHSB1-0170,2,N,3,,1,2.26,,
113,ENHSB1-0440,2,N,3,,1,2.67,,
114,ENHSB1-0420,2,N,3,,1,1.76,,
115,ENHSB1-0410,2,N,3,,1,2.25,,
116,ENHSB1-0400,2,N,3,,1,2.35,,
