序号,AO号,类型,专业编码,工种,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,-1,,0,0.0,,
2,A-1,1,,-1,,0,0.0,,
3,AAQS00-0010,2,A,0,,2,1.39,1,6
4,FDQJ00-2000,2,D,1,,2,1.64,1,
5,ABQJ00-0010,2,B,2,,2,3.59,1,
6,AJZY00-0020,2,J,0,,2,1.43,,
7,AJZY00-0040,2,J,0,AJZY00-0020,2,1.01,,
8,AJZY00-0080,2,J,0,,2,1.79,,
9,AJCP00-0100,2,J,0,,2,0.6,,
10,RJND-N42648-38,2,J,0,AJCP00-0100,2,0.8,,
11,AJCP00-0130,2,J,0,RJND-N42648-38,2,1.13,,
12,AJCP00-0110,2,J,0,,2,2.28,,
13,AJCP00-0120,2,J,0,,2,0.64,,
14,AJCP00-0160,2,J,0,,2,2.11,,
15,RJND-N14032-24,2,J,0,AJCP00-0160,2,2.69,,
16,AJCP00-0170,2,J,0,RJND-N14032-24,2,0.4,,
17,AJWB00-0180,2,J,0,,2,0.91,,
18,AJQJ00-0200,2,J,0,,2,1.47,,
19,AEQJ00-0010,2,E,4,,2,10.18,,
20,AEQJ00-0080,2,E,4,,2,55.3,,
21,AGQJ00-0010,2,G,0,,2,3.85,,
22,FJQJ00-0370,2,J,0,,2,0.81,,
23,A-2,1,,-1,A-1,0,0.0,,
24,AFQJ00-0100,2,F,4,,3,0.59,,
25,AFZG00-0110,2,F,4,,3,0.94,,
26,AFZG00-0120,2,F,4,,3,0.34,,
27,AFZG00-0130,2,F,4,,3,0.53,,
28,AFZG00-0140,2,F,4,,5,0.52,,
29,AFZG00-0150,2,F,4,,5,0.44,,
30,AFZG00-0160,2,F,4,,1,0.49,,
31,AFZG00-0170,2,F,4,,1,0.48,,
32,AKQS00-0020,2,K,4,,1,1.28,,6
33,AKZY00-0030,2,K,4,,1,1.44,,
34,AKCP00-0040,2,K,4,,1,1.73,,
35,AKYY00-0050,2,K,4,,1,1.25,,
36,AKCP00-0060,2,K,4,,1,1.62,,
37,AMYG00-0010,2,M,0,,1,0.61,,
38,AWWB00-0010,2,W,1,,2,0.87,,
39,AWWC00-0040,2,W,1,,1,0.94,,4
40,AWWB00-0050,2,W,1,,1,0.86,,
41,AWWB00-1600,2,W,1,,1,0.39,,
42,AYWB00-0050,2,Y,3,,1,2.69,,
43,AYQQ00-0060,2,Y,3,,2,5.24,,2
44,AYQQ00-0080,2,Y,3,,1,5.62,,2
45,AYZQ00-0090,2,Y,3,,1,6.14,,
46,AYWC00-1980,2,Y,3,,3,3.61,,4
47,FYQJ00-1130,2,Y,3,AYZQ00-0090,2,6.33,,
48,ACZY00-0010,2,C,4,,1,1.07,,
49,ACYY00-0020,2,C,4,,1,1.02,,
50,ACCP00-0030,2,C,4,,1,0.49,,
51,ACCP00-0040,2,C,4,,1,0.46,,
52,ACCP00-0050,2,C,4,,1,0.55,,
53,ACCP00-0060,2,C,4,,1,0.43,,
54,ACCP00-0070,2,C,4,,1,0.49,,
55,ACCP00-0080,2,C,4,,1,0.43,,
56,ACZY00-0090,2,C,4,,1,0.98,,
57,AQHS00-0020,2,Q,2,,1,1.21,,
58,AQHS00-0030,2,Q,2,,1,1.07,,
59,AQHS00-0040,2,Q,2,,1,1.17,,
60,AQHS00-0070,2,Q,2,,1,2.0,,
61,AQHS00-0090,2,Q,2,,1,1.82,,
62,AQHS00-0100,2,Q,2,,1,1.13,,
63,AQHS00-0110,2,Q,2,,1,1.28,,
64,AQHS00-0120,2,Q,2,,1,1.61,,
65,AQHS00-0130,2,Q,2,,2,1.63,,
66,RQND-N91821-33,2,Q,2,RQND-N89050-16,2,1.2,,
67,RQND-N89050-16,2,Q,2,AQHS00-0130,2,1.25,,
68,AQHS00-0150,2,Q,2,RQND-N91821-33,1,0.74,,
69,AQQJ00-0170,2,Q,2,AQHS00-0130,2,3.04,,2
70,AQHD00-0180,2,Q,2,,1,1.12,,
71,AJZY00-0220,2,J,0,,1,2.57,,
72,AJYY00-0270,2,J,0,,1,0.37,,
73,AJZY00-0280,2,J,0,,1,0.4,,
74,AJQX00-0290,2,J,0,,1,1.18,,4
75,AJYYA1-0310,2,J,0,,2,1.33,,
76,AJWC00-0560,2,J,0,,1,0.46,,4
77,AJWC00-0570,2,J,0,,1,1.79,,4
78,AJWC00-0580,2,J,0,,5,1.82,,4
79,AEQS00-0020,2,E,4,,1,1.84,,6
80,AEHS00-0040,2,E,4,,1,5.93,,
81,AEQX00-0050,2,E,4,,1,1.23,,4
82,AEQS00-0060,2,E,4,,1,0.63,,6
83,AEQS00-0070,2,E,4,,1,0.65,,6
84,AEZY00-0430,2,E,4,,1,1.23,,
85,DXHS00-0010,2,X,2,,1,2.39,,
86,DXHS00-0020,2,X,2,,2,1.8,,
87,AGHXB2-0080,2,G,0,,1,2.16,,4
88,AGHXB4-0100,2,G,0,,1,1.58,,4
89,AGHS00-0120,2,G,0,,2,2.46,,
90,AGWC00-0130,2,G,0,,1,2.38,,4
91,EGZY00-0140,2,G,0,,1,1.3,,
92,EGYY00-0150,2,G,0,,1,2.0,,
93,ENWCB1-0390,2,N,3,,2,2.26,,4
94,ENHSB1-0380,2,N,3,,1,2.49,,
95,ENHSB1-0430,2,N,3,,1,2.01,,
96,ENHSB1-0310,2,N,3,,1,2.05,,
97,ENHSB1-0330,2,N,3,,1,1.65,,
98,ENHSB1-0340,2,N,3,,1,1.97,,
99,ENWCB1-0370,2,N,3,,1,2.31,,4
100,ENHDB1-0300,2,N,3,,1,2.12,,
101,ENHDB1-0290,2,N,3,,1,1.17,,
102,ENHDB1-0280,2,N,3,,1,2.02,,
103,ENHDB1-0270,2,N,3,,1,2.18,,
104,ENHDB1-0260,2,N,3,,1,1.71,,
105,ENHDB1-0250,2,N,3,,1,1.74,,
106,ENHDB1-0240,2,N,3,,1,2.02,,
107,ENHDB1-0220,2,N,3,,1,1.24,,
108,ENHDB1-0210,2,N,3,,1,1.53,,
109,ENHDB1-0200,2,N,3,,1,1.74,,
110,ENHDB1-0190,2,N,3,,1,2.12,,
111,ENHDB1-0180,2,N,3,,1,2.54,,
112,ENHSB1-0170,2,N,3,,1,1.58,,
113,ENHSB1-0420,2,N,3,,1,2.61,,
114,ENHSB1-0410,2,N,3,,1,2.5,,
115,ENHSB1-0400,2,N,3,,1,2.44,,
116,ARWB00-0030,2,R,1,,2,2.53,,
117,ARWB00-0050,2,R,1,,2,2.56,,
