序号,AO号,类型,专业编码,工种,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,-1,,0,0.0,,
2,A-1,1,,-1,,0,0.0,,
3,FAQJ00-3450,2,A,0,,2,2.75,1,
4,FDQJ00-2000,2,D,1,,2,1.8,1,
5,ABQJ00-0010,2,B,2,,2,2.97,1,
6,AJZY00-0020,2,J,0,,2,1.21,,
7,AJZY00-0040,2,J,0,AJZY00-0020,2,1.39,,
8,AJYY00-0050,2,J,0,,2,1.24,,
9,AJZY00-0080,2,J,0,,2,0.93,,
10,AJCP00-0090,2,J,0,,2,2.24,,
11,AJCP00-0100,2,J,0,,2,0.52,,
12,RJND-N9148-5,2,J,0,AJCP00-0100,1,0.75,,
13,AJCP00-0130,2,J,0,RJND-N9148-5,2,1.47,,
14,AJCP00-0110,2,J,0,,2,1.31,,
15,AJCP00-0120,2,J,0,,2,0.63,,
16,AJCP00-0160,2,J,0,,2,1.63,,
17,AJCP00-0170,2,J,0,AJCP00-0160,2,0.74,,
18,AJWB00-0180,2,J,0,,2,0.96,,
19,AEQJ00-0010,2,E,4,,2,6.98,,
20,AEQJ00-0080,2,E,4,,2,33.4,,
21,AGQJ00-0010,2,G,0,,2,3.61,,
22,FJQJ00-0370,2,J,0,,2,0.98,,
23,ABHS00-2180,2,B,2,,2,1.71,,
24,A-2,1,,-1,A-1,0,0.0,,
25,AFZG00-0110,2,F,4,,3,0.77,,
26,AFZG00-0120,2,F,4,,3,0.42,,
27,AFZG00-0140,2,F,4,,5,0.64,,
28,AFZG00-0150,2,F,4,,5,0.54,,
29,AFZG00-0160,2,F,4,,1,0.49,,
30,AFZG00-0170,2,F,4,,1,0.5,,
31,AKQS00-0020,2,K,4,,1,1.22,,6
32,AKCP00-0040,2,K,4,,1,1.5,,
33,AKYY00-0050,2,K,4,,1,1.32,,
34,AKCP00-0070,2,K,4,,1,1.29,,
35,AWWB00-0020,2,W,1,,1,0.87,,
36,AWWC00-0040,2,W,1,,1,0.7,,4
37,AWWB00-0050,2,W,1,,1,1.0,,
38,BWQS00-0090,2,W,1,,1,1.24,,6
39,AWWB00-1600,2,W,1,,1,0.63,,
40,AYWB00-0040,2,Y,3,,1,4.34,,
41,AYQQ00-0060,2,Y,3,,2,4.53,,2
42,AYHS00-0070,2,Y,3,,1,7.26,,
43,ACZY00-0010,2,C,4,,1,0.59,,
44,ACYY00-0020,2,C,4,,1,0.84,,
45,ACCP00-0040,2,C,4,,1,0.54,,
46,ACCP00-0050,2,C,4,,1,0.3,,
47,ACCP00-0060,2,C,4,,1,0.44,,
48,ACCP00-0070,2,C,4,,1,0.35,,
49,ACCP00-0080,2,C,4,,1,0.51,,
50,ACZY00-0090,2,C,4,,1,0.95,,
51,AQHS00-0040,2,Q,2,,1,1.3,,
52,AQHS00-0060,2,Q,2,,1,1.1,,
53,AQHS00-0070,2,Q,2,,1,1.64,,
54,AQHS00-0080,2,Q,2,,1,1.48,,
55,AQHS00-0090,2,Q,2,,1,1.78,,
56,AQHS00-0100,2,Q,2,,1,1.94,,
57,AQHS00-0110,2,Q,2,,1,1.42,,
58,AQHS00-0120,2,Q,2,,1,1.85,,
59,AQHS00-0130,2,Q,2,,2,2.04,,
60,RQND-N13946-19,2,Q,2,AQHS00-0120,1,1.97,,
61,AQHS00-0140,2,Q,2,RQND-N13946-19,2,0.8,,
62,AQHS00-0150,2,Q,2,AQHS00-0130,1,0.71,,
63,AQQS00-0160,2,Q,2,,1,0.72,,6
64,RQND-N53822-18,2,Q,2,AQHS00-0130,1,1.34,,
65,AQQJ00-0170,2,Q,2,RQND-N53822-18,2,3.61,,2
66,AQWC00-0190,2,Q,2,,1,1.09,,4
67,AJZY00-0220,2,J,0,,1,2.34,,
68,AJYY00-0230,2,J,0,,1,0.34,,
69,AJZY00-0240,2,J,0,,1,0.53,,
70,AJYY00-0250,2,J,0,,1,2.87,,
71,AJZY00-0260,2,J,0,,1,2.77,,
72,AJYY00-0270,2,J,0,,1,0.42,,
73,AJZY00-0280,2,J,0,,1,0.28,,
74,AJQX00-0290,2,J,0,,1,1.04,,4
75,AJHS00-0300,2,J,0,,1,0.61,,
76,AJWC00-0570,2,J,0,,1,1.08,,4
77,AEQS00-0020,2,E,4,,1,1.93,,6
78,AEQS00-0030,2,E,4,,1,0.98,,6
79,AEQX00-0050,2,E,4,,1,0.93,,4
80,AEQS00-0060,2,E,4,,1,0.39,,6
81,AEQS00-0070,2,E,4,,1,0.44,,6
82,AEZY00-0430,2,E,4,,1,0.85,,
83,DXHS00-0030,2,X,2,,1,0.88,,
84,AGHXB2-0080,2,G,0,,1,2.0,,4
85,AGHXB3-0090,2,G,0,,1,2.18,,4
86,AGHXB4-0100,2,G,0,,1,2.1,,4
87,AGHXB5-0110,2,G,0,,1,2.03,,4
88,AGHS00-0120,2,G,0,,2,2.23,,
89,AGWC00-0130,2,G,0,,1,1.87,,4
90,ENHSB1-0380,2,N,3,,1,2.13,,
91,ENHSB1-0430,2,N,3,,1,1.45,,
92,ENHSB1-0330,2,N,3,,1,1.32,,
93,ENHSB1-0340,2,N,3,,1,2.57,,
94,ENWCB1-0370,2,N,3,,1,2.69,,4
95,ENQSB1-0360,2,N,3,,1,2.25,,6
96,ENHDB1-0300,2,N,3,,1,1.31,,
97,ENHDB1-0290,2,N,3,,1,1.93,,
98,ENHDB1-0280,2,N,3,,1,1.88,,
99,ENHDB1-0250,2,N,3,,1,1.72,,
100,ENHDB1-0220,2,N,3,,1,1.93,,
101,ENWCB1-0350,2,N,3,,5,1.98,,4
102,ENHDB1-0210,2,N,3,,1,1.32,,
103,ENHDB1-0190,2,N,3,,1,1.79,,
104,ENHDB1-0180,2,N,3,,1,1.6,,
105,ENHSB1-0440,2,N,3,,1,1.78,,
106,ENHSB1-0420,2,N,3,,1,2.04,,
107,ENHSB1-0410,2,N,3,,1,2.48,,
108,ARWB00-0020,2,R,1,,2,2.85,,
109,ARWB00-0040,2,R,1,,2,2.57,,
110,ARWB00-0050,2,R,1,,2,2.42,,
111,ARWB00-0060,2,R,1,,2,1.96,,
112,ARWB00-0070,2,R,1,,2,2.5,,
113,ARWB00-0080,2,R,1,,2,2.57,,
114,ARWB00-0120,2,R,1,,2,1.26,,
115,ARWB00-0130,2,R,1,,2,1.0,,
116,A-3,1,,-1,A-2,0,0.0,,
117,AJYYA3-0330,2,J,0,,2,3.19,,
118,AJZYA4-0340,2,J,0,,2,1.25,,
