scenario_id,stage,severity,reschedule_start_time,TaskID,baseline_start,release_time,delay_h,eligible_task_count,delayed_task_count
low_early,early,low,371.371947258344,55,559.733742644498,572.2674002255674,12.533657581069447,1251,63
low_early,early,low,371.371947258344,98,499.5160841613305,507.77101948307387,8.254935321743352,1251,63
low_early,early,low,371.371947258344,152,552.0307541865244,563.8687765358303,11.83802234930594,1251,63
low_early,early,low,371.371947258344,172,634.1471138253746,640.6870180397682,6.539904214393627,1251,63
low_early,early,low,371.371947258344,183,580.8362351169732,587.9985505328651,7.162315415891961,1251,63
low_early,early,low,371.371947258344,205,627.6280161994912,635.843626907827,8.21561070833583,1251,63
low_early,early,low,371.371947258344,249,704.1770631957039,714.2178300683702,10.040766872666213,1251,63
low_early,early,low,371.371947258344,254,747.6995507734075,753.4987378857822,5.7991871123747805,1251,63
low_early,early,low,371.371947258344,259,708.8704520890861,720.4865411777266,11.616089088640454,1251,63
low_early,early,low,371.371947258344,287,703.7428768539338,710.930062504711,7.187185650777241,1251,63
low_early,early,low,371.371947258344,307,800.9026162927605,814.0637156208696,13.161099328109135,1251,63
low_early,early,low,371.371947258344,314,833.1889558723783,840.5569370020307,7.367981129652438,1251,63
low_early,early,low,371.371947258344,347,431.7867102177808,445.6413211881124,13.854610970331573,1251,63
low_early,early,low,371.371947258344,362,450.1134776485248,462.4618296787922,12.348352030267403,1251,63
low_early,early,low,371.371947258344,404,396.8088032772175,409.66593913244446,12.857135855226916,1251,63
low_early,early,low,371.371947258344,544,465.1250306334124,473.179826590435,8.054795957022645,1251,63
low_early,early,low,371.371947258344,570,556.7235316441523,562.7797472482043,6.056215604051948,1251,63
low_early,early,low,371.371947258344,663,731.4915223207656,736.7508019401678,5.259279619402194,1251,63
low_early,early,low,371.371947258344,675,789.341383821653,803.2423191950506,13.90093537339764,1251,63
low_early,early,low,371.371947258344,689,815.0314168012801,826.0779151228703,11.046498321590251,1251,63
low_early,early,low,371.371947258344,735,953.8138127703572,966.3242668536234,12.51045408326615,1251,63
