scenario_id,stage,severity,reschedule_start_time,TaskID,baseline_start,release_time,delay_h,eligible_task_count,delayed_task_count
low_early,early,low,147.1344104316993,48,215.89280907116077,229.04660631208895,13.153797240928185,333,17
low_early,early,low,147.1344104316993,80,203.33990038268783,214.28557725141735,10.945676868729514,333,17
low_early,early,low,147.1344104316993,82,204.3157564757616,218.08729169950306,13.771535223741466,333,17
low_early,early,low,147.1344104316993,106,182.59880597566,194.21038035175002,11.611574376090017,333,17
low_early,early,low,147.1344104316993,122,168.93644061471446,177.6343849239753,8.69794430926084,333,17
low_early,early,low,147.1344104316993,132,173.1086261309113,179.80570391891234,6.697077788001051,333,17
low_early,early,low,147.1344104316993,143,179.0228546115586,193.27578339366974,14.252928782111125,333,17
low_early,early,low,147.1344104316993,150,206.95241968913325,220.93919005595293,13.986770366819671,333,17
low_early,early,low,147.1344104316993,177,264.07452051685584,278.36493092117485,14.290410404318996,333,17
low_early,early,low,147.1344104316993,189,258.1994528400009,268.6677362501263,10.468283410125416,333,17
low_early,early,low,147.1344104316993,224,270.368290837521,276.0338539738809,5.665563136359913,333,17
low_early,early,low,147.1344104316993,233,384.5684582679526,390.33742759509084,5.768969327138223,333,17
low_early,early,low,147.1344104316993,251,381.3455490751341,388.25897990264446,6.9134308275103615,333,17
low_early,early,low,147.1344104316993,282,374.7413594802965,385.974495100375,11.233135620078492,333,17
low_early,early,low,147.1344104316993,295,440.3103093239732,451.12927165668935,10.818962332716175,333,17
low_early,early,low,147.1344104316993,563,612.5713536517189,625.1784063877666,12.607052736047667,333,17
low_early,early,low,147.1344104316993,677,278.71307044792377,293.16501604399963,14.451945596075868,333,17
medium_early,early,medium,147.1344104316993,48,215.89280907116077,246.27730217348125,30.384493102320462,333,34
medium_early,early,medium,147.1344104316993,49,216.7128581548722,226.77524272096977,10.06238456609757,333,34
medium_early,early,medium,147.1344104316993,80,203.33990038268783,228.20409255451162,24.864192171823785,333,34
medium_early,early,medium,147.1344104316993,82,204.3157564757616,236.24459453511525,31.928838059353666,333,34
medium_early,early,medium,147.1344104316993,91,148.60487699846075,177.03595878224957,28.431081783788816,333,34
medium_early,early,medium,147.1344104316993,96,149.99339919448178,184.59341442650742,34.60001523202563,333,34
medium_early,early,medium,147.1344104316993,106,182.59880597566,209.12774191588505,26.528935940225043,333,34
medium_early,early,medium,147.1344104316993,119,160.27981032768594,192.65890181866928,32.37909149098335,333,34
medium_early,early,medium,147.1344104316993,122,168.93644061471446,188.18130138786654,19.244860773152098,333,34
medium_early,early,medium,147.1344104316993,132,173.1086261309113,187.3513206009139,14.242694470002629,333,34
medium_early,early,medium,147.1344104316993,143,179.0228546115586,212.15517656683642,33.13232195527782,333,34
medium_early,early,medium,147.1344104316993,150,206.95241968913325,239.41934560618245,32.46692591704918,333,34
medium_early,early,medium,147.1344104316993,161,200.14839814897425,234.51619039380068,34.36779224482644,333,34
medium_early,early,medium,147.1344104316993,177,264.07452051685584,297.30054652765335,33.22602601079749,333,34
medium_early,early,medium,147.1344104316993,189,258.1994528400009,281.87016136531446,23.670708525313543,333,34
medium_early,early,medium,147.1344104316993,211,289.1579699507053,318.2474021429155,29.089432192210186,333,34
medium_early,early,medium,147.1344104316993,213,269.1746207871877,291.2636019284728,22.088981141285082,333,34
medium_early,early,medium,147.1344104316993,224,270.368290837521,282.0321986784208,11.663907840899784,333,34
medium_early,early,medium,147.1344104316993,230,367.8498701532925,396.38743043463955,28.53756028134706,333,34
medium_early,early,medium,147.1344104316993,233,384.5684582679526,396.4908815857982,11.92242331784556,333,34
medium_early,early,medium,147.1344104316993,234,386.385985388532,398.70991529539856,12.323929906866573,333,34
medium_early,early,medium,147.1344104316993,236,369.5970082697172,381.07601328108547,11.479005011368287,333,34
medium_early,early,medium,147.1344104316993,251,381.3455490751341,396.12912614391,14.783577068775905,333,34
medium_early,early,medium,147.1344104316993,262,395.9047936333221,427.88558820588264,31.980794572560562,333,34
medium_early,early,medium,147.1344104316993,273,395.0570565535887,420.4667888213281,25.409732267739372,333,34
medium_early,early,medium,147.1344104316993,279,402.06726462377577,415.3497027323694,13.282438108593624,333,34
medium_early,early,medium,147.1344104316993,282,374.7413594802965,400.32419853049277,25.58283905019623,333,34
medium_early,early,medium,147.1344104316993,295,440.3103093239732,464.85771515576363,24.547405831790435,333,34
medium_early,early,medium,147.1344104316993,307,488.7152100753663,509.9111113052024,21.195901229836085,333,34
medium_early,early,medium,147.1344104316993,563,612.5713536517189,641.5889854918381,29.017631840119165,333,34
medium_early,early,medium,147.1344104316993,568,304.87185079787946,322.1650792362386,17.29322843835914,333,34
medium_early,early,medium,147.1344104316993,677,278.71307044792377,312.34293443811345,33.62986399018967,333,34
medium_early,early,medium,147.1344104316993,678,279.05840084714583,291.5057116102847,12.447310763138866,333,34
medium_early,early,medium,147.1344104316993,688,338.1921541438566,369.06058228325526,30.868428139398656,333,34
high_early,early,high,147.1344104316993,39,168.53217863760077,222.19886666471828,53.666688027117516,333,60
high_early,early,high,147.1344104316993,48,215.89280907116077,268.5079980348735,52.61518896371274,333,60
high_early,early,high,147.1344104316993,49,216.7128581548722,236.81267346062833,20.099815305756113,333,60
high_early,early,high,147.1344104316993,52,219.19976356723305,243.58109743750052,24.381333870267458,333,60
high_early,early,high,147.1344104316993,76,201.3528499613816,238.95925204999406,37.606402088612455,333,60
high_early,early,high,147.1344104316993,80,203.33990038268783,247.12260785760589,43.782707474918055,333,60
high_early,early,high,147.1344104316993,82,204.3157564757616,259.40189737072745,55.086140894965865,333,60
high_early,early,high,147.1344104316993,88,195.5045202858794,225.30840164047152,29.80388135459212,333,60
high_early,early,high,147.1344104316993,91,148.60487699846075,198.09460785252287,49.4897308540621,333,60
high_early,early,high,147.1344104316993,96,149.99339919448178,209.35342356572278,59.36002437124101,333,60
high_early,early,high,147.1344104316993,106,182.59880597566,229.0451034800201,46.44629750436007,333,60
high_early,early,high,147.1344104316993,109,191.281653961978,228.00610552640393,36.72445156442592,333,60
high_early,early,high,147.1344104316993,113,156.74328120074426,214.89780034422583,58.15451914348157,333,60
high_early,early,high,147.1344104316993,119,160.27981032768594,216.0863567132593,55.806546385573355,333,60
high_early,early,high,147.1344104316993,122,168.93644061471446,203.72821785175782,34.79177723704336,333,60
high_early,early,high,147.1344104316993,126,171.08578084352854,193.09551753517275,22.009736691644196,333,60
high_early,early,high,147.1344104316993,132,173.1086261309113,199.8969372829155,26.788311152004205,333,60
high_early,early,high,147.1344104316993,137,176.04471458584084,204.9028167872941,28.858102201453274,333,60
high_early,early,high,147.1344104316993,143,179.0228546115586,236.03456974000312,57.0117151284445,333,60
high_early,early,high,147.1344104316993,150,206.95241968913325,262.89950115641193,55.947081467278686,333,60
high_early,early,high,147.1344104316993,157,213.5480742337402,248.87656276428382,35.32848853054361,333,60
high_early,early,high,147.1344104316993,161,200.14839814897425,259.1368657406966,58.988467591722305,333,60
high_early,early,high,147.1344104316993,177,264.07452051685584,321.2361621341318,57.16164161727598,333,60
high_early,early,high,147.1344104316993,189,258.1994528400009,300.07258648050254,41.87313364050166,333,60
high_early,early,high,147.1344104316993,190,245.71374070421837,267.5349671087858,21.8212264045674,333,60
high_early,early,high,147.1344104316993,196,267.1362929654075,306.40436703943203,39.26807407402453,333,60
high_early,early,high,147.1344104316993,205,275.9216648074427,296.6667101451697,20.745045337726996,333,60
high_early,early,high,147.1344104316993,211,289.1579699507053,339.7010614582416,50.543091507536296,333,60
high_early,early,high,147.1344104316993,213,269.1746207871877,308.5169906132438,39.34236982605613,333,60
high_early,early,high,147.1344104316993,224,270.368290837521,293.0305433829606,22.662252545439653,333,60
high_early,early,high,147.1344104316993,225,329.8530211539612,367.69007621056755,37.83705505660636,333,60
high_early,early,high,147.1344104316993,230,367.8498701532925,417.50996660344777,49.660096450155294,333,60
high_early,early,high,147.1344104316993,233,384.5684582679526,407.6443355765055,23.075877308552894,333,60
high_early,early,high,147.1344104316993,234,386.385985388532,410.10427323951853,23.718287850986517,333,60
high_early,early,high,147.1344104316993,236,369.5970082697172,391.96341628790645,22.366408018189258,333,60
high_early,early,high,147.1344104316993,251,381.3455490751341,408.9992723851756,27.653723310041446,333,60
high_early,early,high,147.1344104316993,262,395.9047936333221,451.074064949419,55.1692713160969,333,60
high_early,early,high,147.1344104316993,271,393.2829070040515,413.37751792762634,20.094610923574837,333,60
high_early,early,high,147.1344104316993,273,395.0570565535887,439.7126281819717,44.655571628383,333,60
high_early,early,high,147.1344104316993,274,395.65170024068726,436.0539765402093,40.402276299522065,333,60
high_early,early,high,147.1344104316993,279,402.06726462377577,427.31916559752557,25.251900973749798,333,60
high_early,early,high,147.1344104316993,282,374.7413594802965,419.67390196061046,44.93254248031397,333,60
high_early,early,high,147.1344104316993,284,376.51986477237455,428.87628779039824,52.35642301802372,333,60
high_early,early,high,147.1344104316993,285,377.9316030797309,420.42442701821795,42.492823938487064,333,60
high_early,early,high,147.1344104316993,292,439.27896307729424,484.57943636497777,45.300473287683545,333,60
high_early,early,high,147.1344104316993,295,440.3103093239732,483.58615865483785,43.2758493308647,333,60
high_early,early,high,147.1344104316993,300,442.5792711158453,467.88595128857946,25.306680172734147,333,60
high_early,early,high,147.1344104316993,307,488.7152100753663,526.628652043104,37.91344196773774,333,60
high_early,early,high,147.1344104316993,315,506.1492523330544,538.164056138761,32.01480380570656,333,60
high_early,early,high,147.1344104316993,555,318.63512459515715,376.2413626630122,57.60623806785503,333,60
high_early,early,high,147.1344104316993,560,573.050413835377,624.42591488769,51.37550105231307,333,60
high_early,early,high,147.1344104316993,561,601.5753516056612,652.7071711483969,51.131819542735734,333,60
high_early,early,high,147.1344104316993,563,612.5713536517189,662.9995645959096,50.42821094419067,333,60
high_early,early,high,147.1344104316993,568,304.87185079787946,336.54101629925407,31.66916550137462,333,60
high_early,early,high,147.1344104316993,659,219.7880714392277,255.07431185661602,35.28624041738831,333,60
high_early,early,high,147.1344104316993,662,222.10192257327387,268.5530191890433,46.45109661576943,333,60
high_early,early,high,147.1344104316993,677,278.71307044792377,336.52085283222726,57.80778238430347,333,60
high_early,early,high,147.1344104316993,678,279.05840084714583,302.974098068168,23.915697221022185,333,60
high_early,early,high,147.1344104316993,688,338.1921541438566,391.58163916689443,53.38948502303785,333,60
high_early,early,high,147.1344104316993,690,498.7700549586283,553.1136063375554,54.34355137892713,333,60
low_middle,middle,low,261.5722852119099,216,265.5225673080175,276.15337678530335,10.630809477285798,150,8
low_middle,middle,low,261.5722852119099,234,386.385985388532,400.70210943556054,14.316124047028579,150,8
low_middle,middle,low,261.5722852119099,248,426.8300761088863,441.1130984746524,14.283022365766104,150,8
low_middle,middle,low,261.5722852119099,279,402.06726462377577,416.1686659981494,14.101401374373614,150,8
low_middle,middle,low,261.5722852119099,287,379.6385760774325,385.17441343388725,5.535837356454739,150,8
low_middle,middle,low,261.5722852119099,298,453.2021371615675,467.6696371237893,14.467499962221806,150,8
low_middle,middle,low,261.5722852119099,567,303.3400350791088,308.4779448837242,5.137909804615415,150,8
low_middle,middle,low,261.5722852119099,689,436.75412484021183,450.1506551821477,13.39653034193587,150,8
medium_middle,middle,medium,261.5722852119099,197,267.1485240973344,292.59962884679146,25.451104749457073,150,15
