序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,AAQS00-0010,2,,2,1.7,1,6
5,FDQJ00-2000,2,,2,2.1,1,
15,AJCP00-0090,2,,2,2.06,,
19,AJCP00-0120,2,,2,0.57,,
22,AJCP00-0160,2,,2,2.52,,
23,AJCP00-0170,2,AJCP00-0160,2,0.63,,
25,AJWB00-0190,2,,2,1.06,,
30,FJQJ00-0370,2,,2,1.03,,
32,A-2,1,A-1,0,0.0,,
34,AFZG00-0110,2,,3,0.9,,
36,AFZG00-0130,2,,3,0.5,,
40,AFZG00-0170,2,,1,0.5,,
44,AKYY00-0050,2,,1,1.5,,
50,AWWB00-0030,2,,1,0.8,,
51,AWWC00-0040,2,,1,0.8,,4
52,AWWB00-0050,2,,1,0.8,,
54,AWWB00-1600,2,,1,0.5,,
57,AYWB00-0050,2,,1,4.2,,
58,AYQQ00-0060,2,,2,6.2,,2
59,AYHS00-0070,2,,1,5.2,,
64,ACZY00-0010,2,,1,0.85,,
66,ACCP00-0030,2,,1,0.6,,
67,ACCP00-0040,2,,1,0.6,,
69,ACCP00-0060,2,,1,0.5,,
70,ACCP00-0070,2,,1,0.5,,
71,ACCP00-0080,2,,1,0.5,,
75,AQHS00-0040,2,,1,1.15,,
81,AQHS00-0100,2,,1,1.6,,
82,AQHS00-0110,2,,1,1.6,,
88,AQQJ00-0170,2,,2,3.2,,2
93,AJZY00-0240,2,,1,0.41,,
94,AJYY00-0250,2,,1,2.36,,
96,AJYY00-0270,2,,1,0.41,,
107,AEQX00-0050,2,,1,1.0,,4
110,AEZY00-0430,2,,1,1.5,,
113,DXHS00-0030,2,,1,1.0,,
115,AGHXB2-0080,2,,1,2.0,,4
119,AGHS00-0120,2,,2,2.3,,
127,ENHSB1-0320,2,,1,1.8,,
130,ENWCB1-0370,2,,1,2.2,,4
133,ENHDB1-0290,2,,1,1.8,,
137,ENHDB1-0250,2,,1,1.8,,
151,ARWB00-0010,2,,2,2.4,,
152,ARWB00-0020,2,,2,2.4,,
154,ARWB00-0040,2,,2,2.4,,
155,ARWB00-0050,2,,2,2.4,,
164,ARWB00-0140,2,,2,1.2,,
165,A-3,1,A-2,0,0.0,,
177,AJYY00-0440,2,,2,0.85,,
178,AJZY00-0450,2,,2,0.85,,
180,AJCP00-0470,2,,2,1.19,,
181,AJCP00-0480,2,,2,1.19,,
186,AJCPD2-0530,2,,2,3.12,,
189,AJWC00-0650,2,,2,1.83,,4
190,AJWC00-0660,2,,2,1.96,,4
193,A-4,1,A-2,0,0.0,,
194,DFQJB1-0340,2,,2,1.1,,
197,DFQJB2-0370,2,,2,0.7,,
200,DFQJB2-0400,2,,2,0.7,,
203,DFZY00-0430,2,,2,1.3,,
208,DFQS00-0480,2,,2,1.0,,6
217,DFYY00-3120,2,,2,0.6,,
218,BMYY00-0311,2,DFYY00-3120,2,1.0,,
220,BMZY00-0410,2,,2,2.4,,
227,AYQJ00-0140,2,,2,18.1,,
228,A-5,1,"A-3,A-4",0,0.0,,
235,DFYYA4-1230,2,,2,4.1,,
240,DFQJA3-1000,2,,2,0.9,,
241,A-6,1,"A-3,A-4",0,0.0,,
243,AAQS00-0130,2,,1,9.5,,6
244,AAQX00-0140,2,,2,8.7,,4
245,AFHS00-0010,2,,1,2.3,,
252,AKWC00-0120,2,,2,2.7,,4
256,ADHD00-0080,2,,1,3.6,,
257,AYQQ00-0100,2,,1,6.6,,2
262,ACWC00-0180,2,,1,1.65,,4
267,ABWC00-0140,2,,1,3.8,,4
271,ABWC00-0180,2,,1,3.8,,4
275,ABWCB2-0200,2,,2,3.8,,4
276,ABWCB3-0210,2,,2,0.9,,4
286,ENQSA2-0110,2,,2,1.8,,6
287,ENQSA2-0100,2,,2,1.8,,6
291,B,1,A,0,0.0,,
292,B-1,1,,0,0.0,,
294,DMYG00-2070,2,,2,2.1,,
296,DMYG00-1760,2,,2,1.0,,
297,BMZY00-0260,2,,2,2.3,,
300,BMYY00-0290,2,,2,2.3,,
