序号,AO号,类型,专业编码,工种,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,-1,,0,0.0,,
2,A-1,1,,-1,,0,0.0,,
3,AAQS00-0010,2,A,0,,2,1.86,1,6
4,FAQJ00-3450,2,A,0,,2,2.96,1,
5,FDQJ00-2000,2,D,1,,2,2.4,1,
6,ABQJ00-0010,2,B,2,,2,4.19,1,
7,AJYY00-0010,2,J,0,,2,0.76,,
8,RJND-N20877-58,2,J,0,AJYY00-0010,2,0.71,,
9,AJYY00-0030,2,J,0,RJND-N20877-58,2,1.16,,
10,AJZY00-0020,2,J,0,,2,1.28,,
11,RJND-N5971-11,2,J,0,AJZY00-0020,2,1.91,,
12,AJZY00-0040,2,J,0,RJND-N5971-11,2,1.34,,
13,AJYY00-0050,2,J,0,,2,1.21,,
14,RJND-N94307-46,2,J,0,RJND-N37077-1,1,1.31,,
15,RJND-N37077-1,2,J,0,AJYY00-0050,2,1.13,,
16,AJYY00-0070,2,J,0,RJND-N94307-46,2,1.31,,
17,AJZY00-0060,2,J,0,,2,0.88,,
18,AJZY00-0080,2,J,0,AJZY00-0060,2,1.15,,
19,AJCP00-0090,2,J,0,,2,2.27,,
20,AJCP00-0100,2,J,0,,2,0.65,,
21,RJND-N79476-31,2,J,0,AJCP00-0100,2,0.37,,
22,AJCP00-0130,2,J,0,RJND-N79476-31,2,2.06,,
23,AJCP00-0110,2,J,0,,2,1.58,,
24,AJCP00-0120,2,J,0,,2,0.58,,
25,RJND-N40041-36,2,J,0,RJND-N85120-29,2,0.94,,
26,RJND-N85120-29,2,J,0,RJND-N84047-20,2,0.65,,
27,RJND-N84047-20,2,J,0,RJND-N46519-13,2,0.5,,
28,RJND-N46519-13,2,J,0,RJND-N39747-10,2,0.48,,
29,RJND-N39747-10,2,J,0,AJCP00-0120,2,0.47,,
30,RJND-N41262-4,2,J,0,AJCP00-0110,2,2.21,,
31,AJCP00-0140,2,J,0,"RJND-N41262-4,RJND-N40041-36",2,1.34,,
32,AJCP00-0150,2,J,0,,2,1.08,,
33,RJND-N19158-37,2,J,0,RJND-N23294-32,1,0.73,,
34,RJND-N23294-32,2,J,0,AJCP00-0150,2,0.62,,
35,AJCP00-0160,2,J,0,RJND-N19158-37,2,2.97,,
36,RJND-N95785-25,2,J,0,AJWB00-0190,2,0.5,,
37,AJWB00-0180,2,J,0,RJND-N95785-25,2,1.03,,
38,AJWB00-0190,2,J,0,,2,1.12,,
39,AJQJ00-0200,2,J,0,,2,1.29,,
40,AEQJ00-0010,2,E,4,,2,5.67,,
41,AEQJ00-0080,2,E,4,,2,68.6,,
42,AGQJ00-0010,2,G,0,,2,3.45,,
43,FJQJ00-0370,2,J,0,,2,1.34,,
44,ABHS00-2180,2,B,2,,2,1.71,,
45,A-2,1,,-1,A-1,0,0.0,,
46,AFQJ00-0100,2,F,4,,3,0.64,,
47,AFZG00-0110,2,F,4,,3,0.67,,
48,AFZG00-0120,2,F,4,,3,0.55,,
49,AFZG00-0130,2,F,4,,3,0.56,,
50,AFZG00-0150,2,F,4,,5,0.55,,
51,AFZG00-0160,2,F,4,,1,0.58,,
52,AFZG00-0170,2,F,4,,1,0.42,,
53,AKQS00-0020,2,K,4,,1,0.87,,6
54,AKZY00-0030,2,K,4,,1,1.93,,
55,AKCP00-0040,2,K,4,,1,1.44,,
56,AKYY00-0050,2,K,4,,1,1.27,,
57,AKCP00-0060,2,K,4,,1,1.39,,
58,AKCP00-0070,2,K,4,,1,1.77,,
59,AMYG00-0010,2,M,0,,1,0.67,,
60,AWWB00-0010,2,W,1,,2,0.54,,
61,AWWB00-0020,2,W,1,,1,0.39,,
62,AWWB00-0030,2,W,1,,1,0.8,,
63,AWWC00-0040,2,W,1,,1,1.04,,4
64,AWWB00-0050,2,W,1,,1,1.06,,
65,BWQS00-0090,2,W,1,,1,1.07,,6
66,AWWB00-1600,2,W,1,,1,0.44,,
67,FWQJ00-1960,2,W,1,,1,0.72,,
68,AYWB00-0040,2,Y,3,,1,5.81,,
69,AYQQ00-0060,2,Y,3,,2,4.37,,2
70,AYHS00-0070,2,Y,3,,1,7.5,,
71,AYQQ00-0080,2,Y,3,,1,6.24,,2
72,AYZQ00-0090,2,Y,3,,1,6.18,,
73,FYQJ00-1130,2,Y,3,AYZQ00-0090,2,5.68,,
74,ACCP00-0030,2,C,4,,1,0.36,,
75,ACCP00-0040,2,C,4,,1,0.43,,
76,ACCP00-0050,2,C,4,,1,0.5,,
77,ACCP00-0060,2,C,4,,1,0.59,,
78,ACCP00-0070,2,C,4,,1,0.43,,
79,ACCP00-0080,2,C,4,,1,0.47,,
80,ACZY00-0090,2,C,4,,1,1.11,,
81,AQHS00-0020,2,Q,2,,1,0.46,,
82,AQHS00-0040,2,Q,2,,1,1.6,,
83,AQHS00-0050,2,Q,2,,1,1.53,,
84,AQHS00-0060,2,Q,2,,1,1.24,,
85,AQHS00-0070,2,Q,2,,1,1.35,,
86,AQHS00-0080,2,Q,2,,1,1.32,,
87,AQHS00-0090,2,Q,2,,1,2.13,,
88,AQHS00-0100,2,Q,2,,1,1.44,,
89,AQHS00-0110,2,Q,2,,1,1.7,,
90,AQHS00-0120,2,Q,2,,1,1.63,,
91,AQHS00-0130,2,Q,2,,2,1.61,,
92,AQHS00-0140,2,Q,2,AQHS00-0120,2,0.76,,
93,RQND-N21407-38,2,Q,2,AQHS00-0130,2,0.96,,
94,AQHS00-0150,2,Q,2,RQND-N21407-38,1,0.83,,
95,AQQS00-0160,2,Q,2,,1,0.88,,6
96,AQQJ00-0170,2,Q,2,AQHS00-0130,2,2.51,,2
97,AQHD00-0180,2,Q,2,,1,1.09,,
98,AQWC00-0190,2,Q,2,,1,1.11,,4
99,AJZY00-0220,2,J,0,,1,2.19,,
100,AJZY00-0240,2,J,0,,1,0.54,,
101,AJYY00-0250,2,J,0,,1,2.23,,
102,AJHS00-0300,2,J,0,,1,0.3,,
103,AJYYA1-0310,2,J,0,,2,1.2,,
104,AJWC00-0560,2,J,0,,1,0.63,,4
105,AJWC00-0570,2,J,0,,1,1.89,,4
106,AJWC00-0580,2,J,0,,5,1.43,,4
107,AEQS00-0020,2,E,4,,1,1.32,,6
108,AEQS00-0030,2,E,4,,1,0.89,,6
109,AEHS00-0040,2,E,4,,1,4.98,,
110,AEQX00-0050,2,E,4,,1,1.0,,4
111,AEQS00-0060,2,E,4,,1,0.66,,6
112,AEQS00-0070,2,E,4,,1,0.62,,6
