序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
5,FDQJ00-2000,2,,2,2.1,1,
6,ABQJ00-0010,2,,2,3.8,1,
9,AJZY00-0020,2,,2,1.09,,
15,AJCP00-0090,2,,2,2.06,,
16,AJCP00-0100,2,,2,0.57,,
17,AJCP00-0130,2,AJCP00-0100,2,1.35,,
18,AJCP00-0110,2,,2,2.06,,
23,AJCP00-0170,2,,2,0.63,,
26,AJQJ00-0200,2,,2,1.18,,
31,ABHS00-2180,2,,2,1.8,,
32,A-2,1,A-1,0,0.0,,
41,AKQS00-0020,2,,1,1.1,,6
44,AKYY00-0050,2,,1,1.5,,
50,AWWB00-0030,2,,1,0.8,,
52,AWWB00-0050,2,,1,0.8,,
54,AWWB00-1600,2,,1,0.5,,
59,AYHS00-0070,2,,1,5.2,,
60,AYQQ00-0080,2,,1,5.7,,2
75,AQHS00-0040,2,,1,1.15,,
79,AQHS00-0080,2,,1,1.6,,
84,AQHS00-0130,2,,2,1.6,,
86,AQHS00-0150,2,AQHS00-0130,1,0.95,,
87,AQQS00-0160,2,,1,0.86,,6
88,AQQJ00-0170,2,AQHS00-0130,2,3.2,,2
94,AJYY00-0250,2,,1,2.36,,
111,DXHS00-0010,2,,1,2.3,,
112,DXHS00-0020,2,,2,1.8,,
123,ENWCB1-0390,2,,2,2.2,,4
126,ENHSB1-0310,2,,1,1.8,,
132,ENHDB1-0300,2,,1,1.8,,
134,ENHDB1-0280,2,,1,1.8,,
135,ENHDB1-0270,2,,1,1.8,,
136,ENHDB1-0260,2,,1,1.8,,
137,ENHDB1-0250,2,,1,1.8,,
138,ENHDB1-0240,2,,1,1.8,,
144,ENHDB1-0190,2,,1,1.8,,
147,ENHSB1-0440,2,,1,2.2,,
152,ARWB00-0020,2,,2,2.4,,
157,ARWB00-0070,2,,2,2.4,,
158,ARWB00-0080,2,,2,2.4,,
161,ARWB00-0110,2,,2,1.2,,
165,A-3,1,A-2,0,0.0,,
175,AJZYB3-0420,2,,2,1.05,,
179,AJCP00-0460,2,,2,1.19,,
182,AJYYC1-0490,2,,2,0.64,,
183,AJYYC2-0500,2,AJYYC1-0490,2,0.96,,
185,AJCPD1-0520,2,,2,2.41,,
186,AJCPD2-0530,2,AJCP00-0460,2,3.12,,
189,AJWC00-0650,2,,2,1.83,,4
190,AJWC00-0660,2,,2,1.96,,4
192,AJCP00-0770,2,,2,1.02,,
193,A-4,1,A-2,0,0.0,,
197,DFQJB2-0370,2,,2,0.7,,
199,DFQJB2-0390,2,,2,0.7,,
200,DFQJB2-0400,2,,2,0.7,,
208,DFQS00-0480,2,,2,1.0,,6
210,BMYY00-0030,2,,2,2.7,,
211,BMYY00-0121,2,,2,14.8,,
221,BMYY00-0420,2,,2,2.4,,
226,AYQJ00-0130,2,,2,36.2,,
227,AYQJ00-0140,2,,2,18.1,,
228,A-5,1,"A-3,A-4",0,0.0,,
230,DFQJA3-0860,2,,2,0.9,,
233,DFZYA4-1210,2,,2,4.1,,
235,DFYYA4-1230,2,,2,4.1,,
236,DFYYA4-1240,2,,2,4.1,,
238,DFQJA3-0980,2,,2,0.9,,
241,A-6,1,"A-3,A-4",0,0.0,,
242,AAQX00-0120,2,,1,1.7,,4
247,FFHS00-3530,2,,2,1.2,,
248,AKHD00-0080,2,,1,7.2,,
253,AWHS00-0060,2,,1,2.3,,
260,ACWB00-0170,2,ACWB00-0175,2,2.6,,
261,ACWB00-0175,2,,1,0.75,,
262,ACWC00-0180,2,ACWB00-0170,1,1.65,,4
263,ACWC00-0190,2,,1,1.9,,4
271,ABWC00-0180,2,,1,3.8,,4
273,ABWCB1-0110,2,,2,0.9,,4
274,ABWCB2-0190,2,,2,3.8,,4
282,ENQSA2-0150,2,,2,1.8,,6
284,ENQSA2-0130,2,,2,1.8,,6
288,ENHSA2-0160,2,,2,1.8,,
291,B,1,A,0,0.0,,
292,B-1,1,,0,0.0,,
294,DMYG00-2070,2,,2,2.1,,
296,DMYG00-1760,2,,2,1.0,,
