序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
5,FDQJ00-2000,2,,2,2.1,1,
7,AJYY00-0010,2,,2,1.09,,
14,AJZY00-0080,2,,2,1.35,,
22,AJCP00-0160,2,,2,2.52,,
26,AJQJ00-0200,2,,2,1.18,,
31,ABHS00-2180,2,,2,1.8,,
32,A-2,1,A-1,0,0.0,,
39,AFZG00-0160,2,,1,0.5,,
42,AKZY00-0030,2,,1,1.5,,
45,AKCP00-0060,2,,1,1.4,,
46,AKCP00-0070,2,,1,1.6,,
50,AWWB00-0030,2,,1,0.8,,
55,FWQJ00-1960,2,,1,0.8,,
56,AYWB00-0040,2,,1,4.2,,
62,AYWC00-1980,2,,3,4.6,,4
68,ACCP00-0050,2,,1,0.5,,
70,ACCP00-0070,2,,1,0.5,,
71,ACCP00-0080,2,,1,0.5,,
72,ACZY00-0090,2,,1,0.85,,
73,AQHS00-0020,2,,1,1.15,,
75,AQHS00-0040,2,,1,1.15,,
79,AQHS00-0080,2,,1,1.6,,
81,AQHS00-0100,2,,1,1.6,,
83,AQHS00-0120,2,,1,1.6,,
85,AQHS00-0140,2,AQHS00-0120,2,0.95,,
86,AQHS00-0150,2,,1,0.95,,
89,AQHD00-0180,2,,1,1.0,,
94,AJYY00-0250,2,,1,2.36,,
101,AJWC00-0560,2,,1,0.51,,4
102,AJWC00-0570,2,,1,1.66,,4
103,AJWC00-0580,2,,5,1.53,,4
108,AEQS00-0060,2,,1,0.6,,6
109,AEQS00-0070,2,,1,0.6,,6
110,AEZY00-0430,2,,1,1.5,,
116,AGHXB3-0090,2,,1,2.0,,4
118,AGHXB5-0110,2,,1,2.0,,4
119,AGHS00-0120,2,,2,2.3,,
124,ENHSB1-0380,2,,1,2.2,,
125,ENHSB1-0430,2,,1,2.2,,
128,ENHSB1-0330,2,,1,1.8,,
135,ENHDB1-0270,2,,1,1.8,,
136,ENHDB1-0260,2,,1,1.8,,
138,ENHDB1-0240,2,,1,1.8,,
142,ENHDB1-0210,2,,1,1.8,,
145,ENHDB1-0180,2,,1,1.8,,
147,ENHSB1-0440,2,,1,2.2,,
148,ENHSB1-0420,2,,1,2.2,,
150,ENHSB1-0400,2,,1,2.2,,
154,ARWB00-0040,2,,2,2.4,,
158,ARWB00-0080,2,,2,2.4,,
161,ARWB00-0110,2,,2,1.2,,
162,ARWB00-0120,2,,2,1.2,,
163,ARWB00-0130,2,,2,1.2,,
165,A-3,1,A-2,0,0.0,,
181,AJCP00-0480,2,,2,1.19,,
183,AJYYC2-0500,2,,2,0.96,,
188,AJCPD4-0550,2,AJCP00-0480,2,8.34,,
193,A-4,1,A-2,0,0.0,,
197,DFQJB2-0370,2,,2,0.7,,
201,DFQJC1-0410,2,,2,1.8,,
210,BMYY00-0030,2,,2,2.7,,
214,DFZY00-3100,2,,2,0.7,,
217,DFYY00-3120,2,,2,0.6,,
219,BMZY00-0400,2,,2,2.4,,
221,BMYY00-0420,2,,2,2.4,,
228,A-5,1,"A-3,A-4",0,0.0,,
231,DFQJA3-0870,2,,2,0.9,,
233,DFZYA4-1210,2,DFQJA3-0970,2,4.1,,
236,DFYYA4-1240,2,,2,4.1,,
237,DFQJA3-0970,2,,2,0.9,,
241,A-6,1,"A-3,A-4",0,0.0,,
244,AAQX00-0140,2,,2,8.7,,4
248,AKHD00-0080,2,,1,7.2,,
249,AKHD00-0090,2,,1,7.2,,
271,ABWC00-0180,2,,1,3.8,,4
281,DXHS00-0060,2,,2,1.2,,
291,B,1,A,0,0.0,,
292,B-1,1,,0,0.0,,
293,DMZG00-1790,2,,2,1.0,,
295,DMYG00-2080,2,,2,1.2,,
296,DMYG00-1760,2,,2,1.0,,
297,BMZY00-0260,2,,2,2.3,,
300,BMYY00-0290,2,,2,2.3,,
303,B-2,1,B-1,0,0.0,,
305,CMQQ00-0630,2,,2,5.6,,2
306,DMZY00-0780,2,,2,14.7,,
307,DMZY00-0790,2,,2,14.7,,
,RAND-N55630-18,2,B-2,2,1.0,,
