序号,AO号,类型,专业编码,工种,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,-1,,0,0.0,,
2,A-1,1,,-1,,0,0.0,,
3,AAQS00-0010,2,A,0,,2,1.77,1,6
4,FDQJ00-2000,2,D,1,,2,1.61,1,
5,ABQJ00-0010,2,B,2,,2,2.79,1,
6,AJYY00-0010,2,J,0,,2,1.09,,
7,AJYY00-0030,2,J,0,AJYY00-0010,2,1.46,,
8,AJZY00-0020,2,J,0,,2,0.99,,
9,AJYY00-0070,2,J,0,,2,1.6,,
10,AJZY00-0080,2,J,0,,2,1.43,,
11,AJCP00-0090,2,J,0,,2,1.42,,
12,AJCP00-0100,2,J,0,,2,0.57,,
13,AJCP00-0130,2,J,0,AJCP00-0100,2,1.26,,
14,AJCP00-0110,2,J,0,,2,2.43,,
15,RJND-N67186-21,2,J,0,AJCP00-0110,2,1.86,,
16,AJCP00-0140,2,J,0,RJND-N67186-21,2,1.31,,
17,AJCP00-0160,2,J,0,,2,1.95,,
18,RJND-N42590-17,2,J,0,AJCP00-0160,2,2.7,,
19,AJCP00-0170,2,J,0,RJND-N42590-17,2,0.7,,
20,AJWB00-0190,2,J,0,,2,0.93,,
21,AJQJ00-0200,2,J,0,,2,0.97,,
22,AEQJ00-0010,2,E,4,,2,6.52,,
23,AEQJ00-0080,2,E,4,,2,65.93,,
24,AGQJ00-0010,2,G,0,,2,4.54,,
25,FJQJ00-0370,2,J,0,,2,1.01,,
26,ABHS00-2180,2,B,2,,2,1.65,,
27,A-2,1,,-1,A-1,0,0.0,,
28,AFQJ00-0100,2,F,4,,3,0.81,,
29,AFZG00-0120,2,F,4,,3,0.48,,
30,AFZG00-0130,2,F,4,,3,0.43,,
31,AFZG00-0150,2,F,4,,5,0.48,,
32,AFZG00-0160,2,F,4,,1,0.55,,
33,AFZG00-0170,2,F,4,,1,0.63,,
34,AKQS00-0020,2,K,4,,1,1.43,,6
35,AKYY00-0050,2,K,4,,1,1.34,,
36,AKCP00-0060,2,K,4,,1,1.88,,
37,AKCP00-0070,2,K,4,,1,1.77,,
38,AMYG00-0010,2,M,0,,1,0.79,,
39,AWWB00-0010,2,W,1,,2,0.9,,
40,AWWB00-0020,2,W,1,,1,0.64,,
41,AWWC00-0040,2,W,1,,1,0.88,,4
42,AWWB00-0050,2,W,1,,1,0.83,,
43,BWQS00-0090,2,W,1,,1,0.9,,6
44,AWWB00-1600,2,W,1,,1,0.6,,
45,FWQJ00-1960,2,W,1,,1,0.55,,
46,AYWB00-0040,2,Y,3,,1,4.66,,
47,AYWB00-0050,2,Y,3,,1,3.18,,
48,AYQQ00-0060,2,Y,3,,2,6.43,,2
49,AYQQ00-0080,2,Y,3,,1,5.94,,2
50,AYWC00-1980,2,Y,3,,3,4.95,,4
51,FYQJ00-1130,2,Y,3,,2,8.57,,
52,ACZY00-0010,2,C,4,,1,0.95,,
53,ACYY00-0020,2,C,4,,1,0.95,,
54,ACCP00-0040,2,C,4,,1,0.47,,
55,ACCP00-0050,2,C,4,,1,0.35,,
56,ACZY00-0090,2,C,4,,1,0.98,,
57,AQHS00-0030,2,Q,2,,1,0.83,,
58,AQHS00-0050,2,Q,2,,1,1.17,,
59,AQHS00-0060,2,Q,2,,1,1.43,,
60,AQHS00-0070,2,Q,2,,1,1.32,,
61,AQHS00-0080,2,Q,2,,1,1.71,,
62,AQHS00-0090,2,Q,2,,1,1.81,,
63,AQHS00-0110,2,Q,2,,1,1.67,,
64,AQHS00-0120,2,Q,2,,1,1.36,,
65,AQHS00-0130,2,Q,2,,2,1.83,,
66,AQHS00-0150,2,Q,2,AQHS00-0130,1,0.72,,
67,AQQS00-0160,2,Q,2,,1,0.72,,6
68,RQND-N31617-18,2,Q,2,RQND-N11451-11,1,1.57,,
69,RQND-N11451-11,2,Q,2,AQHS00-0130,2,1.6,,
70,AQQJ00-0170,2,Q,2,RQND-N31617-18,2,3.63,,2
71,AQHD00-0180,2,Q,2,,1,1.14,,
72,AQWC00-0190,2,Q,2,,1,1.15,,4
73,AJYY00-0230,2,J,0,,1,0.46,,
74,AJZY00-0240,2,J,0,,1,0.38,,
75,AJYY00-0250,2,J,0,,1,2.27,,
76,AJZY00-0260,2,J,0,,1,2.67,,
77,AJZY00-0280,2,J,0,,1,0.41,,
78,AJQX00-0290,2,J,0,,1,1.18,,4
79,AJHS00-0300,2,J,0,,1,0.52,,
80,AJWC00-0560,2,J,0,,1,0.5,,4
81,AJWC00-0570,2,J,0,,1,1.58,,4
82,AEQS00-0020,2,E,4,,1,1.4,,6
83,AEQS00-0030,2,E,4,,1,1.0,,6
84,AEHS00-0040,2,E,4,,1,6.27,,
85,AEQX00-0050,2,E,4,,1,0.89,,4
86,AEQS00-0070,2,E,4,,1,0.58,,6
87,AEZY00-0430,2,E,4,,1,1.02,,
88,DXHS00-0020,2,X,2,,2,1.48,,
89,DXHS00-0030,2,X,2,,1,0.68,,
90,AGHXB1-0070,2,G,0,,1,2.18,,4
91,AGHXB2-0080,2,G,0,,1,2.25,,4
92,AGHXB4-0100,2,G,0,,1,2.37,,4
93,AGHS00-0120,2,G,0,,2,2.21,,
94,AGWC00-0130,2,G,0,,1,2.77,,4
95,EGYY00-0150,2,G,0,,1,1.46,,
96,ENWCB1-0390,2,N,3,,2,3.21,,4
97,ENHSB1-0430,2,N,3,,1,2.02,,
98,ENHSB1-0310,2,N,3,,1,2.06,,
99,ENHSB1-0340,2,N,3,,1,1.68,,
100,ENWCB1-0370,2,N,3,,1,2.34,,4
101,ENQSB1-0360,2,N,3,,1,1.46,,6
102,ENHDB1-0300,2,N,3,,1,1.76,,
103,ENHDB1-0290,2,N,3,,1,2.19,,
104,ENHDB1-0280,2,N,3,,1,2.26,,
105,ENHDB1-0270,2,N,3,,1,1.69,,
106,ENHDB1-0260,2,N,3,,1,1.83,,
107,ENHDB1-0250,2,N,3,,1,1.4,,
108,ENHDB1-0240,2,N,3,,1,1.18,,
109,ENHDB1-0230,2,N,3,,1,2.53,,
110,ENWCB1-0350,2,N,3,,5,1.88,,4
111,ENHDB1-0200,2,N,3,,1,1.51,,
112,ENHDB1-0190,2,N,3,,1,2.05,,
113,ENHDB1-0180,2,N,3,,1,1.47,,
114,ENHSB1-0440,2,N,3,,1,2.35,,
115,ENHSB1-0420,2,N,3,,1,2.25,,
116,ENHSB1-0410,2,N,3,,1,1.84,,
117,ENHSB1-0400,2,N,3,,1,2.01,,
