序号,AO号,类型,专业编码,工种,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,-1,,0,0.0,,
2,A-1,1,,-1,,0,0.0,,
3,AAQS00-0010,2,A,0,,2,1.6,1,6
4,FAQJ00-3450,2,A,0,,2,2.24,1,
5,FDQJ00-2000,2,D,1,,2,2.26,1,
6,AJYY00-0010,2,J,0,,2,0.99,,
7,AJYY00-0030,2,J,0,AJYY00-0010,2,1.32,,
8,AJZY00-0020,2,J,0,,2,0.76,,
9,AJYY00-0050,2,J,0,,2,1.3,,
10,AJYY00-0070,2,J,0,AJYY00-0050,2,1.89,,
11,AJZY00-0060,2,J,0,,2,1.21,,
12,AJZY00-0080,2,J,0,AJZY00-0060,2,1.36,,
13,AJCP00-0090,2,J,0,,2,2.85,,
14,AJCP00-0100,2,J,0,,2,0.65,,
15,AJCP00-0130,2,J,0,AJCP00-0100,2,1.38,,
16,AJCP00-0110,2,J,0,,2,2.38,,
17,AJCP00-0150,2,J,0,,2,0.81,,
18,AJWB00-0190,2,J,0,,2,1.28,,
19,AJQJ00-0200,2,J,0,,2,1.03,,
20,AEQJ00-0080,2,E,4,,2,35.57,,
21,AGQJ00-0010,2,G,0,,2,3.94,,
22,ABHS00-2180,2,B,2,,2,1.79,,
23,A-2,1,,-1,A-1,0,0.0,,
24,AFQJ00-0100,2,F,4,,3,0.86,,
25,AFZG00-0120,2,F,4,,3,0.38,,
26,AFZG00-0130,2,F,4,,3,0.55,,
27,AFZG00-0140,2,F,4,,5,0.53,,
28,AFZG00-0150,2,F,4,,5,0.57,,
29,AFZG00-0170,2,F,4,,1,0.39,,
30,AKQS00-0020,2,K,4,,1,1.09,,6
31,AKZY00-0030,2,K,4,,1,1.76,,
32,AKCP00-0040,2,K,4,,1,1.26,,
33,AKYY00-0050,2,K,4,,1,1.42,,
34,AKCP00-0060,2,K,4,,1,1.51,,
35,AKCP00-0070,2,K,4,,1,1.76,,
36,AMYG00-0010,2,M,0,,1,0.56,,
37,AWWB00-0010,2,W,1,,2,0.53,,
38,AWWB00-0020,2,W,1,,1,0.47,,
39,AWWC00-0040,2,W,1,,1,0.82,,4
40,AWWB00-0050,2,W,1,,1,0.93,,
41,BWQS00-0090,2,W,1,,1,1.2,,6
42,AWWB00-1600,2,W,1,,1,0.52,,
43,FWQJ00-1960,2,W,1,,1,0.93,,
44,AYWB00-0040,2,Y,3,,1,4.96,,
45,AYWB00-0050,2,Y,3,,1,4.12,,
46,AYQQ00-0060,2,Y,3,,2,3.94,,2
47,AYQQ00-0080,2,Y,3,,1,6.62,,2
48,AYZQ00-0090,2,Y,3,,1,4.64,,
49,AYWC00-1980,2,Y,3,,3,3.97,,4
50,FYQJ00-1130,2,Y,3,AYZQ00-0090,2,6.47,,
51,ACZY00-0010,2,C,4,,1,0.87,,
52,ACYY00-0020,2,C,4,,1,0.79,,
53,ACCP00-0030,2,C,4,,1,0.48,,
54,ACCP00-0040,2,C,4,,1,0.53,,
55,ACCP00-0060,2,C,4,,1,0.56,,
56,AQHS00-0050,2,Q,2,,1,1.05,,
57,AQHS00-0070,2,Q,2,,1,1.9,,
58,AQHS00-0080,2,Q,2,,1,1.85,,
59,AQHS00-0090,2,Q,2,,1,1.91,,
60,AQHS00-0100,2,Q,2,,1,1.71,,
61,AQHS00-0110,2,Q,2,,1,1.64,,
62,AQHS00-0130,2,Q,2,,2,1.58,,
63,AQHS00-0140,2,Q,2,,2,1.11,,
64,RQND-N56836-7,2,Q,2,AQHS00-0130,2,1.18,,
65,AQHS00-0150,2,Q,2,RQND-N56836-7,1,1.26,,
66,AQQS00-0160,2,Q,2,,1,0.87,,6
67,AQHD00-0180,2,Q,2,,1,1.09,,
68,AQWC00-0190,2,Q,2,,1,0.55,,4
69,AJZY00-0220,2,J,0,,1,2.74,,
70,AJYY00-0230,2,J,0,,1,0.54,,
71,AJZY00-0240,2,J,0,,1,0.51,,
72,AJYY00-0250,2,J,0,,1,1.66,,
73,AJZY00-0260,2,J,0,,1,2.35,,
74,AJYY00-0270,2,J,0,,1,0.3,,
75,AJZY00-0280,2,J,0,,1,0.52,,
76,AJQX00-0290,2,J,0,,1,1.4,,4
77,AJHS00-0300,2,J,0,,1,0.7,,
78,AJYYA1-0310,2,J,0,,2,1.31,,
79,AJWC00-0560,2,J,0,,1,0.59,,4
80,AJWC00-0570,2,J,0,,1,1.47,,4
81,AEQS00-0030,2,E,4,,1,1.34,,6
82,AEHS00-0040,2,E,4,,1,4.5,,
83,AEZY00-0430,2,E,4,,1,1.36,,
84,DXHS00-0020,2,X,2,,2,1.69,,
85,DXHS00-0030,2,X,2,,1,1.3,,
86,AGHXB1-0070,2,G,0,,1,1.26,,4
87,AGHXB2-0080,2,G,0,,1,1.85,,4
88,AGHXB4-0100,2,G,0,,1,1.74,,4
89,AGHXB5-0110,2,G,0,,1,2.24,,4
90,AGHS00-0120,2,G,0,,2,2.17,,
91,AGWC00-0130,2,G,0,,1,1.96,,4
92,EGZY00-0140,2,G,0,,1,1.81,,
93,EGYY00-0150,2,G,0,,1,1.6,,
94,ENWCB1-0390,2,N,3,,2,2.02,,4
95,ENHSB1-0310,2,N,3,,1,1.81,,
96,ENHSB1-0320,2,N,3,,1,1.76,,
97,ENHSB1-0340,2,N,3,,1,1.96,,
98,ENHDB1-0290,2,N,3,,1,1.15,,
99,ENHDB1-0280,2,N,3,,1,1.72,,
100,ENHDB1-0270,2,N,3,,1,1.97,,
101,ENHDB1-0260,2,N,3,,1,1.52,,
102,ENHDB1-0230,2,N,3,,1,1.57,,
103,ENHDB1-0220,2,N,3,,1,1.47,,
104,ENWCB1-0350,2,N,3,,5,1.68,,4
105,ENHDB1-0210,2,N,3,,1,1.88,,
106,ENHDB1-0190,2,N,3,,1,2.09,,
107,ENHDB1-0180,2,N,3,,1,1.61,,
108,ENHSB1-0420,2,N,3,,1,1.83,,
109,ENHSB1-0410,2,N,3,,1,2.61,,
110,ARWB00-0010,2,R,1,,2,2.17,,
111,ARWB00-0020,2,R,1,,2,1.23,,
112,ARWB00-0030,2,R,1,,2,1.85,,
113,ARWB00-0050,2,R,1,,2,2.79,,
114,ARWB00-0060,2,R,1,,2,2.08,,
115,ARWB00-0070,2,R,1,,2,2.85,,
116,ARWB00-0080,2,R,1,,2,2.55,,
117,ARWB00-0090,2,R,1,,2,1.09,,
118,ARWB00-0100,2,R,1,,2,1.58,,
119,A-3,1,,-1,A-2,0,0.0,,
