序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
4,FAQJ00-3450,2,,2,2.9,1,
11,AJYY00-0050,2,,2,1.28,,
18,AJCP00-0110,2,,2,2.06,,
20,AJCP00-0140,2,AJCP00-0110,2,1.35,,
21,AJCP00-0150,2,,2,1.04,,
24,AJWB00-0180,2,AJWB00-0190,2,1.04,,
25,AJWB00-0190,2,,2,1.06,,
26,AJQJ00-0200,2,,2,1.18,,
27,AEQJ00-0010,2,,2,8.3,,
30,FJQJ00-0370,2,,2,1.03,,
31,ABHS00-2180,2,,2,1.8,,
32,A-2,1,A-1,0,0.0,,
35,AFZG00-0120,2,,3,0.5,,
36,AFZG00-0130,2,,3,0.5,,
39,AFZG00-0160,2,,1,0.5,,
42,AKZY00-0030,2,,1,1.5,,
43,AKCP00-0040,2,,1,1.4,,
47,AMYG00-0010,2,,1,0.7,,
51,AWWC00-0040,2,,1,0.8,,4
52,AWWB00-0050,2,,1,0.8,,
53,BWQS00-0090,2,,1,1.0,,6
55,FWQJ00-1960,2,,1,0.8,,
56,AYWB00-0040,2,,1,4.2,,
57,AYWB00-0050,2,,1,4.2,,
60,AYQQ00-0080,2,,1,5.7,,2
61,AYZQ00-0090,2,,1,5.7,,
66,ACCP00-0030,2,,1,0.6,,
67,ACCP00-0040,2,,1,0.6,,
68,ACCP00-0050,2,,1,0.5,,
70,ACCP00-0070,2,,1,0.5,,
73,AQHS00-0020,2,,1,1.15,,
75,AQHS00-0040,2,,1,1.15,,
77,AQHS00-0060,2,,1,1.5,,
81,AQHS00-0100,2,,1,1.6,,
88,AQQJ00-0170,2,,2,3.2,,2
91,AJZY00-0220,2,,1,2.36,,
93,AJZY00-0240,2,,1,0.41,,
94,AJYY00-0250,2,,1,2.36,,
100,AJYYA1-0310,2,,2,1.28,,
101,AJWC00-0560,2,,1,0.51,,4
102,AJWC00-0570,2,,1,1.66,,4
103,AJWC00-0580,2,,5,1.53,,4
108,AEQS00-0060,2,,1,0.6,,6
114,AGHXB1-0070,2,,1,2.0,,4
116,AGHXB3-0090,2,,1,2.0,,4
124,ENHSB1-0380,2,,1,2.2,,
126,ENHSB1-0310,2,,1,1.8,,
127,ENHSB1-0320,2,,1,1.8,,
131,ENQSB1-0360,2,,1,2.2,,6
134,ENHDB1-0280,2,,1,1.8,,
136,ENHDB1-0260,2,,1,1.8,,
140,ENHDB1-0220,2,,1,1.8,,
141,ENWCB1-0350,2,,5,1.8,,4
142,ENHDB1-0210,2,,1,1.8,,
147,ENHSB1-0440,2,,1,2.2,,
148,ENHSB1-0420,2,,1,2.2,,
152,ARWB00-0020,2,,2,2.4,,
156,ARWB00-0060,2,,2,2.4,,
160,ARWB00-0100,2,,2,1.2,,
162,ARWB00-0120,2,,2,1.2,,
163,ARWB00-0130,2,,2,1.2,,
165,A-3,1,A-2,0,0.0,,
167,AJYYA3-0330,2,,2,4.36,,
175,AJZYB3-0420,2,,2,1.05,,
178,AJZY00-0450,2,AJZYB3-0420,2,0.85,,
187,AJCPD3-0540,2,,2,3.12,,
189,AJWC00-0650,2,,2,1.83,,4
190,AJWC00-0660,2,,2,1.96,,4
191,AJWC00-0670,2,,2,0.43,,4
192,AJCP00-0770,2,,2,1.02,,
193,A-4,1,A-2,0,0.0,,
196,DFQJB1-0360,2,,2,1.1,,
199,DFQJB2-0390,2,,2,0.7,,
200,DFQJB2-0400,2,,2,0.7,,
203,DFZY00-0430,2,,2,1.3,,
211,BMYY00-0121,2,,2,14.8,,
214,DFZY00-3100,2,,2,0.7,,
217,DFYY00-3120,2,,2,0.6,,
225,FMQJ00-2540,2,,2,2.9,,
226,AYQJ00-0130,2,,2,36.2,,
228,A-5,1,"A-3,A-4",0,0.0,,
232,DFQJA3-0880,2,,2,0.9,,
236,DFYYA4-1240,2,DFQJA3-0880,2,4.1,,
238,DFQJA3-0980,2,,2,0.9,,
241,A-6,1,"A-3,A-4",0,0.0,,
251,AKHS00-0110,2,,2,2.4,,
258,AYZQ00-0110,2,,1,6.6,,
