序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
4,FAQJ00-3450,2,,2,2.9,1,
6,ABQJ00-0010,2,,2,3.8,1,
16,AJCP00-0100,2,,2,0.57,,
19,AJCP00-0120,2,,2,0.57,,
21,AJCP00-0150,2,,2,1.04,,
23,AJCP00-0170,2,AJCP00-0150,2,0.63,,
26,AJQJ00-0200,2,,2,1.18,,
27,AEQJ00-0010,2,,2,8.3,,
29,AGQJ00-0010,2,,2,3.8,,
30,FJQJ00-0370,2,,2,1.03,,
31,ABHS00-2180,2,,2,1.8,,
32,A-2,1,A-1,0,0.0,,
33,AFQJ00-0100,2,,3,0.7,,
34,AFZG00-0110,2,,3,0.9,,
35,AFZG00-0120,2,,3,0.5,,
38,AFZG00-0150,2,,5,0.5,,
40,AFZG00-0170,2,,1,0.5,,
43,AKCP00-0040,2,,1,1.4,,
46,AKCP00-0070,2,,1,1.6,,
51,AWWC00-0040,2,,1,0.8,,4
52,AWWB00-0050,2,,1,0.8,,
55,FWQJ00-1960,2,,1,0.8,,
57,AYWB00-0050,2,,1,4.2,,
59,AYHS00-0070,2,,1,5.2,,
60,AYQQ00-0080,2,,1,5.7,,2
64,ACZY00-0010,2,,1,0.85,,
68,ACCP00-0050,2,,1,0.5,,
69,ACCP00-0060,2,,1,0.5,,
72,ACZY00-0090,2,,1,0.85,,
73,AQHS00-0020,2,,1,1.15,,
75,AQHS00-0040,2,,1,1.15,,
81,AQHS00-0100,2,,1,1.6,,
82,AQHS00-0110,2,,1,1.6,,
86,AQHS00-0150,2,,1,0.95,,
88,AQQJ00-0170,2,,2,3.2,,2
89,AQHD00-0180,2,,1,1.0,,
99,AJHS00-0300,2,,1,0.53,,
100,AJYYA1-0310,2,,2,1.28,,
108,AEQS00-0060,2,,1,0.6,,6
109,AEQS00-0070,2,,1,0.6,,6
113,DXHS00-0030,2,,1,1.0,,
115,AGHXB2-0080,2,,1,2.0,,4
120,AGWC00-0130,2,,1,2.0,,4
127,ENHSB1-0320,2,,1,1.8,,
128,ENHSB1-0330,2,,1,1.8,,
129,ENHSB1-0340,2,,1,1.8,,
134,ENHDB1-0280,2,,1,1.8,,
135,ENHDB1-0270,2,,1,1.8,,
136,ENHDB1-0260,2,,1,1.8,,
138,ENHDB1-0240,2,,1,1.8,,
142,ENHDB1-0210,2,,1,1.8,,
146,ENHSB1-0170,2,,1,1.8,,
147,ENHSB1-0440,2,,1,2.2,,
153,ARWB00-0030,2,,2,2.4,,
157,ARWB00-0070,2,,2,2.4,,
160,ARWB00-0100,2,,2,1.2,,
162,ARWB00-0120,2,,2,1.2,,
164,ARWB00-0140,2,,2,1.2,,
165,A-3,1,A-2,0,0.0,,
171,AJYY00-0380,2,,2,0.99,,
174,AJYYB2-0410,2,,2,1.75,,
178,AJZY00-0450,2,,2,0.85,,
183,AJYYC2-0500,2,,2,0.96,,
185,AJCPD1-0520,2,,2,2.41,,
186,AJCPD2-0530,2,,2,3.12,,
187,AJCPD3-0540,2,AJCPD1-0520,2,3.12,,
,RAND-N41012-7,2,AJCPD1-0520,2,1.0,,
188,AJCPD4-0550,2,RAND-N41012-7,2,8.34,,
192,AJCP00-0770,2,,2,1.02,,
193,A-4,1,A-2,0,0.0,,
195,DFQJB1-0350,2,,2,1.1,,
199,DFQJB2-0390,2,,2,0.7,,
201,DFQJC1-0410,2,,2,1.8,,
202,DFQJC2-0420,2,,2,1.3,,
204,DFZY00-0440,2,,2,1.3,,
214,DFZY00-3100,2,,2,0.7,,
217,DFYY00-3120,2,,2,0.6,,
221,BMYY00-0420,2,,2,2.4,,
222,BMYY00-0430,2,,2,2.4,,
228,A-5,1,"A-3,A-4",0,0.0,,
231,DFQJA3-0870,2,,2,0.9,,
234,DFZYA4-1220,2,,2,4.1,,
236,DFYYA4-1240,2,,2,4.1,,
239,DFQJA3-0990,2,,2,0.9,,
241,A-6,1,"A-3,A-4",0,0.0,,
242,AAQX00-0120,2,,1,1.7,,4
244,AAQX00-0140,2,,2,8.7,,4
