序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
9,AJZY00-0020,2,,2,1.09,,
10,AJZY00-0040,2,AJZY00-0020,2,1.35,,
14,AJZY00-0080,2,,2,1.35,,
16,AJCP00-0100,2,,2,0.57,,
18,AJCP00-0110,2,,2,2.06,,
20,AJCP00-0140,2,AJCP00-0110,2,1.35,,
22,AJCP00-0160,2,,2,2.52,,
27,AEQJ00-0010,2,,2,8.3,,
28,AEQJ00-0080,2,,2,50.1,,
32,A-2,1,A-1,0,0.0,,
34,AFZG00-0110,2,,3,0.9,,
38,AFZG00-0150,2,,5,0.5,,
40,AFZG00-0170,2,,1,0.5,,
45,AKCP00-0060,2,,1,1.4,,
46,AKCP00-0070,2,,1,1.6,,
49,AWWB00-0020,2,,1,0.8,,
51,AWWC00-0040,2,,1,0.8,,4
57,AYWB00-0050,2,,1,4.2,,
62,AYWC00-1980,2,,3,4.6,,4
63,FYQJ00-1130,2,,2,6.3,,
67,ACCP00-0040,2,,1,0.6,,
68,ACCP00-0050,2,,1,0.5,,
69,ACCP00-0060,2,,1,0.5,,
71,ACCP00-0080,2,,1,0.5,,
72,ACZY00-0090,2,,1,0.85,,
78,AQHS00-0070,2,,1,1.6,,
84,AQHS00-0130,2,,2,1.6,,
86,AQHS00-0150,2,AQHS00-0130,1,0.95,,
91,AJZY00-0220,2,,1,2.36,,
96,AJYY00-0270,2,,1,0.41,,
100,AJYYA1-0310,2,,2,1.28,,
102,AJWC00-0570,2,,1,1.66,,4
109,AEQS00-0070,2,,1,0.6,,6
110,AEZY00-0430,2,,1,1.5,,
116,AGHXB3-0090,2,,1,2.0,,4
117,AGHXB4-0100,2,,1,2.0,,4
119,AGHS00-0120,2,,2,2.3,,
121,EGZY00-0140,2,,1,1.8,,
124,ENHSB1-0380,2,,1,2.2,,
126,ENHSB1-0310,2,,1,1.8,,
129,ENHSB1-0340,2,,1,1.8,,
134,ENHDB1-0280,2,,1,1.8,,
135,ENHDB1-0270,2,,1,1.8,,
146,ENHSB1-0170,2,,1,1.8,,
149,ENHSB1-0410,2,,1,2.2,,
151,ARWB00-0010,2,,2,2.4,,
161,ARWB00-0110,2,,2,1.2,,
165,A-3,1,A-2,0,0.0,,
169,AJZYA5-0350,2,,2,0.9,,
181,AJCP00-0480,2,,2,1.19,,
191,AJWC00-0670,2,,2,0.43,,4
193,A-4,1,A-2,0,0.0,,
195,DFQJB1-0350,2,,2,1.1,,
197,DFQJB2-0370,2,,2,0.7,,
201,DFQJC1-0410,2,,2,1.8,,
205,DFYY00-0450,2,,2,1.3,,
206,DFYY00-0460,2,,2,1.3,,
207,DFZG00-0470,2,,2,1.6,,
213,DFZY00-3090,2,,2,0.7,,
224,DMYY00-0770,2,,2,1.4,,
228,A-5,1,"A-3,A-4",0,0.0,,
230,DFQJA3-0860,2,,2,0.9,,
233,DFZYA4-1210,2,,2,4.1,,
,RAND-N42707-10,2,DFQJA3-0990,2,1.0,,
235,DFYYA4-1230,2,RAND-N42707-10,2,4.1,,
239,DFQJA3-0990,2,,2,0.9,,
241,A-6,1,"A-3,A-4",0,0.0,,
242,AAQX00-0120,2,,1,1.7,,4
247,FFHS00-3530,2,,2,1.2,,
251,AKHS00-0110,2,,2,2.4,,
253,AWHS00-0060,2,,1,2.3,,
261,ACWB00-0175,2,,1,0.75,,
,RAND-N65883-14,2,ACWB00-0175,2,1.0,,
262,ACWC00-0180,2,RAND-N65883-14,1,1.65,,4
264,ACWC00-0200,2,,1,1.9,,4
265,ABWC00-0120,2,,1,3.9,,4
266,ABWC00-0130,2,,1,3.8,,4
276,ABWCB3-0210,2,,2,0.9,,4
278,ABHS00-1610,2,,2,3.8,,
279,AEHS00-0140,2,,1,3.4,,
288,ENHSA2-0160,2,,2,1.8,,
291,B,1,A,0,0.0,,
292,B-1,1,,0,0.0,,
295,DMYG00-2080,2,,2,1.2,,
296,DMYG00-1760,2,,2,1.0,,
299,BMYY00-0280,2,,2,2.3,,
301,BMZY00-0240,2,,2,1.8,,
