序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
6,ABQJ00-0010,2,,2,3.8,1,
7,AJYY00-0010,2,,2,1.09,,
13,AJZY00-0060,2,,2,1.28,,
15,AJCP00-0090,2,,2,2.06,,
25,AJWB00-0190,2,,2,1.06,,
27,AEQJ00-0010,2,,2,8.3,,
31,ABHS00-2180,2,,2,1.8,,
,RAND-N13116-2,2,A-1,2,1.0,,
32,A-2,1,RAND-N13116-2,0,0.0,,
36,AFZG00-0130,2,,3,0.5,,
47,AMYG00-0010,2,,1,0.7,,
48,AWWB00-0010,2,,2,0.8,,
55,FWQJ00-1960,2,,1,0.8,,
59,AYHS00-0070,2,,1,5.2,,
67,ACCP00-0040,2,,1,0.6,,
70,ACCP00-0070,2,,1,0.5,,
71,ACCP00-0080,2,,1,0.5,,
72,ACZY00-0090,2,,1,0.85,,
73,AQHS00-0020,2,,1,1.15,,
74,AQHS00-0030,2,,1,1.15,,
77,AQHS00-0060,2,,1,1.5,,
78,AQHS00-0070,2,,1,1.6,,
84,AQHS00-0130,2,,2,1.6,,
85,AQHS00-0140,2,,2,0.95,,
86,AQHS00-0150,2,AQHS00-0130,1,0.95,,
87,AQQS00-0160,2,,1,0.86,,6
89,AQHD00-0180,2,,1,1.0,,
94,AJYY00-0250,2,,1,2.36,,
96,AJYY00-0270,2,,1,0.41,,
97,AJZY00-0280,2,,1,0.41,,
100,AJYYA1-0310,2,,2,1.28,,
101,AJWC00-0560,2,,1,0.51,,4
102,AJWC00-0570,2,,1,1.66,,4
104,AEQS00-0020,2,,1,1.6,,6
112,DXHS00-0020,2,,2,1.8,,
116,AGHXB3-0090,2,,1,2.0,,4
117,AGHXB4-0100,2,,1,2.0,,4
119,AGHS00-0120,2,,2,2.3,,
122,EGYY00-0150,2,,1,1.8,,
124,ENHSB1-0380,2,,1,2.2,,
130,ENWCB1-0370,2,,1,2.2,,4
133,ENHDB1-0290,2,,1,1.8,,
134,ENHDB1-0280,2,,1,1.8,,
137,ENHDB1-0250,2,,1,1.8,,
141,ENWCB1-0350,2,,5,1.8,,4
144,ENHDB1-0190,2,,1,1.8,,
148,ENHSB1-0420,2,,1,2.2,,
149,ENHSB1-0410,2,,1,2.2,,
150,ENHSB1-0400,2,,1,2.2,,
160,ARWB00-0100,2,,2,1.2,,
164,ARWB00-0140,2,,2,1.2,,
165,A-3,1,A-2,0,0.0,,
169,AJZYA5-0350,2,,2,0.9,,
174,AJYYB2-0410,2,,2,1.75,,
178,AJZY00-0450,2,AJZYA5-0350,2,0.85,,
184,AJZYC3-0510,2,,2,0.96,,
185,AJCPD1-0520,2,,2,2.41,,
187,AJCPD3-0540,2,AJCPD1-0520,2,3.12,,
188,AJCPD4-0550,2,AJCPD1-0520,2,8.34,,
191,AJWC00-0670,2,,2,0.43,,4
193,A-4,1,A-2,0,0.0,,
197,DFQJB2-0370,2,,2,0.7,,
203,DFZY00-0430,2,,2,1.3,,
205,DFYY00-0450,2,,2,1.3,,
207,DFZG00-0470,2,,2,1.6,,
208,DFQS00-0480,2,,2,1.0,,6
218,BMYY00-0311,2,,2,1.0,,
220,BMZY00-0410,2,,2,2.4,,
222,BMYY00-0430,2,,2,2.4,,
228,A-5,1,"A-3,A-4",0,0.0,,
232,DFQJA3-0880,2,,2,0.9,,
241,A-6,1,"A-3,A-4",0,0.0,,
243,AAQS00-0130,2,,1,9.5,,6
246,AFHS00-0020,2,,1,2.3,,
249,AKHD00-0090,2,,1,7.2,,
250,AKHS00-0100,2,,2,1.7,,
253,AWHS00-0060,2,,1,2.3,,
258,AYZQ00-0110,2,,1,6.6,,
259,AYZQ00-0120,2,,1,6.6,,
263,ACWC00-0190,2,,1,1.9,,4
264,ACWC00-0200,2,,1,1.9,,4
288,ENHSA2-0160,2,,2,1.8,,
291,B,1,A,0,0.0,,
292,B-1,1,,0,0.0,,
295,DMYG00-2080,2,,2,1.2,,
296,DMYG00-1760,2,,2,1.0,,
297,BMZY00-0260,2,,2,2.3,,
