序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
11,AJYY00-0050,2,,2,1.28,,
14,AJZY00-0080,2,,2,1.35,,
15,AJCP00-0090,2,,2,2.06,,
16,AJCP00-0100,2,,2,0.57,,
19,AJCP00-0120,2,,2,0.57,,
21,AJCP00-0150,2,,2,1.04,,
,RAND-N47403-16,2,AJCP00-0150,2,1.0,,
22,AJCP00-0160,2,RAND-N47403-16,2,2.52,,
26,AJQJ00-0200,2,,2,1.18,,
27,AEQJ00-0010,2,,2,8.3,,
32,A-2,1,A-1,0,0.0,,
35,AFZG00-0120,2,,3,0.5,,
40,AFZG00-0170,2,,1,0.5,,
42,AKZY00-0030,2,,1,1.5,,
45,AKCP00-0060,2,,1,1.4,,
47,AMYG00-0010,2,,1,0.7,,
48,AWWB00-0010,2,,2,0.8,,
49,AWWB00-0020,2,,1,0.8,,
53,BWQS00-0090,2,,1,1.0,,6
54,AWWB00-1600,2,,1,0.5,,
57,AYWB00-0050,2,,1,4.2,,
58,AYQQ00-0060,2,,2,6.2,,2
76,AQHS00-0050,2,,1,1.15,,
79,AQHS00-0080,2,,1,1.6,,
85,AQHS00-0140,2,,2,0.95,,
86,AQHS00-0150,2,,1,0.95,,
89,AQHD00-0180,2,,1,1.0,,
94,AJYY00-0250,2,,1,2.36,,
97,AJZY00-0280,2,,1,0.41,,
100,AJYYA1-0310,2,,2,1.28,,
102,AJWC00-0570,2,,1,1.66,,4
104,AEQS00-0020,2,,1,1.6,,6
105,AEQS00-0030,2,,1,1.0,,6
109,AEQS00-0070,2,,1,0.6,,6
111,DXHS00-0010,2,,1,2.3,,
112,DXHS00-0020,2,,2,1.8,,
116,AGHXB3-0090,2,,1,2.0,,4
117,AGHXB4-0100,2,,1,2.0,,4
119,AGHS00-0120,2,,2,2.3,,
121,EGZY00-0140,2,,1,1.8,,
125,ENHSB1-0430,2,,1,2.2,,
129,ENHSB1-0340,2,,1,1.8,,
133,ENHDB1-0290,2,,1,1.8,,
135,ENHDB1-0270,2,,1,1.8,,
138,ENHDB1-0240,2,,1,1.8,,
142,ENHDB1-0210,2,,1,1.8,,
146,ENHSB1-0170,2,,1,1.8,,
147,ENHSB1-0440,2,,1,2.2,,
149,ENHSB1-0410,2,,1,2.2,,
158,ARWB00-0080,2,,2,2.4,,
160,ARWB00-0100,2,,2,1.2,,
164,ARWB00-0140,2,,2,1.2,,
165,A-3,1,A-2,0,0.0,,
169,AJZYA5-0350,2,,2,0.9,,
170,AJZYA6-0360,2,AJZYA5-0350,2,4.36,,
172,AJZY00-0390,2,,2,0.99,,
173,AJYYB1-0400,2,,2,1.05,,
174,AJYYB2-0410,2,,2,1.75,,
178,AJZY00-0450,2,AJZYA6-0360,2,0.85,,
182,AJYYC1-0490,2,,2,0.64,,
185,AJCPD1-0520,2,,2,2.41,,
,RAND-N67746-3,2,AJCPD1-0520,2,1.0,,
188,AJCPD4-0550,2,RAND-N67746-3,2,8.34,,
193,A-4,1,A-2,0,0.0,,
194,DFQJB1-0340,2,,2,1.1,,
196,DFQJB1-0360,2,,2,1.1,,
198,DFQJB2-0380,2,,2,0.7,,
203,DFZY00-0430,2,,2,1.3,,
211,BMYY00-0121,2,,2,14.8,,
222,BMYY00-0430,2,,2,2.4,,
224,DMYY00-0770,2,,2,1.4,,
225,FMQJ00-2540,2,,2,2.9,,
228,A-5,1,"A-3,A-4",0,0.0,,
229,DFQJA3-0850,2,,2,0.9,,
238,DFQJA3-0980,2,,2,0.9,,
239,DFQJA3-0990,2,,2,0.9,,
,RAND-N26003-9,2,A-4,2,1.0,,
241,A-6,1,"A-3,RAND-N26003-9",0,0.0,,
242,AAQX00-0120,2,,1,1.7,,4
252,AKWC00-0120,2,,2,2.7,,4
254,ADHD00-0060,2,,1,3.7,,
,RAND-N41953-13,2,ABHS00-1610,2,1.0,,
255,ADHD00-0700,2,RAND-N41953-13,1,3.3,,
259,AYZQ00-0120,2,,1,6.6,,
262,ACWC00-0180,2,,1,1.65,,4
