序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
11,AJYY00-0050,2,,2,1.28,,
14,AJZY00-0080,2,,2,1.35,,
15,AJCP00-0090,2,,2,2.06,,
19,AJCP00-0120,2,,2,0.57,,
25,AJWB00-0190,2,,2,1.06,,
28,AEQJ00-0080,2,,2,50.1,,
31,ABHS00-2180,2,,2,1.8,,
32,A-2,1,A-1,0,0.0,,
33,AFQJ00-0100,2,,3,0.7,,
42,AKZY00-0030,2,,1,1.5,,
43,AKCP00-0040,2,,1,1.4,,
50,AWWB00-0030,2,,1,0.8,,
56,AYWB00-0040,2,,1,4.2,,
57,AYWB00-0050,2,,1,4.2,,
58,AYQQ00-0060,2,,2,6.2,,2
61,AYZQ00-0090,2,,1,5.7,,
63,FYQJ00-1130,2,AYZQ00-0090,2,6.3,,
75,AQHS00-0040,2,,1,1.15,,
81,AQHS00-0100,2,,1,1.6,,
86,AQHS00-0150,2,,1,0.95,,
87,AQQS00-0160,2,,1,0.86,,6
94,AJYY00-0250,2,,1,2.36,,
95,AJZY00-0260,2,,1,2.36,,
100,AJYYA1-0310,2,,2,1.28,,
101,AJWC00-0560,2,,1,0.51,,4
104,AEQS00-0020,2,,1,1.6,,6
110,AEZY00-0430,2,,1,1.5,,
115,AGHXB2-0080,2,,1,2.0,,4
121,EGZY00-0140,2,,1,1.8,,
123,ENWCB1-0390,2,,2,2.2,,4
124,ENHSB1-0380,2,,1,2.2,,
126,ENHSB1-0310,2,,1,1.8,,
129,ENHSB1-0340,2,,1,1.8,,
139,ENHDB1-0230,2,,1,1.8,,
150,ENHSB1-0400,2,,1,2.2,,
154,ARWB00-0040,2,,2,2.4,,
159,ARWB00-0090,2,,2,1.2,,
160,ARWB00-0100,2,,2,1.2,,
161,ARWB00-0110,2,,2,1.2,,
162,ARWB00-0120,2,,2,1.2,,
164,ARWB00-0140,2,,2,1.2,,
165,A-3,1,A-2,0,0.0,,
167,AJYYA3-0330,2,,2,4.36,,
170,AJZYA6-0360,2,,2,4.36,,
173,AJYYB1-0400,2,AJYYA3-0330,2,1.05,,
186,AJCPD2-0530,2,,2,3.12,,
187,AJCPD3-0540,2,,2,3.12,,
189,AJWC00-0650,2,,2,1.83,,4
191,AJWC00-0670,2,,2,0.43,,4
193,A-4,1,A-2,0,0.0,,
194,DFQJB1-0340,2,,2,1.1,,
196,DFQJB1-0360,2,,2,1.1,,
198,DFQJB2-0380,2,,2,0.7,,
200,DFQJB2-0400,2,,2,0.7,,
201,DFQJC1-0410,2,,2,1.8,,
205,DFYY00-0450,2,,2,1.3,,
207,DFZG00-0470,2,,2,1.6,,
213,DFZY00-3090,2,,2,0.7,,
216,DFYY00-3110,2,,2,0.6,,
218,BMYY00-0311,2,DFYY00-3110,2,1.0,,
220,BMZY00-0410,2,,2,2.4,,
224,DMYY00-0770,2,,2,1.4,,
225,FMQJ00-2540,2,,2,2.9,,
228,A-5,1,"A-3,A-4",0,0.0,,
233,DFZYA4-1210,2,,2,4.1,,
238,DFQJA3-0980,2,,2,0.9,,
,RAND-N66277-1,2,A-3,2,1.0,,
,RAND-N38369-11,2,A-4,2,1.0,,
241,A-6,1,"RAND-N66277-1,RAND-N38369-11",0,0.0,,
246,AFHS00-0020,2,,1,2.3,,
249,AKHD00-0090,2,,1,7.2,,
251,AKHS00-0110,2,,2,2.4,,
252,AKWC00-0120,2,,2,2.7,,4
258,AYZQ00-0110,2,,1,6.6,,
266,ABWC00-0130,2,,1,3.8,,4
267,ABWC00-0140,2,,1,3.8,,4
268,ABWC00-0150,2,,1,3.8,,4
270,ABWC00-0170,2,,1,3.8,,4
271,ABWC00-0180,2,,1,3.8,,4
276,ABWCB3-0210,2,,2,0.9,,4
280,AEHS00-0150,2,,1,3.4,,
281,DXHS00-0060,2,,2,1.2,,
282,ENQSA2-0150,2,,2,1.8,,6
285,ENQSA2-0120,2,,2,1.8,,6
288,ENHSA2-0160,2,,2,1.8,,
289,ARHS00-0150,2,,1,4.0,,
291,B,1,A,0,0.0,,
