序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
8,AJYY00-0030,2,,2,1.35,,
12,AJYY00-0070,2,,2,1.35,,
16,AJCP00-0100,2,,2,0.57,,
18,AJCP00-0110,2,,2,2.06,,
20,AJCP00-0140,2,AJCP00-0110,2,1.35,,
21,AJCP00-0150,2,,2,1.04,,
23,AJCP00-0170,2,AJCP00-0150,2,0.63,,
30,FJQJ00-0370,2,,2,1.03,,
32,A-2,1,A-1,0,0.0,,
36,AFZG00-0130,2,,3,0.5,,
45,AKCP00-0060,2,,1,1.4,,
51,AWWC00-0040,2,,1,0.8,,4
55,FWQJ00-1960,2,,1,0.8,,
58,AYQQ00-0060,2,,2,6.2,,2
62,AYWC00-1980,2,,3,4.6,,4
65,ACYY00-0020,2,,1,0.85,,
67,ACCP00-0040,2,,1,0.6,,
75,AQHS00-0040,2,,1,1.15,,
76,AQHS00-0050,2,,1,1.15,,
84,AQHS00-0130,2,,2,1.6,,
85,AQHS00-0140,2,,2,0.95,,
88,AQQJ00-0170,2,AQHS00-0130,2,3.2,,2
93,AJZY00-0240,2,,1,0.41,,
102,AJWC00-0570,2,,1,1.66,,4
115,AGHXB2-0080,2,,1,2.0,,4
123,ENWCB1-0390,2,,2,2.2,,4
124,ENHSB1-0380,2,,1,2.2,,
126,ENHSB1-0310,2,,1,1.8,,
127,ENHSB1-0320,2,,1,1.8,,
130,ENWCB1-0370,2,,1,2.2,,4
135,ENHDB1-0270,2,,1,1.8,,
137,ENHDB1-0250,2,,1,1.8,,
138,ENHDB1-0240,2,,1,1.8,,
139,ENHDB1-0230,2,,1,1.8,,
148,ENHSB1-0420,2,,1,2.2,,
151,ARWB00-0010,2,,2,2.4,,
157,ARWB00-0070,2,,2,2.4,,
159,ARWB00-0090,2,,2,1.2,,
160,ARWB00-0100,2,,2,1.2,,
165,A-3,1,A-2,0,0.0,,
167,AJYYA3-0330,2,,2,4.36,,
172,AJZY00-0390,2,,2,0.99,,
174,AJYYB2-0410,2,,2,1.75,,
177,AJYY00-0440,2,AJYYB2-0410,2,0.85,,
181,AJCP00-0480,2,,2,1.19,,
182,AJYYC1-0490,2,,2,0.64,,
188,AJCPD4-0550,2,AJCP00-0480,2,8.34,,
191,AJWC00-0670,2,,2,0.43,,4
193,A-4,1,A-2,0,0.0,,
199,DFQJB2-0390,2,,2,0.7,,
201,DFQJC1-0410,2,,2,1.8,,
203,DFZY00-0430,2,,2,1.3,,
205,DFYY00-0450,2,,2,1.3,,
209,BMZG00-0020,2,,2,0.7,,
212,BMZY00-0130,2,,2,14.8,,
214,DFZY00-3100,2,,2,0.7,,
222,BMYY00-0430,2,,2,2.4,,
223,DMZY00-0760,2,,2,1.4,,
227,AYQJ00-0140,2,,2,18.1,,
228,A-5,1,"A-3,A-4",0,0.0,,
231,DFQJA3-0870,2,,2,0.9,,
236,DFYYA4-1240,2,,2,4.1,,
238,DFQJA3-0980,2,,2,0.9,,
241,A-6,1,"A-3,A-4",0,0.0,,
244,AAQX00-0140,2,,2,8.7,,4
245,AFHS00-0010,2,,1,2.3,,
247,FFHS00-3530,2,,2,1.2,,
250,AKHS00-0100,2,,2,1.7,,
251,AKHS00-0110,2,,2,2.4,,
260,ACWB00-0170,2,ACWB00-0175,2,2.6,,
261,ACWB00-0175,2,,1,0.75,,
262,ACWC00-0180,2,ACWB00-0170,1,1.65,,4
270,ABWC00-0170,2,,1,3.8,,4
274,ABWCB2-0190,2,,2,3.8,,4
278,ABHS00-1610,2,,2,3.8,,
279,AEHS00-0140,2,,1,3.4,,
280,AEHS00-0150,2,,1,3.4,,
283,ENQSA2-0140,2,,2,1.8,,6
286,ENQSA2-0110,2,,2,1.8,,6
288,ENHSA2-0160,2,,2,1.8,,
291,B,1,A,0,0.0,,
292,B-1,1,,0,0.0,,
300,BMYY00-0290,2,,2,2.3,,
302,BMYY00-0250,2,,2,1.8,,
,RAND-N77909-9,2,B-1,2,1.0,,
303,B-2,1,RAND-N77909-9,0,0.0,,
