序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
4,FAQJ00-3450,2,,2,2.9,1,
6,ABQJ00-0010,2,,2,3.8,1,
7,AJYY00-0010,2,,2,1.09,,
11,AJYY00-0050,2,,2,1.28,,
12,AJYY00-0070,2,AJYY00-0050,2,1.35,,
13,AJZY00-0060,2,,2,1.28,,
15,AJCP00-0090,2,,2,2.06,,
18,AJCP00-0110,2,,2,2.06,,
19,AJCP00-0120,2,,2,0.57,,
21,AJCP00-0150,2,,2,1.04,,
24,AJWB00-0180,2,AJWB00-0190,2,1.04,,
25,AJWB00-0190,2,,2,1.06,,
26,AJQJ00-0200,2,,2,1.18,,
27,AEQJ00-0010,2,,2,8.3,,
29,AGQJ00-0010,2,,2,3.8,,
31,ABHS00-2180,2,,2,1.8,,
32,A-2,1,A-1,0,0.0,,
33,AFQJ00-0100,2,,3,0.7,,
34,AFZG00-0110,2,,3,0.9,,
35,AFZG00-0120,2,,3,0.5,,
37,AFZG00-0140,2,,5,0.5,,
39,AFZG00-0160,2,,1,0.5,,
40,AFZG00-0170,2,,1,0.5,,
41,AKQS00-0020,2,,1,1.1,,6
42,AKZY00-0030,2,,1,1.5,,
43,AKCP00-0040,2,,1,1.4,,
44,AKYY00-0050,2,,1,1.5,,
48,AWWB00-0010,2,,2,0.8,,
50,AWWB00-0030,2,,1,0.8,,
53,BWQS00-0090,2,,1,1.0,,6
56,AYWB00-0040,2,,1,4.2,,
57,AYWB00-0050,2,,1,4.2,,
58,AYQQ00-0060,2,,2,6.2,,2
59,AYHS00-0070,2,,1,5.2,,
60,AYQQ00-0080,2,,1,5.7,,2
61,AYZQ00-0090,2,,1,5.7,,
62,AYWC00-1980,2,,3,4.6,,4
63,FYQJ00-1130,2,AYZQ00-0090,2,6.3,,
64,ACZY00-0010,2,,1,0.85,,
65,ACYY00-0020,2,,1,0.85,,
66,ACCP00-0030,2,,1,0.6,,
67,ACCP00-0040,2,,1,0.6,,
68,ACCP00-0050,2,,1,0.5,,
69,ACCP00-0060,2,,1,0.5,,
70,ACCP00-0070,2,,1,0.5,,
71,ACCP00-0080,2,,1,0.5,,
72,ACZY00-0090,2,,1,0.85,,
74,AQHS00-0030,2,,1,1.15,,
75,AQHS00-0040,2,,1,1.15,,
77,AQHS00-0060,2,,1,1.5,,
80,AQHS00-0090,2,,1,1.6,,
81,AQHS00-0100,2,,1,1.6,,
83,AQHS00-0120,2,,1,1.6,,
84,AQHS00-0130,2,,2,1.6,,
85,AQHS00-0140,2,AQHS00-0120,2,0.95,,
86,AQHS00-0150,2,AQHS00-0130,1,0.95,,
88,AQQJ00-0170,2,AQHS00-0130,2,3.2,,2
89,AQHD00-0180,2,,1,1.0,,
94,AJYY00-0250,2,,1,2.36,,
95,AJZY00-0260,2,,1,2.36,,
99,AJHS00-0300,2,,1,0.53,,
100,AJYYA1-0310,2,,2,1.28,,
101,AJWC00-0560,2,,1,0.51,,4
103,AJWC00-0580,2,,5,1.53,,4
105,AEQS00-0030,2,,1,1.0,,6
106,AEHS00-0040,2,,1,6.1,,
108,AEQS00-0060,2,,1,0.6,,6
109,AEQS00-0070,2,,1,0.6,,6
112,DXHS00-0020,2,,2,1.8,,
115,AGHXB2-0080,2,,1,2.0,,4
116,AGHXB3-0090,2,,1,2.0,,4
118,AGHXB5-0110,2,,1,2.0,,4
119,AGHS00-0120,2,,2,2.3,,
122,EGYY00-0150,2,,1,1.8,,
123,ENWCB1-0390,2,,2,2.2,,4
124,ENHSB1-0380,2,,1,2.2,,
125,ENHSB1-0430,2,,1,2.2,,
127,ENHSB1-0320,2,,1,1.8,,
128,ENHSB1-0330,2,,1,1.8,,
129,ENHSB1-0340,2,,1,1.8,,
131,ENQSB1-0360,2,,1,2.2,,6
132,ENHDB1-0300,2,,1,1.8,,
133,ENHDB1-0290,2,,1,1.8,,
135,ENHDB1-0270,2,,1,1.8,,
136,ENHDB1-0260,2,,1,1.8,,
137,ENHDB1-0250,2,,1,1.8,,
