序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
7,AJYY00-0010,2,,2,1.09,,
26,AJQJ00-0200,2,,2,1.18,,
29,AGQJ00-0010,2,,2,3.8,,
31,ABHS00-2180,2,,2,1.8,,
32,A-2,1,A-1,0,0.0,,
34,AFZG00-0110,2,,3,0.9,,
35,AFZG00-0120,2,,3,0.5,,
36,AFZG00-0130,2,,3,0.5,,
38,AFZG00-0150,2,,5,0.5,,
41,AKQS00-0020,2,,1,1.1,,6
42,AKZY00-0030,2,,1,1.5,,
48,AWWB00-0010,2,,2,0.8,,
49,AWWB00-0020,2,,1,0.8,,
60,AYQQ00-0080,2,,1,5.7,,2
62,AYWC00-1980,2,,3,4.6,,4
63,FYQJ00-1130,2,,2,6.3,,
65,ACYY00-0020,2,,1,0.85,,
66,ACCP00-0030,2,,1,0.6,,
71,ACCP00-0080,2,,1,0.5,,
75,AQHS00-0040,2,,1,1.15,,
76,AQHS00-0050,2,,1,1.15,,
78,AQHS00-0070,2,,1,1.6,,
82,AQHS00-0110,2,,1,1.6,,
85,AQHS00-0140,2,,2,0.95,,
86,AQHS00-0150,2,,1,0.95,,
90,AQWC00-0190,2,,1,1.0,,4
91,AJZY00-0220,2,,1,2.36,,
94,AJYY00-0250,2,,1,2.36,,
96,AJYY00-0270,2,,1,0.41,,
99,AJHS00-0300,2,,1,0.53,,
100,AJYYA1-0310,2,,2,1.28,,
102,AJWC00-0570,2,,1,1.66,,4
104,AEQS00-0020,2,,1,1.6,,6
105,AEQS00-0030,2,,1,1.0,,6
111,DXHS00-0010,2,,1,2.3,,
112,DXHS00-0020,2,,2,1.8,,
116,AGHXB3-0090,2,,1,2.0,,4
120,AGWC00-0130,2,,1,2.0,,4
123,ENWCB1-0390,2,,2,2.2,,4
124,ENHSB1-0380,2,,1,2.2,,
125,ENHSB1-0430,2,,1,2.2,,
126,ENHSB1-0310,2,,1,1.8,,
131,ENQSB1-0360,2,,1,2.2,,6
132,ENHDB1-0300,2,,1,1.8,,
134,ENHDB1-0280,2,,1,1.8,,
140,ENHDB1-0220,2,,1,1.8,,
141,ENWCB1-0350,2,,5,1.8,,4
144,ENHDB1-0190,2,,1,1.8,,
148,ENHSB1-0420,2,,1,2.2,,
150,ENHSB1-0400,2,,1,2.2,,
154,ARWB00-0040,2,,2,2.4,,
159,ARWB00-0090,2,,2,1.2,,
162,ARWB00-0120,2,,2,1.2,,
163,ARWB00-0130,2,,2,1.2,,
164,ARWB00-0140,2,,2,1.2,,
165,A-3,1,A-2,0,0.0,,
170,AJZYA6-0360,2,,2,4.36,,
173,AJYYB1-0400,2,,2,1.05,,
175,AJZYB3-0420,2,AJZYA6-0360,2,1.05,,
177,AJYY00-0440,2,,2,0.85,,
182,AJYYC1-0490,2,,2,0.64,,
184,AJZYC3-0510,2,AJYYC1-0490,2,0.96,,
192,AJCP00-0770,2,,2,1.02,,
193,A-4,1,A-2,0,0.0,,
194,DFQJB1-0340,2,,2,1.1,,
195,DFQJB1-0350,2,,2,1.1,,
198,DFQJB2-0380,2,,2,0.7,,
201,DFQJC1-0410,2,,2,1.8,,
210,BMYY00-0030,2,,2,2.7,,
223,DMZY00-0760,2,,2,1.4,,
225,FMQJ00-2540,2,,2,2.9,,
228,A-5,1,"A-3,A-4",0,0.0,,
230,DFQJA3-0860,2,,2,0.9,,
231,DFQJA3-0870,2,,2,0.9,,
233,DFZYA4-1210,2,,2,4.1,,
241,A-6,1,"A-3,A-4",0,0.0,,
243,AAQS00-0130,2,,1,9.5,,6
244,AAQX00-0140,2,,2,8.7,,4
245,AFHS00-0010,2,,1,2.3,,
251,AKHS00-0110,2,,2,2.4,,
252,AKWC00-0120,2,,2,2.7,,4
253,AWHS00-0060,2,,1,2.3,,
255,ADHD00-0700,2,,1,3.3,,
256,ADHD00-0080,2,,1,3.6,,
259,AYZQ00-0120,2,,1,6.6,,
261,ACWB00-0175,2,,1,0.75,,
269,ABWC00-0160,2,,1,3.8,,4
272,ABWCB1-0100,2,,2,0.9,,4
