序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
4,FAQJ00-3450,2,,2,2.9,1,
5,FDQJ00-2000,2,,2,2.1,1,
6,ABQJ00-0010,2,,2,3.8,1,
9,AJZY00-0020,2,,2,1.09,,
13,AJZY00-0060,2,,2,1.28,,
15,AJCP00-0090,2,,2,2.06,,
17,AJCP00-0130,2,,2,1.35,,
18,AJCP00-0110,2,,2,2.06,,
19,AJCP00-0120,2,,2,0.57,,
20,AJCP00-0140,2,"AJCP00-0110,AJCP00-0120",2,1.35,,
21,AJCP00-0150,2,,2,1.04,,
22,AJCP00-0160,2,AJCP00-0150,2,2.52,,
24,AJWB00-0180,2,AJWB00-0190,2,1.04,,
25,AJWB00-0190,2,,2,1.06,,
26,AJQJ00-0200,2,,2,1.18,,
27,AEQJ00-0010,2,,2,8.3,,
28,AEQJ00-0080,2,,2,50.1,,
29,AGQJ00-0010,2,,2,3.8,,
,RAND-N94237-13,2,A-1,2,1.0,,
32,A-2,1,RAND-N94237-13,0,0.0,,
33,AFQJ00-0100,2,,3,0.7,,
34,AFZG00-0110,2,,3,0.9,,
35,AFZG00-0120,2,,3,0.5,,
38,AFZG00-0150,2,,5,0.5,,
39,AFZG00-0160,2,,1,0.5,,
41,AKQS00-0020,2,,1,1.1,,6
42,AKZY00-0030,2,,1,1.5,,
43,AKCP00-0040,2,,1,1.4,,
44,AKYY00-0050,2,,1,1.5,,
46,AKCP00-0070,2,,1,1.6,,
48,AWWB00-0010,2,,2,0.8,,
49,AWWB00-0020,2,,1,0.8,,
55,FWQJ00-1960,2,,1,0.8,,
57,AYWB00-0050,2,,1,4.2,,
60,AYQQ00-0080,2,,1,5.7,,2
61,AYZQ00-0090,2,,1,5.7,,
65,ACYY00-0020,2,,1,0.85,,
68,ACCP00-0050,2,,1,0.5,,
69,ACCP00-0060,2,,1,0.5,,
72,ACZY00-0090,2,,1,0.85,,
73,AQHS00-0020,2,,1,1.15,,
76,AQHS00-0050,2,,1,1.15,,
77,AQHS00-0060,2,,1,1.5,,
78,AQHS00-0070,2,,1,1.6,,
79,AQHS00-0080,2,,1,1.6,,
80,AQHS00-0090,2,,1,1.6,,
84,AQHS00-0130,2,,2,1.6,,
85,AQHS00-0140,2,,2,0.95,,
87,AQQS00-0160,2,,1,0.86,,6
89,AQHD00-0180,2,,1,1.0,,
90,AQWC00-0190,2,,1,1.0,,4
95,AJZY00-0260,2,,1,2.36,,
96,AJYY00-0270,2,,1,0.41,,
98,AJQX00-0290,2,,1,1.18,,4
100,AJYYA1-0310,2,,2,1.28,,
101,AJWC00-0560,2,,1,0.51,,4
105,AEQS00-0030,2,,1,1.0,,6
106,AEHS00-0040,2,,1,6.1,,
109,AEQS00-0070,2,,1,0.6,,6
110,AEZY00-0430,2,,1,1.5,,
112,DXHS00-0020,2,,2,1.8,,
113,DXHS00-0030,2,,1,1.0,,
114,AGHXB1-0070,2,,1,2.0,,4
115,AGHXB2-0080,2,,1,2.0,,4
116,AGHXB3-0090,2,,1,2.0,,4
117,AGHXB4-0100,2,,1,2.0,,4
119,AGHS00-0120,2,,2,2.3,,
122,EGYY00-0150,2,,1,1.8,,
124,ENHSB1-0380,2,,1,2.2,,
125,ENHSB1-0430,2,,1,2.2,,
126,ENHSB1-0310,2,,1,1.8,,
127,ENHSB1-0320,2,,1,1.8,,
128,ENHSB1-0330,2,,1,1.8,,
129,ENHSB1-0340,2,,1,1.8,,
131,ENQSB1-0360,2,,1,2.2,,6
135,ENHDB1-0270,2,,1,1.8,,
136,ENHDB1-0260,2,,1,1.8,,
140,ENHDB1-0220,2,,1,1.8,,
142,ENHDB1-0210,2,,1,1.8,,
143,ENHDB1-0200,2,,1,1.8,,
145,ENHDB1-0180,2,,1,1.8,,
146,ENHSB1-0170,2,,1,1.8,,
150,ENHSB1-0400,2,,1,2.2,,
152,ARWB00-0020,2,,2,2.4,,
153,ARWB00-0030,2,,2,2.4,,
155,ARWB00-0050,2,,2,2.4,,
156,ARWB00-0060,2,,2,2.4,,
