序号,AO号,类型,专业编码,工种,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,-1,,0,0.0,,
2,A-1,1,,-1,,0,0.0,,
3,FAQJ00-3450,2,A,0,,2,2.9,1,
4,AJYY00-0010,2,J,0,,2,1.09,,
5,AJZY00-0040,2,J,0,,2,1.35,,
6,AJCP00-0090,2,J,0,,2,2.06,,
7,AJCP00-0100,2,J,0,,2,0.57,,
8,AJCP00-0110,2,J,0,,2,2.06,,
9,AJCP00-0140,2,J,0,AJCP00-0110,2,1.35,,
10,AJCP00-0160,2,J,0,,2,2.52,,
11,ABHS00-2180,2,B,2,,2,1.8,,
12,A-2,1,,-1,A-1,0,0.0,,
13,AFQJ00-0100,2,F,4,,3,0.7,,
14,AFZG00-0120,2,F,4,,3,0.5,,
15,AFZG00-0130,2,F,4,,3,0.5,,
16,AKCP00-0040,2,K,4,,1,1.4,,
17,AMYG00-0010,2,M,0,,1,0.7,,
18,AWWB00-0010,2,W,1,,2,0.8,,
19,BWQS00-0090,2,W,1,,1,1.0,,6
20,FWQJ00-1960,2,W,1,,1,0.8,,
21,AYWB00-0050,2,Y,3,,1,4.2,,
22,AYZQ00-0090,2,Y,3,,1,5.7,,
23,ACCP00-0080,2,C,4,,1,0.5,,
24,ACZY00-0090,2,C,4,,1,0.85,,
25,AQHS00-0040,2,Q,2,,1,1.15,,
26,AQHS00-0050,2,Q,2,,1,1.15,,
27,AQHS00-0070,2,Q,2,,1,1.6,,
28,AQHS00-0080,2,Q,2,,1,1.6,,
29,AQHS00-0150,2,Q,2,,1,0.95,,
30,AQQS00-0160,2,Q,2,,1,0.86,,6
31,AQHD00-0180,2,Q,2,,1,1.0,,
32,AJYY00-0250,2,J,0,,1,2.36,,
33,AJHS00-0300,2,J,0,,1,0.53,,
34,AJYYA1-0310,2,J,0,,2,1.28,,
35,AJWC00-0560,2,J,0,,1,0.51,,4
36,AJWC00-0580,2,J,0,,5,1.53,,4
37,AEQS00-0070,2,E,4,,1,0.6,,6
38,DXHS00-0030,2,X,2,,1,1.0,,
39,AGHXB1-0070,2,G,0,,1,2.0,,4
40,AGHXB3-0090,2,G,0,,1,2.0,,4
41,EGZY00-0140,2,G,0,,1,1.8,,
42,ENWCB1-0370,2,N,3,,1,2.2,,4
43,ENHDB1-0290,2,N,3,,1,1.8,,
44,ENHDB1-0210,2,N,3,,1,1.8,,
45,ENHDB1-0180,2,N,3,,1,1.8,,
46,ENHSB1-0420,2,N,3,,1,2.2,,
47,ARWB00-0060,2,R,1,,2,2.4,,
48,ARWB00-0070,2,R,1,,2,2.4,,
49,ARWB00-0110,2,R,1,,2,1.2,,
50,ARWB00-0120,2,R,1,,2,1.2,,
51,A-3,1,,-1,A-2,0,0.0,,
52,AJYYA2-0320,2,J,0,,2,0.9,,
53,AJYY00-0380,2,J,0,,2,0.99,,
54,AJYYB2-0410,2,J,0,,2,1.75,,
55,AJZYB3-0420,2,J,0,,2,1.05,,
56,AJYY00-0440,2,J,0,AJYYB2-0410,2,0.85,,
57,AJCP00-0460,2,J,0,,2,1.19,,
58,AJCP00-0480,2,J,0,,2,1.19,,
59,AJZYC3-0510,2,J,0,,2,0.96,,
60,RJND-N6451-2,2,J,0,AJCP00-0480,2,1.82,,
61,AJCPD3-0540,2,J,0,RJND-N6451-2,2,3.12,,
62,AJWC00-0650,2,J,0,,2,1.83,,4
63,AJWC00-0660,2,J,0,,2,1.96,,4
64,AJCP00-0770,2,J,0,,2,1.02,,
65,A-4,1,,-1,A-2,0,0.0,,
66,DFQJB1-0350,2,F,4,,2,1.1,,
67,DFQJB1-0360,2,F,4,,2,1.1,,
68,DFQJB2-0390,2,F,4,,2,0.7,,
69,DFQS00-0480,2,F,4,,2,1.0,,6
70,DFZY00-3100,2,F,4,,2,0.7,,
71,BMZY00-0400,2,M,0,,2,2.4,,
72,DMYY00-0770,2,M,0,,2,1.4,,
73,A-5,1,,-1,"A-3,A-4",0,0.0,,
74,DFQJA3-0850,2,F,4,,2,0.9,,
75,DFQJA3-0860,2,F,4,,2,0.9,,
76,RFND-N36697-3,2,F,4,DFQJA3-0860,2,2.35,,
77,DFZYA4-1220,2,F,4,"DFQJA3-0980,RFND-N36697-3",2,4.1,,
78,DFQJA3-0980,2,F,4,,2,0.9,,
79,A-6,1,,-1,"A-3,A-4",0,0.0,,
80,AAQX00-0140,2,A,0,,2,8.7,,4
81,AFHS00-0010,2,F,4,,1,2.3,,
82,AKHS00-0110,2,K,4,,2,2.4,,
83,AKWC00-0120,2,K,4,,2,2.7,,4
84,ADHD00-0060,2,D,1,,1,3.7,,
85,AYQQ00-0100,2,Y,3,,1,6.6,,2
86,AYZQ00-0110,2,Y,3,,1,6.6,,
87,AYZQ00-0120,2,Y,3,,1,6.6,,
88,ACWC00-0180,2,C,4,,1,1.65,,4
89,ABWC00-0130,2,B,2,,1,3.8,,4
90,ABWC00-0140,2,B,2,,1,3.8,,4
91,ABWC00-0150,2,B,2,,1,3.8,,4
92,ABWC00-0180,2,B,2,,1,3.8,,4
93,ABHS00-1610,2,B,2,,2,3.8,,
94,ENQSA2-0110,2,N,3,,2,1.8,,6
95,ARHS00-0160,2,R,1,,1,4.0,,
96,B,1,,-1,A,0,0.0,,
97,B-1,1,,-1,,0,0.0,,
98,DMZG00-1790,2,M,0,,2,1.0,,
99,DMYG00-2070,2,M,0,,2,2.1,,
100,DMYG00-2080,2,M,0,,2,1.2,,
101,DMYG00-1760,2,M,0,,2,1.0,,
102,BMZY00-0270,2,M,0,,2,2.3,,
103,BMYY00-0290,2,M,0,,2,2.3,,
104,BMZY00-0240,2,M,0,,2,1.8,,
105,BMYY00-0250,2,M,0,,2,1.8,,
106,B-2,1,,-1,B-1,0,0.0,,
107,CMYG00-0620,2,M,0,,2,9.9,,
108,B-3,1,,-1,B-2,0,0.0,,
109,DMZG00-1720,2,M,0,,2,26.2,,
110,DMYG00-1730,2,M,0,,2,26.2,,
111,FMQQ00-3170,2,M,0,,2,5.9,,2
112,FMQQ00-3180,2,M,0,,2,1.0,,2
113,B-4,1,,-1,,0,0.0,,
114,BAQX00-0150,2,A,0,,2,1.2,,4
115,BAHS00-0180,2,A,0,,2,1.3,,
116,BAHS00-0190,2,A,0,,2,1.3,,
117,B-5,1,,-1,B-4,0,0.0,,
118,CAHS00-0330,2,A,0,,2,1.8,,
119,CAHS00-0390,2,A,0,,2,1.8,,
120,B-6,1,,-1,B-5,0,0.0,,
