序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
11,AJYY00-0050,2,,2,1.28,,
12,AJYY00-0070,2,AJYY00-0050,2,1.35,,
14,AJZY00-0080,2,,2,1.35,,
18,AJCP00-0110,2,,2,2.06,,
25,AJWB00-0190,2,,2,1.06,,
,RAND-N36265-4,2,A-1,2,1.0,,
32,A-2,1,RAND-N36265-4,0,0.0,,
35,AFZG00-0120,2,,3,0.5,,
41,AKQS00-0020,2,,1,1.1,,6
43,AKCP00-0040,2,,1,1.4,,
44,AKYY00-0050,2,,1,1.5,,
46,AKCP00-0070,2,,1,1.6,,
49,AWWB00-0020,2,,1,0.8,,
52,AWWB00-0050,2,,1,0.8,,
53,BWQS00-0090,2,,1,1.0,,6
55,FWQJ00-1960,2,,1,0.8,,
61,AYZQ00-0090,2,,1,5.7,,
63,FYQJ00-1130,2,AYZQ00-0090,2,6.3,,
70,ACCP00-0070,2,,1,0.5,,
72,ACZY00-0090,2,,1,0.85,,
77,AQHS00-0060,2,,1,1.5,,
80,AQHS00-0090,2,,1,1.6,,
82,AQHS00-0110,2,,1,1.6,,
87,AQQS00-0160,2,,1,0.86,,6
92,AJYY00-0230,2,,1,0.41,,
96,AJYY00-0270,2,,1,0.41,,
99,AJHS00-0300,2,,1,0.53,,
101,AJWC00-0560,2,,1,0.51,,4
105,AEQS00-0030,2,,1,1.0,,6
113,DXHS00-0030,2,,1,1.0,,
114,AGHXB1-0070,2,,1,2.0,,4
120,AGWC00-0130,2,,1,2.0,,4
122,EGYY00-0150,2,,1,1.8,,
127,ENHSB1-0320,2,,1,1.8,,
138,ENHDB1-0240,2,,1,1.8,,
143,ENHDB1-0200,2,,1,1.8,,
144,ENHDB1-0190,2,,1,1.8,,
147,ENHSB1-0440,2,,1,2.2,,
148,ENHSB1-0420,2,,1,2.2,,
152,ARWB00-0020,2,,2,2.4,,
156,ARWB00-0060,2,,2,2.4,,
159,ARWB00-0090,2,,2,1.2,,
162,ARWB00-0120,2,,2,1.2,,
163,ARWB00-0130,2,,2,1.2,,
165,A-3,1,A-2,0,0.0,,
167,AJYYA3-0330,2,,2,4.36,,
174,AJYYB2-0410,2,,2,1.75,,
178,AJZY00-0450,2,,2,0.85,,
182,AJYYC1-0490,2,,2,0.64,,
193,A-4,1,A-2,0,0.0,,
195,DFQJB1-0350,2,,2,1.1,,
196,DFQJB1-0360,2,,2,1.1,,
200,DFQJB2-0400,2,,2,0.7,,
203,DFZY00-0430,2,,2,1.3,,
207,DFZG00-0470,2,,2,1.6,,
208,DFQS00-0480,2,,2,1.0,,6
209,BMZG00-0020,2,,2,0.7,,
212,BMZY00-0130,2,,2,14.8,,
213,DFZY00-3090,2,,2,0.7,,
217,DFYY00-3120,2,,2,0.6,,
219,BMZY00-0400,2,,2,2.4,,
221,BMYY00-0420,2,,2,2.4,,
224,DMYY00-0770,2,,2,1.4,,
225,FMQJ00-2540,2,,2,2.9,,
227,AYQJ00-0140,2,,2,18.1,,
228,A-5,1,"A-3,A-4",0,0.0,,
233,DFZYA4-1210,2,,2,4.1,,
234,DFZYA4-1220,2,,2,4.1,,
235,DFYYA4-1230,2,DFQJA3-0990,2,4.1,,
239,DFQJA3-0990,2,,2,0.9,,
240,DFQJA3-1000,2,,2,0.9,,
241,A-6,1,"A-3,A-4",0,0.0,,
242,AAQX00-0120,2,,1,1.7,,4
245,AFHS00-0010,2,,1,2.3,,
255,ADHD00-0700,2,ABHS00-1610,1,3.3,,
257,AYQQ00-0100,2,,1,6.6,,2
258,AYZQ00-0110,2,,1,6.6,,
266,ABWC00-0130,2,,1,3.8,,4
267,ABWC00-0140,2,,1,3.8,,4
272,ABWCB1-0100,2,,2,0.9,,4
278,ABHS00-1610,2,,2,3.8,,
280,AEHS00-0150,2,,1,3.4,,
282,ENQSA2-0150,2,,2,1.8,,6
284,ENQSA2-0130,2,,2,1.8,,6
285,ENQSA2-0120,2,,2,1.8,,6
287,ENQSA2-0100,2,,2,1.8,,6
291,B,1,A,0,0.0,,
