序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,AAQS00-0010,2,,2,1.7,1,6
7,AJYY00-0010,2,,2,1.09,,
9,AJZY00-0020,2,,2,1.09,,
12,AJYY00-0070,2,,2,1.35,,
13,AJZY00-0060,2,,2,1.28,,
18,AJCP00-0110,2,,2,2.06,,
,RAND-N38866-9,2,AJCP00-0110,2,1.0,,
20,AJCP00-0140,2,RAND-N38866-9,2,1.35,,
25,AJWB00-0190,2,,2,1.06,,
28,AEQJ00-0080,2,,2,50.1,,
30,FJQJ00-0370,2,,2,1.03,,
32,A-2,1,A-1,0,0.0,,
37,AFZG00-0140,2,,5,0.5,,
39,AFZG00-0160,2,,1,0.5,,
45,AKCP00-0060,2,,1,1.4,,
47,AMYG00-0010,2,,1,0.7,,
50,AWWB00-0030,2,,1,0.8,,
52,AWWB00-0050,2,,1,0.8,,
57,AYWB00-0050,2,,1,4.2,,
58,AYQQ00-0060,2,,2,6.2,,2
63,FYQJ00-1130,2,,2,6.3,,
69,ACCP00-0060,2,,1,0.5,,
72,ACZY00-0090,2,,1,0.85,,
75,AQHS00-0040,2,,1,1.15,,
79,AQHS00-0080,2,,1,1.6,,
82,AQHS00-0110,2,,1,1.6,,
85,AQHS00-0140,2,,2,0.95,,
87,AQQS00-0160,2,,1,0.86,,6
95,AJZY00-0260,2,,1,2.36,,
97,AJZY00-0280,2,,1,0.41,,
100,AJYYA1-0310,2,,2,1.28,,
102,AJWC00-0570,2,,1,1.66,,4
104,AEQS00-0020,2,,1,1.6,,6
109,AEQS00-0070,2,,1,0.6,,6
114,AGHXB1-0070,2,,1,2.0,,4
117,AGHXB4-0100,2,,1,2.0,,4
118,AGHXB5-0110,2,,1,2.0,,4
123,ENWCB1-0390,2,,2,2.2,,4
128,ENHSB1-0330,2,,1,1.8,,
130,ENWCB1-0370,2,,1,2.2,,4
132,ENHDB1-0300,2,,1,1.8,,
133,ENHDB1-0290,2,,1,1.8,,
134,ENHDB1-0280,2,,1,1.8,,
136,ENHDB1-0260,2,,1,1.8,,
140,ENHDB1-0220,2,,1,1.8,,
141,ENWCB1-0350,2,,5,1.8,,4
143,ENHDB1-0200,2,,1,1.8,,
146,ENHSB1-0170,2,,1,1.8,,
149,ENHSB1-0410,2,,1,2.2,,
151,ARWB00-0010,2,,2,2.4,,
152,ARWB00-0020,2,,2,2.4,,
155,ARWB00-0050,2,,2,2.4,,
164,ARWB00-0140,2,,2,1.2,,
,RAND-N92333-14,2,A-2,2,1.0,,
165,A-3,1,RAND-N92333-14,0,0.0,,
177,AJYY00-0440,2,,2,0.85,,
182,AJYYC1-0490,2,,2,0.64,,
,RAND-N21161-1,2,AJYYC1-0490,2,1.0,,
183,AJYYC2-0500,2,RAND-N21161-1,2,0.96,,
184,AJZYC3-0510,2,AJYYC1-0490,2,0.96,,
188,AJCPD4-0550,2,,2,8.34,,
189,AJWC00-0650,2,,2,1.83,,4
192,AJCP00-0770,2,,2,1.02,,
193,A-4,1,A-2,0,0.0,,
194,DFQJB1-0340,2,,2,1.1,,
195,DFQJB1-0350,2,,2,1.1,,
197,DFQJB2-0370,2,,2,0.7,,
198,DFQJB2-0380,2,,2,0.7,,
200,DFQJB2-0400,2,,2,0.7,,
204,DFZY00-0440,2,,2,1.3,,
208,DFQS00-0480,2,,2,1.0,,6
210,BMYY00-0030,2,,2,2.7,,
212,BMZY00-0130,2,,2,14.8,,
221,BMYY00-0420,2,,2,2.4,,
222,BMYY00-0430,2,,2,2.4,,
225,FMQJ00-2540,2,,2,2.9,,
228,A-5,1,"A-3,A-4",0,0.0,,
230,DFQJA3-0860,2,,2,0.9,,
231,DFQJA3-0870,2,,2,0.9,,
241,A-6,1,"A-3,A-4",0,0.0,,
252,AKWC00-0120,2,,2,2.7,,4
253,AWHS00-0060,2,,1,2.3,,
254,ADHD00-0060,2,,1,3.7,,
255,ADHD00-0700,2,,1,3.3,,
262,ACWC00-0180,2,,1,1.65,,4
264,ACWC00-0200,2,,1,1.9,,4
