序号,AO号,类型,专业编码,工种,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,-1,,0,0.0,,
2,A-1,1,,-1,,0,0.0,,
3,AAQS00-0010,2,A,0,,2,1.83,1,6
4,FAQJ00-3450,2,A,0,,2,3.22,1,
5,FDQJ00-2000,2,D,1,,2,2.48,1,
6,ABQJ00-0010,2,B,2,,2,2.92,1,
7,AJYY00-0010,2,J,0,,2,1.08,,
8,AJYY00-0030,2,J,0,AJYY00-0010,2,1.17,,
9,AJZY00-0020,2,J,0,,2,0.97,,
10,RJND-N93182-64,2,J,0,RJND-N41875-20,1,0.89,,
11,RJND-N41875-20,2,J,0,AJZY00-0020,2,0.88,,
12,AJZY00-0040,2,J,0,RJND-N93182-64,2,1.05,,
13,AJYY00-0050,2,J,0,,2,1.48,,
14,RJND-N68588-35,2,J,0,RJND-N6162-31,3,0.9,,
15,RJND-N6162-31,2,J,0,AJYY00-0050,1,0.89,,
16,AJYY00-0070,2,J,0,RJND-N68588-35,2,1.33,,
17,AJZY00-0060,2,J,0,,2,1.06,,
18,AJZY00-0080,2,J,0,AJZY00-0060,2,1.49,,
19,AJCP00-0090,2,J,0,,2,1.67,,
20,AJCP00-0100,2,J,0,,2,0.59,,
21,RJND-N29560-24,2,J,0,RJND-N10437-10,2,0.74,,
22,RJND-N10437-10,2,J,0,AJCP00-0100,1,0.95,,
23,AJCP00-0130,2,J,0,RJND-N29560-24,2,1.95,,
24,AJCP00-0110,2,J,0,,2,1.89,,
25,AJCP00-0140,2,J,0,AJCP00-0110,2,1.45,,
26,AJCP00-0150,2,J,0,,2,0.63,,
27,AJCP00-0160,2,J,0,AJCP00-0150,2,2.45,,
28,AJCP00-0170,2,J,0,AJCP00-0160,2,0.72,,
29,AJWB00-0180,2,J,0,AJWB00-0190,2,1.12,,
30,AJWB00-0190,2,J,0,,2,0.8,,
31,AJQJ00-0200,2,J,0,,2,0.96,,
32,AEQJ00-0010,2,E,4,,2,9.57,,
33,AEQJ00-0080,2,E,4,,2,20.7,,
34,AGQJ00-0010,2,G,0,,2,4.92,,
35,FJQJ00-0370,2,J,0,,2,0.93,,
36,ABHS00-2180,2,B,2,,2,2.28,,
37,A-2,1,,-1,A-1,0,0.0,,
38,AFQJ00-0100,2,F,4,,3,0.48,,
39,AFZG00-0110,2,F,4,,3,1.01,,
40,AFZG00-0120,2,F,4,,3,0.72,,
41,AFZG00-0130,2,F,4,,3,0.41,,
42,AFZG00-0140,2,F,4,,5,0.5,,
43,AFZG00-0150,2,F,4,,5,0.41,,
44,AFZG00-0160,2,F,4,,1,0.51,,
45,AFZG00-0170,2,F,4,,1,0.54,,
46,AKQS00-0020,2,K,4,,1,0.91,,6
47,AKZY00-0030,2,K,4,,1,1.47,,
48,AKCP00-0040,2,K,4,,1,1.04,,
49,AKYY00-0050,2,K,4,,1,1.55,,
50,AKCP00-0060,2,K,4,,1,0.88,,
51,AKCP00-0070,2,K,4,,1,0.56,,
52,AMYG00-0010,2,M,0,,1,0.76,,
53,AWWB00-0010,2,W,1,,2,1.11,,
54,AWWB00-0020,2,W,1,,1,0.7,,
55,AWWB00-0030,2,W,1,,1,0.66,,
56,AWWC00-0040,2,W,1,,1,1.1,,4
57,AWWB00-0050,2,W,1,,1,1.05,,
58,BWQS00-0090,2,W,1,,1,1.19,,6
59,AWWB00-1600,2,W,1,,1,0.75,,
60,FWQJ00-1960,2,W,1,,1,0.73,,
61,AYWB00-0040,2,Y,3,,1,3.42,,
62,AYWB00-0050,2,Y,3,,1,4.91,,
63,AYQQ00-0060,2,Y,3,,2,6.11,,2
64,AYHS00-0070,2,Y,3,,1,4.86,,
65,AYQQ00-0080,2,Y,3,,1,6.05,,2
66,AYZQ00-0090,2,Y,3,,1,5.96,,
67,AYWC00-1980,2,Y,3,,3,7.01,,4
68,RYND-N20600-58,2,Y,3,AYZQ00-0090,1,6.6,,
69,FYQJ00-1130,2,Y,3,RYND-N20600-58,2,6.21,,
70,ACZY00-0010,2,C,4,,1,0.76,,
71,ACYY00-0020,2,C,4,,1,0.83,,
72,ACCP00-0040,2,C,4,,1,0.74,,
73,ACCP00-0050,2,C,4,,1,0.54,,
74,ACCP00-0060,2,C,4,,1,0.68,,
75,ACCP00-0070,2,C,4,,1,0.52,,
76,ACCP00-0080,2,C,4,,1,0.67,,
77,ACZY00-0090,2,C,4,,1,0.91,,
78,AQHS00-0020,2,Q,2,,1,1.05,,
79,AQHS00-0030,2,Q,2,,1,0.99,,
80,AQHS00-0040,2,Q,2,,1,1.1,,
81,AQHS00-0050,2,Q,2,,1,1.38,,
82,AQHS00-0060,2,Q,2,,1,1.42,,
83,AQHS00-0070,2,Q,2,,1,1.3,,
84,AQHS00-0080,2,Q,2,,1,1.52,,
85,AQHS00-0090,2,Q,2,,1,1.65,,
86,AQHS00-0100,2,Q,2,,1,1.49,,
87,AQHS00-0110,2,Q,2,,1,1.42,,
88,AQHS00-0120,2,Q,2,,1,2.13,,
89,AQHS00-0130,2,Q,2,,2,1.02,,
90,RQND-N59909-54,2,Q,2,RQND-N3788-36,2,1.98,,
91,RQND-N3788-36,2,Q,2,AQHS00-0120,2,2.16,,
92,AQHS00-0140,2,Q,2,RQND-N59909-54,2,1.08,,
93,RQND-N86264-73,2,Q,2,AQHS00-0130,2,1.19,,
94,AQHS00-0150,2,Q,2,RQND-N86264-73,1,0.99,,
95,AQQS00-0160,2,Q,2,,1,0.83,,6
96,RQND-N23854-65,2,Q,2,AQHS00-0130,2,3.08,,
97,AQQJ00-0170,2,Q,2,RQND-N23854-65,2,3.11,,2
98,AQHD00-0180,2,Q,2,,1,0.81,,
99,AQWC00-0190,2,Q,2,,1,1.13,,4
100,AJZY00-0220,2,J,0,,1,2.37,,
101,AJYY00-0230,2,J,0,,1,0.37,,
102,AJZY00-0240,2,J,0,,1,0.45,,
103,AJYY00-0250,2,J,0,,1,2.14,,
104,AJZY00-0260,2,J,0,,1,2.56,,
105,AJYY00-0270,2,J,0,,1,0.46,,
106,AJZY00-0280,2,J,0,,1,0.42,,
107,AJQX00-0290,2,J,0,,1,1.19,,4
108,AJHS00-0300,2,J,0,,1,0.77,,
109,AJYYA1-0310,2,J,0,,2,1.25,,
110,AJWC00-0560,2,J,0,,1,0.55,,4
111,AJWC00-0570,2,J,0,,1,1.57,,4
112,AJWC00-0580,2,J,0,,5,1.27,,4
113,AEQS00-0020,2,E,4,,1,1.63,,6
