序号,AO号,类型,专业编码,工种,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,-1,,0,0.0,,
2,A-1,1,,-1,,0,0.0,,
3,FAQJ00-3450,2,A,0,,2,2.9,1,
4,ABQJ00-0010,2,B,2,,2,3.8,1,
5,AJYY00-0010,2,J,0,,2,1.09,,
6,AJZY00-0040,2,J,0,,2,1.35,,
7,AJYY00-0050,2,J,0,,2,1.28,,
8,AJYY00-0070,2,J,0,AJYY00-0050,2,1.35,,
9,AJZY00-0060,2,J,0,,2,1.28,,
10,RJND-N23633-5,2,J,0,AJZY00-0060,2,15.59,,
11,AJZY00-0080,2,J,0,RJND-N23633-5,2,1.35,,
12,AJCP00-0090,2,J,0,,2,2.06,,
13,AJCP00-0130,2,J,0,,2,1.35,,
14,AJWB00-0190,2,J,0,,2,1.06,,
15,AJQJ00-0200,2,J,0,,2,1.18,,
16,AEQJ00-0010,2,E,4,,2,8.3,,
17,AEQJ00-0080,2,E,4,,2,50.1,,
18,AGQJ00-0010,2,G,0,,2,3.8,,
19,ABHS00-2180,2,B,2,,2,1.8,,
20,A-2,1,,-1,A-1,0,0.0,,
21,AFQJ00-0100,2,F,4,,3,0.7,,
22,AFZG00-0110,2,F,4,,3,0.9,,
23,AFZG00-0120,2,F,4,,3,0.5,,
24,AFZG00-0130,2,F,4,,3,0.5,,
25,AFZG00-0140,2,F,4,,5,0.5,,
26,AFZG00-0160,2,F,4,,1,0.5,,
27,AKQS00-0020,2,K,4,,1,1.1,,6
28,AKCP00-0040,2,K,4,,1,1.4,,
29,AKYY00-0050,2,K,4,,1,1.5,,
30,AKCP00-0070,2,K,4,,1,1.6,,
31,AMYG00-0010,2,M,0,,1,0.7,,
32,AWWB00-0010,2,W,1,,2,0.8,,
33,AWWC00-0040,2,W,1,,1,0.8,,4
34,AWWB00-0050,2,W,1,,1,0.8,,
35,BWQS00-0090,2,W,1,,1,1.0,,6
36,AWWB00-1600,2,W,1,,1,0.5,,
37,AYHS00-0070,2,Y,3,,1,5.2,,
38,AYQQ00-0080,2,Y,3,,1,5.7,,2
39,ACYY00-0020,2,C,4,,1,0.85,,
40,ACCP00-0030,2,C,4,,1,0.6,,
41,ACCP00-0080,2,C,4,,1,0.5,,
42,ACZY00-0090,2,C,4,,1,0.85,,
43,AQHS00-0020,2,Q,2,,1,1.15,,
44,AQHS00-0030,2,Q,2,,1,1.15,,
45,AQHS00-0040,2,Q,2,,1,1.15,,
46,AQHS00-0070,2,Q,2,,1,1.6,,
47,AQHS00-0080,2,Q,2,,1,1.6,,
48,AQHS00-0090,2,Q,2,,1,1.6,,
49,AQHS00-0110,2,Q,2,,1,1.6,,
50,AQHS00-0120,2,Q,2,,1,1.6,,
51,AQHS00-0140,2,Q,2,AQHS00-0120,2,0.95,,
52,AQHS00-0150,2,Q,2,,1,0.95,,
53,AQQJ00-0170,2,Q,2,,2,3.2,,2
54,AQHD00-0180,2,Q,2,,1,1.0,,
55,AJZY00-0260,2,J,0,,1,2.36,,
56,AJYY00-0270,2,J,0,,1,0.41,,
57,AJHS00-0300,2,J,0,,1,0.53,,
58,AJYYA1-0310,2,J,0,,2,1.28,,
59,AJWC00-0560,2,J,0,,1,0.51,,4
60,AJWC00-0570,2,J,0,,1,1.66,,4
61,AJWC00-0580,2,J,0,,5,1.53,,4
62,AEQS00-0030,2,E,4,,1,1.0,,6
63,AEHS00-0040,2,E,4,,1,6.1,,
64,AEQX00-0050,2,E,4,,1,1.0,,4
65,AEQS00-0070,2,E,4,,1,0.6,,6
66,DXHS00-0010,2,X,2,,1,2.3,,
67,DXHS00-0020,2,X,2,,2,1.8,,
68,DXHS00-0030,2,X,2,,1,1.0,,
69,AGHXB2-0080,2,G,0,,1,2.0,,4
70,AGHXB4-0100,2,G,0,,1,2.0,,4
71,AGHXB5-0110,2,G,0,,1,2.0,,4
72,AGHS00-0120,2,G,0,,2,2.3,,
73,AGWC00-0130,2,G,0,,1,2.0,,4
74,EGZY00-0140,2,G,0,,1,1.8,,
75,EGYY00-0150,2,G,0,,1,1.8,,
76,ENHSB1-0430,2,N,3,,1,2.2,,
77,ENHSB1-0330,2,N,3,,1,1.8,,
78,ENWCB1-0370,2,N,3,,1,2.2,,4
79,ENHDB1-0300,2,N,3,,1,1.8,,
80,ENHDB1-0290,2,N,3,,1,1.8,,
81,ENHDB1-0280,2,N,3,,1,1.8,,
82,ENHDB1-0260,2,N,3,,1,1.8,,
83,ENHDB1-0240,2,N,3,,1,1.8,,
84,ENHSB1-0170,2,N,3,,1,1.8,,
85,ENHSB1-0420,2,N,3,,1,2.2,,
86,ENHSB1-0400,2,N,3,,1,2.2,,
87,ARWB00-0010,2,R,1,,2,2.4,,
88,ARWB00-0040,2,R,1,,2,2.4,,
89,ARWB00-0060,2,R,1,,2,2.4,,
90,ARWB00-0070,2,R,1,,2,2.4,,
91,ARWB00-0130,2,R,1,,2,1.2,,
92,A-3,1,,-1,A-2,0,0.0,,
93,AJYYA2-0320,2,J,0,,2,0.9,,
94,AJYYA3-0330,2,J,0,AJYYA2-0320,2,4.36,,
95,AJZYA4-0340,2,J,0,,2,1.28,,
96,AJYY00-0380,2,J,0,,2,0.99,,
97,AJZY00-0390,2,J,0,,2,0.99,,
98,RJND-N73219-8,2,J,0,AJYYA3-0330,2,3.23,,
99,AJYYB1-0400,2,J,0,RJND-N73219-8,2,1.05,,
100,AJZYB4-0430,2,J,0,,2,1.75,,
101,AJYY00-0440,2,J,0,AJZYA4-0340,2,0.85,,
102,AJCP00-0470,2,J,0,,2,1.19,,
103,AJCP00-0480,2,J,0,,2,1.19,,
104,AJYYC2-0500,2,J,0,,2,0.96,,
105,AJZYC3-0510,2,J,0,,2,0.96,,
106,AJCPD2-0530,2,J,0,,2,3.12,,
107,AJCPD4-0550,2,J,0,AJCP00-0480,2,8.34,,
108,AJWC00-0660,2,J,0,,2,1.96,,4
109,AJWC00-0670,2,J,0,,2,0.43,,4
110,A-4,1,,-1,A-2,0,0.0,,
111,DFQJB1-0340,2,F,4,,2,1.1,,
112,DFQJB1-0350,2,F,4,,2,1.1,,
113,DFQJB1-0360,2,F,4,,2,1.1,,
114,DFQJB2-0370,2,F,4,,2,0.7,,
115,DFQJB2-0380,2,F,4,,2,0.7,,
116,DFQJB2-0390,2,F,4,,2,0.7,,
117,DFQJC1-0410,2,F,4,,2,1.8,,
118,DFQJC2-0420,2,F,4,,2,1.3,,
