序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
4,FAQJ00-3450,2,,2,2.9,1,
5,FDQJ00-2000,2,,2,2.1,1,
8,AJYY00-0030,2,,2,1.35,,
9,AJZY00-0020,2,,2,1.09,,
10,AJZY00-0040,2,AJZY00-0020,2,1.35,,
17,AJCP00-0130,2,,2,1.35,,
20,AJCP00-0140,2,,2,1.35,,
22,AJCP00-0160,2,,2,2.52,,
26,AJQJ00-0200,2,,2,1.18,,
31,ABHS00-2180,2,,2,1.8,,
32,A-2,1,A-1,0,0.0,,
35,AFZG00-0120,2,,3,0.5,,
37,AFZG00-0140,2,,5,0.5,,
40,AFZG00-0170,2,,1,0.5,,
45,AKCP00-0060,2,,1,1.4,,
46,AKCP00-0070,2,,1,1.6,,
55,FWQJ00-1960,2,,1,0.8,,
56,AYWB00-0040,2,,1,4.2,,
59,AYHS00-0070,2,,1,5.2,,
63,FYQJ00-1130,2,,2,6.3,,
66,ACCP00-0030,2,,1,0.6,,
67,ACCP00-0040,2,,1,0.6,,
69,ACCP00-0060,2,,1,0.5,,
71,ACCP00-0080,2,,1,0.5,,
80,AQHS00-0090,2,,1,1.6,,
82,AQHS00-0110,2,,1,1.6,,
87,AQQS00-0160,2,,1,0.86,,6
90,AQWC00-0190,2,,1,1.0,,4
95,AJZY00-0260,2,,1,2.36,,
98,AJQX00-0290,2,,1,1.18,,4
100,AJYYA1-0310,2,,2,1.28,,
104,AEQS00-0020,2,,1,1.6,,6
108,AEQS00-0060,2,,1,0.6,,6
109,AEQS00-0070,2,,1,0.6,,6
110,AEZY00-0430,2,,1,1.5,,
111,DXHS00-0010,2,,1,2.3,,
117,AGHXB4-0100,2,,1,2.0,,4
118,AGHXB5-0110,2,,1,2.0,,4
121,EGZY00-0140,2,,1,1.8,,
126,ENHSB1-0310,2,,1,1.8,,
130,ENWCB1-0370,2,,1,2.2,,4
134,ENHDB1-0280,2,,1,1.8,,
135,ENHDB1-0270,2,,1,1.8,,
136,ENHDB1-0260,2,,1,1.8,,
140,ENHDB1-0220,2,,1,1.8,,
151,ARWB00-0010,2,,2,2.4,,
163,ARWB00-0130,2,,2,1.2,,
164,ARWB00-0140,2,,2,1.2,,
165,A-3,1,A-2,0,0.0,,
171,AJYY00-0380,2,,2,0.99,,
175,AJZYB3-0420,2,,2,1.05,,
179,AJCP00-0460,2,,2,1.19,,
182,AJYYC1-0490,2,,2,0.64,,
187,AJCPD3-0540,2,,2,3.12,,
189,AJWC00-0650,2,,2,1.83,,4
192,AJCP00-0770,2,,2,1.02,,
193,A-4,1,A-2,0,0.0,,
197,DFQJB2-0370,2,,2,0.7,,
201,DFQJC1-0410,2,,2,1.8,,
206,DFYY00-0460,2,,2,1.3,,
212,BMZY00-0130,2,,2,14.8,,
213,DFZY00-3090,2,,2,0.7,,
216,DFYY00-3110,2,,2,0.6,,
217,DFYY00-3120,2,,2,0.6,,
222,BMYY00-0430,2,,2,2.4,,
226,AYQJ00-0130,2,,2,36.2,,
,RAND-N61967-6,2,A-4,2,1.0,,
228,A-5,1,"A-3,RAND-N61967-6",0,0.0,,
231,DFQJA3-0870,2,,2,0.9,,
233,DFZYA4-1210,2,,2,4.1,,
,RAND-N51821-7,2,A-3,2,1.0,,
241,A-6,1,"A-4,RAND-N51821-7",0,0.0,,
242,AAQX00-0120,2,,1,1.7,,4
245,AFHS00-0010,2,,1,2.3,,
254,ADHD00-0060,2,,1,3.7,,
261,ACWB00-0175,2,,1,0.75,,
265,ABWC00-0120,2,,1,3.9,,4
266,ABWC00-0130,2,,1,3.8,,4
267,ABWC00-0140,2,,1,3.8,,4
278,ABHS00-1610,2,,2,3.8,,
280,AEHS00-0150,2,,1,3.4,,
283,ENQSA2-0140,2,,2,1.8,,6
286,ENQSA2-0110,2,,2,1.8,,6
291,B,1,A,0,0.0,,
292,B-1,1,,0,0.0,,
295,DMYG00-2080,2,,2,1.2,,
296,DMYG00-1760,2,,2,1.0,,
297,BMZY00-0260,2,,2,2.3,,
