序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,AAQS00-0010,2,,2,1.7,1,6
4,FAQJ00-3450,2,,2,2.9,1,
8,AJYY00-0030,2,,2,1.35,,
9,AJZY00-0020,2,,2,1.09,,
10,AJZY00-0040,2,AJZY00-0020,2,1.35,,
14,AJZY00-0080,2,,2,1.35,,
15,AJCP00-0090,2,,2,2.06,,
21,AJCP00-0150,2,,2,1.04,,
26,AJQJ00-0200,2,,2,1.18,,
28,AEQJ00-0080,2,,2,50.1,,
32,A-2,1,A-1,0,0.0,,
37,AFZG00-0140,2,,5,0.5,,
39,AFZG00-0160,2,,1,0.5,,
43,AKCP00-0040,2,,1,1.4,,
44,AKYY00-0050,2,,1,1.5,,
52,AWWB00-0050,2,,1,0.8,,
55,FWQJ00-1960,2,,1,0.8,,
56,AYWB00-0040,2,,1,4.2,,
59,AYHS00-0070,2,,1,5.2,,
65,ACYY00-0020,2,,1,0.85,,
69,ACCP00-0060,2,,1,0.5,,
73,AQHS00-0020,2,,1,1.15,,
78,AQHS00-0070,2,,1,1.6,,
81,AQHS00-0100,2,,1,1.6,,
83,AQHS00-0120,2,,1,1.6,,
86,AQHS00-0150,2,,1,0.95,,
91,AJZY00-0220,2,,1,2.36,,
96,AJYY00-0270,2,,1,0.41,,
97,AJZY00-0280,2,,1,0.41,,
100,AJYYA1-0310,2,,2,1.28,,
101,AJWC00-0560,2,,1,0.51,,4
111,DXHS00-0010,2,,1,2.3,,
113,DXHS00-0030,2,,1,1.0,,
115,AGHXB2-0080,2,,1,2.0,,4
119,AGHS00-0120,2,,2,2.3,,
122,EGYY00-0150,2,,1,1.8,,
126,ENHSB1-0310,2,,1,1.8,,
132,ENHDB1-0300,2,,1,1.8,,
133,ENHDB1-0290,2,,1,1.8,,
136,ENHDB1-0260,2,,1,1.8,,
139,ENHDB1-0230,2,,1,1.8,,
144,ENHDB1-0190,2,,1,1.8,,
150,ENHSB1-0400,2,,1,2.2,,
151,ARWB00-0010,2,,2,2.4,,
154,ARWB00-0040,2,,2,2.4,,
159,ARWB00-0090,2,,2,1.2,,
164,ARWB00-0140,2,,2,1.2,,
165,A-3,1,A-2,0,0.0,,
167,AJYYA3-0330,2,,2,4.36,,
168,AJZYA4-0340,2,,2,1.28,,
169,AJZYA5-0350,2,AJZYA4-0340,2,0.9,,
172,AJZY00-0390,2,,2,0.99,,
174,AJYYB2-0410,2,AJZYA4-0340,2,1.75,,
183,AJYYC2-0500,2,,2,0.96,,
187,AJCPD3-0540,2,,2,3.12,,
193,A-4,1,A-2,0,0.0,,
194,DFQJB1-0340,2,,2,1.1,,
195,DFQJB1-0350,2,,2,1.1,,
196,DFQJB1-0360,2,,2,1.1,,
198,DFQJB2-0380,2,,2,0.7,,
200,DFQJB2-0400,2,,2,0.7,,
202,DFQJC2-0420,2,,2,1.3,,
215,BMZY00-0300,2,,2,1.0,,
217,DFYY00-3120,2,,2,0.6,,
223,DMZY00-0760,2,,2,1.4,,
226,AYQJ00-0130,2,,2,36.2,,
228,A-5,1,"A-3,A-4",0,0.0,,
233,DFZYA4-1210,2,,2,4.1,,
234,DFZYA4-1220,2,,2,4.1,,
235,DFYYA4-1230,2,,2,4.1,,
240,DFQJA3-1000,2,,2,0.9,,
241,A-6,1,"A-3,A-4",0,0.0,,
244,AAQX00-0140,2,,2,8.7,,4
245,AFHS00-0010,2,,1,2.3,,
257,AYQQ00-0100,2,,1,6.6,,2
258,AYZQ00-0110,2,,1,6.6,,
260,ACWB00-0170,2,,2,2.6,,
262,ACWC00-0180,2,ACWB00-0170,1,1.65,,4
263,ACWC00-0190,2,,1,1.9,,4
265,ABWC00-0120,2,,1,3.9,,4
268,ABWC00-0150,2,,1,3.8,,4
269,ABWC00-0160,2,,1,3.8,,4
271,ABWC00-0180,2,,1,3.8,,4
273,ABWCB1-0110,2,,2,0.9,,4
274,ABWCB2-0190,2,,2,3.8,,4
278,ABHS00-1610,2,,2,3.8,,
284,ENQSA2-0130,2,,2,1.8,,6
