序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,AAQS00-0010,2,,2,1.7,1,6
13,AJZY00-0060,2,,2,1.28,,
19,AJCP00-0120,2,,2,0.57,,
20,AJCP00-0140,2,AJCP00-0120,2,1.35,,
22,AJCP00-0160,2,,2,2.52,,
23,AJCP00-0170,2,AJCP00-0160,2,0.63,,
31,ABHS00-2180,2,,2,1.8,,
32,A-2,1,A-1,0,0.0,,
34,AFZG00-0110,2,,3,0.9,,
36,AFZG00-0130,2,,3,0.5,,
39,AFZG00-0160,2,,1,0.5,,
46,AKCP00-0070,2,,1,1.6,,
54,AWWB00-1600,2,,1,0.5,,
55,FWQJ00-1960,2,,1,0.8,,
56,AYWB00-0040,2,,1,4.2,,
58,AYQQ00-0060,2,,2,6.2,,2
62,AYWC00-1980,2,,3,4.6,,4
70,ACCP00-0070,2,,1,0.5,,
71,ACCP00-0080,2,,1,0.5,,
76,AQHS00-0050,2,,1,1.15,,
87,AQQS00-0160,2,,1,0.86,,6
88,AQQJ00-0170,2,,2,3.2,,2
90,AQWC00-0190,2,,1,1.0,,4
97,AJZY00-0280,2,,1,0.41,,
98,AJQX00-0290,2,,1,1.18,,4
100,AJYYA1-0310,2,,2,1.28,,
102,AJWC00-0570,2,,1,1.66,,4
103,AJWC00-0580,2,,5,1.53,,4
105,AEQS00-0030,2,,1,1.0,,6
106,AEHS00-0040,2,,1,6.1,,
109,AEQS00-0070,2,,1,0.6,,6
115,AGHXB2-0080,2,,1,2.0,,4
117,AGHXB4-0100,2,,1,2.0,,4
120,AGWC00-0130,2,,1,2.0,,4
127,ENHSB1-0320,2,,1,1.8,,
128,ENHSB1-0330,2,,1,1.8,,
130,ENWCB1-0370,2,,1,2.2,,4
137,ENHDB1-0250,2,,1,1.8,,
138,ENHDB1-0240,2,,1,1.8,,
139,ENHDB1-0230,2,,1,1.8,,
140,ENHDB1-0220,2,,1,1.8,,
142,ENHDB1-0210,2,,1,1.8,,
148,ENHSB1-0420,2,,1,2.2,,
150,ENHSB1-0400,2,,1,2.2,,
156,ARWB00-0060,2,,2,2.4,,
159,ARWB00-0090,2,,2,1.2,,
160,ARWB00-0100,2,,2,1.2,,
161,ARWB00-0110,2,,2,1.2,,
,RAND-N3126-1,2,A-2,2,1.0,,
165,A-3,1,RAND-N3126-1,0,0.0,,
168,AJZYA4-0340,2,,2,1.28,,
171,AJYY00-0380,2,,2,0.99,,
176,AJZYB4-0430,2,,2,1.75,,
179,AJCP00-0460,2,,2,1.19,,
181,AJCP00-0480,2,,2,1.19,,
182,AJYYC1-0490,2,,2,0.64,,
183,AJYYC2-0500,2,AJYYC1-0490,2,0.96,,
184,AJZYC3-0510,2,AJYYC1-0490,2,0.96,,
186,AJCPD2-0530,2,AJCP00-0460,2,3.12,,
191,AJWC00-0670,2,,2,0.43,,4
193,A-4,1,A-2,0,0.0,,
195,DFQJB1-0350,2,,2,1.1,,
197,DFQJB2-0370,2,,2,0.7,,
201,DFQJC1-0410,2,,2,1.8,,
202,DFQJC2-0420,2,,2,1.3,,
203,DFZY00-0430,2,,2,1.3,,
204,DFZY00-0440,2,,2,1.3,,
209,BMZG00-0020,2,,2,0.7,,
220,BMZY00-0410,2,,2,2.4,,
221,BMYY00-0420,2,,2,2.4,,
223,DMZY00-0760,2,,2,1.4,,
226,AYQJ00-0130,2,,2,36.2,,
,RAND-N78964-6,2,A-4,2,1.0,,
228,A-5,1,"A-3,RAND-N78964-6",0,0.0,,
234,DFZYA4-1220,2,,2,4.1,,
237,DFQJA3-0970,2,,2,0.9,,
241,A-6,1,"A-3,A-4",0,0.0,,
244,AAQX00-0140,2,,2,8.7,,4
245,AFHS00-0010,2,,1,2.3,,
248,AKHD00-0080,2,,1,7.2,,
257,AYQQ00-0100,2,,1,6.6,,2
272,ABWCB1-0100,2,,2,0.9,,4
280,AEHS00-0150,2,,1,3.4,,
288,ENHSA2-0160,2,,2,1.8,,
291,B,1,A,0,0.0,,
292,B-1,1,,0,0.0,,
