scenario_id,level,reschedule_start_time,delayed_task_count,frozen_task_count,movable_task_count,eligible_delay_task_count,TaskID,release_time
low_000,low,27.798082866817506,13,31,259,254,34,53.31710346253303
low_000,low,27.798082866817506,13,31,259,254,43,47.15464971434583
low_000,low,27.798082866817506,13,31,259,254,117,51.08802357029398
low_000,low,27.798082866817506,13,31,259,254,119,51.15080606105833
low_000,low,27.798082866817506,13,31,259,254,149,53.07192490655876
low_000,low,27.798082866817506,13,31,259,254,179,69.65527892075905
low_000,low,27.798082866817506,13,31,259,254,198,68.91510378577868
low_000,low,27.798082866817506,13,31,259,254,224,72.28955078360852
low_000,low,27.798082866817506,13,31,259,254,226,73.30545946632563
low_000,low,27.798082866817506,13,31,259,254,243,119.27765265754756
low_000,low,27.798082866817506,13,31,259,254,268,114.96953029050074
low_000,low,27.798082866817506,13,31,259,254,269,114.97351802427508
low_000,low,27.798082866817506,13,31,259,254,274,117.2322979978784
low_001,low,36.39033499049752,11,31,259,254,57,57.35967358633568
low_001,low,36.39033499049752,11,31,259,254,58,59.33906159876116
low_001,low,36.39033499049752,11,31,259,254,78,47.6632410495037
low_001,low,36.39033499049752,11,31,259,254,81,47.88589600936575
low_001,low,36.39033499049752,11,31,259,254,82,50.08708834236744
low_001,low,36.39033499049752,11,31,259,254,94,53.30435990388428
low_001,low,36.39033499049752,11,31,259,254,120,48.68350650134954
low_001,low,36.39033499049752,11,31,259,254,137,51.12493426409986
low_001,low,36.39033499049752,11,31,259,254,179,69.65527892075905
low_001,low,36.39033499049752,11,31,259,254,220,71.75717276513568
low_001,low,36.39033499049752,11,31,259,254,267,114.96798204214012
low_002,low,43.56631363155833,11,31,259,254,46,51.941866289429925
low_002,low,43.56631363155833,11,31,259,254,54,52.91139417563225
low_002,low,43.56631363155833,11,31,259,254,121,52.421187942801666
low_002,low,43.56631363155833,11,31,259,254,124,53.88364829470538
low_002,low,43.56631363155833,11,31,259,254,143,54.14567365514321
low_002,low,43.56631363155833,11,31,259,254,151,57.130911207996434
low_002,low,43.56631363155833,11,31,259,254,201,69.89151973494086
low_002,low,43.56631363155833,11,31,259,254,211,72.97857214583101
low_002,low,43.56631363155833,11,31,259,254,225,73.80349185083048
low_002,low,43.56631363155833,11,31,259,254,226,73.30545946632563
low_002,low,43.56631363155833,11,31,259,254,282,112.40990581320372
low_003,low,33.745778015868325,13,31,259,254,39,45.622375309657166
low_003,low,33.745778015868325,13,31,259,254,40,46.72784424573836
low_003,low,33.745778015868325,13,31,259,254,58,59.33906159876116
low_003,low,33.745778015868325,13,31,259,254,76,47.404656109684105
low_003,low,33.745778015868325,13,31,259,254,85,54.77932705611205
low_003,low,33.745778015868325,13,31,259,254,90,53.26153063319134
low_003,low,33.745778015868325,13,31,259,254,105,57.54759932150765
low_003,low,33.745778015868325,13,31,259,254,132,49.04740139064825
low_003,low,33.745778015868325,13,31,259,254,203,69.95518634225886
low_003,low,33.745778015868325,13,31,259,254,221,71.83154006921978
low_003,low,33.745778015868325,13,31,259,254,245,112.33958159379462
low_003,low,33.745778015868325,13,31,259,254,248,119.15406196025226
low_003,low,33.745778015868325,13,31,259,254,253,114.32639020667824
low_004,low,38.0784958977682,10,31,259,254,57,57.35967358633568
low_004,low,38.0784958977682,10,31,259,254,62,63.1578749134229
low_004,low,38.0784958977682,10,31,259,254,83,53.15461112042067
low_004,low,38.0784958977682,10,31,259,254,106,48.919236052792996
low_004,low,38.0784958977682,10,31,259,254,132,49.04740139064825
