scenario_id,level,reschedule_start_time,delayed_task_count,frozen_task_count,movable_task_count,eligible_delay_task_count,TaskID,release_time
low_000,low,264.84122112713374,76,1564,1735,1673,44,651.5736201382567
low_000,low,264.84122112713374,76,1564,1735,1673,46,646.069542635687
low_000,low,264.84122112713374,76,1564,1735,1673,50,646.9345934258029
low_000,low,264.84122112713374,76,1564,1735,1673,53,643.5765529484125
low_000,low,264.84122112713374,76,1564,1735,1673,58,680.7551628520695
low_000,low,264.84122112713374,76,1564,1735,1673,67,643.927854980599
low_000,low,264.84122112713374,76,1564,1735,1673,106,649.2458332163693
low_000,low,264.84122112713374,76,1564,1735,1673,132,658.8297490653881
low_000,low,264.84122112713374,76,1564,1735,1673,165,696.1109557716287
low_000,low,264.84122112713374,76,1564,1735,1673,218,705.0040810482818
low_000,low,264.84122112713374,76,1564,1735,1673,221,705.3238567401744
low_000,low,264.84122112713374,76,1564,1735,1673,241,764.2480565605323
low_000,low,264.84122112713374,76,1564,1735,1673,257,784.7750556206718
low_000,low,264.84122112713374,76,1564,1735,1673,270,780.774515289945
low_000,low,264.84122112713374,76,1564,1735,1673,276,802.5927107710862
low_000,low,264.84122112713374,76,1564,1735,1673,300,803.4263867831081
low_000,low,264.84122112713374,76,1564,1735,1673,311,828.9602109125962
low_000,low,264.84122112713374,76,1564,1735,1673,361,507.4379394221516
low_000,low,264.84122112713374,76,1564,1735,1673,520,277.22369217331595
low_000,low,264.84122112713374,76,1564,1735,1673,670,748.9043558653999
low_000,low,264.84122112713374,76,1564,1735,1673,684,768.5629622890655
low_000,low,264.84122112713374,76,1564,1735,1673,685,776.0039014311429
low_000,low,264.84122112713374,76,1564,1735,1673,789,860.814746453972
low_000,low,264.84122112713374,76,1564,1735,1673,793,860.8168789708238
low_000,low,264.84122112713374,76,1564,1735,1673,808,859.5724323604994
low_000,low,264.84122112713374,76,1564,1735,1673,844,873.2629054597824
low_000,low,264.84122112713374,76,1564,1735,1673,1196,295.7195953572767
low_000,low,264.84122112713374,76,1564,1735,1673,1287,309.20257804943924
low_000,low,264.84122112713374,76,1564,1735,1673,1367,313.3608390128064
low_000,low,264.84122112713374,76,1564,1735,1673,1414,381.3689482968934
low_000,low,264.84122112713374,76,1564,1735,1673,1418,381.401323263311
low_000,low,264.84122112713374,76,1564,1735,1673,1420,381.6180607871339
low_000,low,264.84122112713374,76,1564,1735,1673,1526,297.8614503335248
low_000,low,264.84122112713374,76,1564,1735,1673,1532,356.83060571212394
low_000,low,264.84122112713374,76,1564,1735,1673,1584,393.93033860926704
low_000,low,264.84122112713374,76,1564,1735,1673,1599,432.78643861177176
low_000,low,264.84122112713374,76,1564,1735,1673,1622,499.9743838932915
low_000,low,264.84122112713374,76,1564,1735,1673,1641,699.4630147915418
low_000,low,264.84122112713374,76,1564,1735,1673,1657,348.1321847730008
low_000,low,264.84122112713374,76,1564,1735,1673,1901,390.983874350722
low_000,low,264.84122112713374,76,1564,1735,1673,1935,391.3027586069415
low_000,low,264.84122112713374,76,1564,1735,1673,2198,454.2864357998722
low_000,low,264.84122112713374,76,1564,1735,1673,2230,494.5366378404477
low_000,low,264.84122112713374,76,1564,1735,1673,2263,327.8373680455373
low_000,low,264.84122112713374,76,1564,1735,1673,2265,325.8753042454564
low_000,low,264.84122112713374,76,1564,1735,1673,2325,503.8933686657339
low_000,low,264.84122112713374,76,1564,1735,1673,2416,962.2548292559144
low_000,low,264.84122112713374,76,1564,1735,1673,2418,963.4202721085694
low_000,low,264.84122112713374,76,1564,1735,1673,2429,392.801889579928
low_000,low,264.84122112713374,76,1564,1735,1673,2685,288.9786432330242
low_000,low,264.84122112713374,76,1564,1735,1673,2686,289.2261588346554
low_000,low,264.84122112713374,76,1564,1735,1673,2771,350.9375048438051
low_000,low,264.84122112713374,76,1564,1735,1673,2799,348.3005294591697
low_000,low,264.84122112713374,76,1564,1735,1673,2829,1002.668660106656
low_000,low,264.84122112713374,76,1564,1735,1673,2836,1001.830188934218
low_000,low,264.84122112713374,76,1564,1735,1673,2894,1002.8985115298556
low_000,low,264.84122112713374,76,1564,1735,1673,2904,1053.137536994859
low_000,low,264.84122112713374,76,1564,1735,1673,2915,1050.1867526981123
low_000,low,264.84122112713374,76,1564,1735,1673,2952,1076.9226289311032
low_000,low,264.84122112713374,76,1564,1735,1673,2954,1068.6650563229111
low_000,low,264.84122112713374,76,1564,1735,1673,3016,1086.50258926511
low_000,low,264.84122112713374,76,1564,1735,1673,3025,1090.705465048222
low_000,low,264.84122112713374,76,1564,1735,1673,3040,1093.132673934079
low_000,low,264.84122112713374,76,1564,1735,1673,3042,1090.9765445212083
low_000,low,264.84122112713374,76,1564,1735,1673,3058,1091.8781324530917
low_000,low,264.84122112713374,76,1564,1735,1673,3067,1083.8940322975843
low_000,low,264.84122112713374,76,1564,1735,1673,3105,1156.953605113312
low_000,low,264.84122112713374,76,1564,1735,1673,3110,1159.125213337471
low_000,low,264.84122112713374,76,1564,1735,1673,3125,1158.591210252427
low_000,low,264.84122112713374,76,1564,1735,1673,3143,1190.4575158137598
low_000,low,264.84122112713374,76,1564,1735,1673,3206,1194.7681844492004
low_000,low,264.84122112713374,76,1564,1735,1673,3211,1191.201981911702
low_000,low,264.84122112713374,76,1564,1735,1673,3231,1212.6829356303117
low_000,low,264.84122112713374,76,1564,1735,1673,3259,1220.5095141903143
low_000,low,264.84122112713374,76,1564,1735,1673,3267,1220.5095141903143
low_000,low,264.84122112713374,76,1564,1735,1673,3269,1220.5095141903143
low_001,low,346.70235362213685,63,1797,1502,1446,55,677.0606931977851
low_001,low,346.70235362213685,63,1797,1502,1446,72,650.1937972073154
low_001,low,346.70235362213685,63,1797,1502,1446,79,653.8610321155004
low_001,low,346.70235362213685,63,1797,1502,1446,93,668.8224825393547
low_001,low,346.70235362213685,63,1797,1502,1446,94,669.135636880074
low_001,low,346.70235362213685,63,1797,1502,1446,131,657.780984314377
low_001,low,346.70235362213685,63,1797,1502,1446,143,662.1778847085126
low_001,low,346.70235362213685,63,1797,1502,1446,144,662.2424193423888
low_001,low,346.70235362213685,63,1797,1502,1446,169,756.9799950026689
low_001,low,346.70235362213685,63,1797,1502,1446,179,700.1829528600714
low_001,low,346.70235362213685,63,1797,1502,1446,183,702.3155481434898
low_001,low,346.70235362213685,63,1797,1502,1446,225,709.9124287859539
low_001,low,346.70235362213685,63,1797,1502,1446,262,764.2480565605323
low_001,low,346.70235362213685,63,1797,1502,1446,267,780.0564266340253
low_001,low,346.70235362213685,63,1797,1502,1446,285,774.839197857853
low_001,low,346.70235362213685,63,1797,1502,1446,546,552.4421143525178
low_001,low,346.70235362213685,63,1797,1502,1446,679,774.4019167482726
low_001,low,346.70235362213685,63,1797,1502,1446,733,876.9989077765086
low_001,low,346.70235362213685,63,1797,1502,1446,767,883.0464829473062
low_001,low,346.70235362213685,63,1797,1502,1446,801,860.8576782895826
low_001,low,346.70235362213685,63,1797,1502,1446,817,868.3354727354181
low_001,low,346.70235362213685,63,1797,1502,1446,824,870.5273837284411
low_001,low,346.70235362213685,63,1797,1502,1446,831,873.93863797834
low_001,low,346.70235362213685,63,1797,1502,1446,852,872.8990741114144
low_001,low,346.70235362213685,63,1797,1502,1446,868,870.1424066218777
low_001,low,346.70235362213685,63,1797,1502,1446,883,952.721795974701
low_001,low,346.70235362213685,63,1797,1502,1446,1562,531.2020012980644
low_001,low,346.70235362213685,63,1797,1502,1446,1589,401.6816469782448
low_001,low,346.70235362213685,63,1797,1502,1446,1809,383.3369547986617
low_001,low,346.70235362213685,63,1797,1502,1446,1904,390.6083413346923
low_001,low,346.70235362213685,63,1797,1502,1446,1929,369.5069766161637
low_001,low,346.70235362213685,63,1797,1502,1446,1935,391.3027586069415
low_001,low,346.70235362213685,63,1797,1502,1446,2195,446.56427041255967
low_001,low,346.70235362213685,63,1797,1502,1446,2229,502.0936055317422
low_001,low,346.70235362213685,63,1797,1502,1446,2268,370.6252103376943
low_001,low,346.70235362213685,63,1797,1502,1446,2437,683.5686967268031
low_001,low,346.70235362213685,63,1797,1502,1446,2512,372.443143510166
low_001,low,346.70235362213685,63,1797,1502,1446,2516,376.8878671166133
low_001,low,346.70235362213685,63,1797,1502,1446,2551,414.7129590015337
low_001,low,346.70235362213685,63,1797,1502,1446,2607,965.2416319906436
low_001,low,346.70235362213685,63,1797,1502,1446,2616,992.6883408970816
low_001,low,346.70235362213685,63,1797,1502,1446,2619,994.7583102825376
low_001,low,346.70235362213685,63,1797,1502,1446,2621,993.1045744974208
low_001,low,346.70235362213685,63,1797,1502,1446,2640,992.9594776373548
low_001,low,346.70235362213685,63,1797,1502,1446,2701,371.2720946691632
low_001,low,346.70235362213685,63,1797,1502,1446,2710,561.3785633187839
low_001,low,346.70235362213685,63,1797,1502,1446,2835,1000.6468044483214
low_001,low,346.70235362213685,63,1797,1502,1446,2838,1010.9258256478414
low_001,low,346.70235362213685,63,1797,1502,1446,2942,1064.5916821360368
