TaskID,StationID,Team,Start,End,Duration
0,0,[],0.0,0.0,0.0
1,0,[],0.0,0.0,0.0
2,1,"[66, 65]",0.0,1.7499984723719018,1.7499984723719018
6,1,"[6, 20]",0.0,1.039428496315498,1.039428496315498
8,2,"[30, 3]",0.0,1.0541538121941494,1.0541538121941494
10,4,"[53, 77]",0.0,1.2647148796015355,1.2647148796015355
12,5,"[12, 19]",0.0,1.27699824826326,1.27699824826326
15,1,"[5, 22]",0.0,0.5045136778111244,0.5045136778111244
17,3,"[61, 34]",0.0,2.1944684474381657,2.1944684474381657
18,2,"[72, 41]",0.0,0.527604130201003,0.527604130201003
20,4,"[45, 55]",0.0,0.9799821840276772,0.9799821840276772
24,5,"[24, 0]",0.0,1.0047921279691836,1.0047921279691836
25,3,"[48, 60]",0.0,1.1606510718639544,1.1606510718639544
28,4,"[56, 14]",0.0,4.079692687683869,4.079692687683869
29,3,"[44, 18]",0.0,0.9578015736500962,0.9578015736500962
30,5,"[11, 2]",0.0,1.637526415608604,1.637526415608604
3,1,"[5, 22]",0.5045136778111244,3.071337769259881,2.5668240914487566
14,2,"[72, 41]",0.527604130201003,2.434383940135508,1.906779809934505
16,2,"[1, 40]",0.527604130201003,1.9847860509023179,1.4571819207013148
26,3,"[23, 44]",0.9578015736500962,8.587723865257194,7.629922291607098
21,4,"[45, 55]",0.9799821840276772,3.3545544682976907,2.3745722842700134
23,5,"[24, 0]",1.0047921279691836,1.9906259309578966,0.985833802988713
7,1,"[6, 20]",1.039428496315498,2.326794048459872,1.287365552144374
9,2,"[30, 3]",1.0541538121941494,2.35975714064908,1.3056033284549307
27,3,"[13, 52]",1.1606510718639544,48.16581373677824,47.00516266491429
11,4,"[53, 77]",1.2647148796015355,2.59859390755295,1.3338790279514143
13,5,"[12, 19]",1.27699824826326,2.623832392118452,1.346834143855192
4,1,"[31, 7]",1.7499984723719018,3.6710011403779568,1.921002668006055
19,5,"[24, 0]",2.1944684474381657,3.474156626625764,1.2796881791875983
5,1,"[79, 63]",2.326794048459872,5.931113881620396,3.604319833160524
22,5,"[12, 19]",3.3545544682976907,3.9830770529061494,0.6285225846084588
31,0,[],48.16581373677824,48.16581373677824,0.0
91,5,[24],48.16581373677824,48.53473328735103,0.3689195505727909
92,5,[0],48.16581373677824,48.53532211150281,0.36950837472456755
95,5,[12],48.16581373677824,48.55350370752381,0.3876899707455692
96,5,[24],48.53473328735103,48.90365283792382,0.3689195505727909
100,5,[0],48.53532211150281,48.994954475476945,0.4596323639741371
34,5,"[54, 29, 39]",48.55350370752381,49.06915399880517,0.5156502912813608
35,5,"[24, 64, 19]",48.90365283792382,49.420153198788775,0.5165003608649528
32,5,"[0, 57, 16]",48.994954475476945,49.73155909374287,0.7366046182659218
33,5,"[54, 29, 39]",49.06915399880517,49.9973245599938,0.9281705611886295
98,5,[24],49.420153198788775,49.89704918160394,0.4768959828151651
46,5,[0],49.73155909374287,50.3624270453489,0.6308679516060351
