序号,AO号,类型,专业编码,工种,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,-1,,0,0.0,,
2,A-1,1,,-1,,0,0.0,,
3,FAQJ00-3450,2,A,0,,2,2.9,1,
4,AJYY00-0010,2,J,0,,2,1.09,,
5,AJYY00-0030,2,J,0,AJYY00-0010,2,1.35,,
6,AJZY00-0040,2,J,0,,2,1.35,,
7,AJYY00-0050,2,J,0,,2,1.28,,
8,AJYY00-0070,2,J,0,AJYY00-0050,2,1.35,,
9,AJZY00-0060,2,J,0,,2,1.28,,
10,AJCP00-0090,2,J,0,,2,2.06,,
11,AJCP00-0110,2,J,0,,2,2.06,,
12,AJCP00-0120,2,J,0,,2,0.57,,
13,AJCP00-0140,2,J,0,"AJCP00-0110,AJCP00-0120",2,1.35,,
14,AJCP00-0150,2,J,0,,2,1.04,,
15,AJCP00-0160,2,J,0,AJCP00-0150,2,2.52,,
16,AJWB00-0180,2,J,0,,2,1.04,,
17,AEQJ00-0010,2,E,4,,2,8.3,,
18,FJQJ00-0370,2,J,0,,2,1.03,,
19,ABHS00-2180,2,B,2,,2,1.8,,
20,A-2,1,,-1,A-1,0,0.0,,
21,AFQJ00-0100,2,F,4,,3,0.7,,
22,AFZG00-0110,2,F,4,,3,0.9,,
23,AFZG00-0120,2,F,4,,3,0.5,,
24,AFZG00-0130,2,F,4,,3,0.5,,
25,AFZG00-0140,2,F,4,,5,0.5,,
26,AFZG00-0150,2,F,4,,5,0.5,,
27,AFZG00-0160,2,F,4,,1,0.5,,
28,AKZY00-0030,2,K,4,,1,1.5,,
29,AKCP00-0040,2,K,4,,1,1.4,,
30,AKYY00-0050,2,K,4,,1,1.5,,
31,AKCP00-0060,2,K,4,,1,1.4,,
32,AMYG00-0010,2,M,0,,1,0.7,,
33,AWWB00-0010,2,W,1,,2,0.8,,
34,AWWB00-0020,2,W,1,,1,0.8,,
35,AWWB00-0030,2,W,1,,1,0.8,,
36,AWWC00-0040,2,W,1,,1,0.8,,4
37,AWWB00-0050,2,W,1,,1,0.8,,
38,BWQS00-0090,2,W,1,,1,1.0,,6
39,AWWB00-1600,2,W,1,,1,0.5,,
40,FWQJ00-1960,2,W,1,,1,0.8,,
41,AYWB00-0040,2,Y,3,,1,4.2,,
42,AYQQ00-0060,2,Y,3,,2,6.2,,2
43,AYWC00-1980,2,Y,3,,3,4.6,,4
44,ACZY00-0010,2,C,4,,1,0.85,,
45,ACCP00-0050,2,C,4,,1,0.5,,
46,ACCP00-0060,2,C,4,,1,0.5,,
47,ACZY00-0090,2,C,4,,1,0.85,,
48,AQHS00-0030,2,Q,2,,1,1.15,,
49,AQHS00-0050,2,Q,2,,1,1.15,,
50,AQHS00-0100,2,Q,2,,1,1.6,,
51,AQHS00-0110,2,Q,2,,1,1.6,,
52,AQHS00-0120,2,Q,2,,1,1.6,,
53,AQHS00-0130,2,Q,2,,2,1.6,,
54,AQQS00-0160,2,Q,2,,1,0.86,,6
55,RQND-N24806-8,2,Q,2,AQHS00-0130,2,3.87,,
56,AQQJ00-0170,2,Q,2,RQND-N24806-8,2,3.2,,2
57,AQHD00-0180,2,Q,2,,1,1.0,,
58,AJYY00-0230,2,J,0,,1,0.41,,
59,AJZY00-0240,2,J,0,,1,0.41,,
60,AJYY00-0270,2,J,0,,1,0.41,,
61,AJZY00-0280,2,J,0,,1,0.41,,
62,AJHS00-0300,2,J,0,,1,0.53,,
63,AJWC00-0580,2,J,0,,5,1.53,,4
64,AEQS00-0020,2,E,4,,1,1.6,,6
65,AEQS00-0030,2,E,4,,1,1.0,,6
66,AEHS00-0040,2,E,4,,1,6.1,,
67,AEQS00-0060,2,E,4,,1,0.6,,6
68,AEQS00-0070,2,E,4,,1,0.6,,6
69,AEZY00-0430,2,E,4,,1,1.5,,
70,DXHS00-0010,2,X,2,,1,2.3,,
71,DXHS00-0020,2,X,2,,2,1.8,,
72,AGHXB1-0070,2,G,0,,1,2.0,,4
73,AGHXB2-0080,2,G,0,,1,2.0,,4
74,AGHXB4-0100,2,G,0,,1,2.0,,4
75,AGHXB5-0110,2,G,0,,1,2.0,,4
76,AGWC00-0130,2,G,0,,1,2.0,,4
77,EGZY00-0140,2,G,0,,1,1.8,,
78,EGYY00-0150,2,G,0,,1,1.8,,
79,ENWCB1-0390,2,N,3,,2,2.2,,4
80,ENHSB1-0380,2,N,3,,1,2.2,,
81,ENHSB1-0430,2,N,3,,1,2.2,,
82,ENHDB1-0300,2,N,3,,1,1.8,,
83,ENHDB1-0270,2,N,3,,1,1.8,,
84,ENHDB1-0260,2,N,3,,1,1.8,,
85,ENHDB1-0250,2,N,3,,1,1.8,,
86,ENHDB1-0240,2,N,3,,1,1.8,,
87,ENHDB1-0230,2,N,3,,1,1.8,,
88,ENHDB1-0220,2,N,3,,1,1.8,,
89,ENWCB1-0350,2,N,3,,5,1.8,,4
90,ENHDB1-0210,2,N,3,,1,1.8,,
91,ENHDB1-0190,2,N,3,,1,1.8,,
92,ENHDB1-0180,2,N,3,,1,1.8,,
93,ENHSB1-0440,2,N,3,,1,2.2,,
94,ARWB00-0020,2,R,1,,2,2.4,,
95,ARWB00-0030,2,R,1,,2,2.4,,
96,ARWB00-0050,2,R,1,,2,2.4,,
97,ARWB00-0060,2,R,1,,2,2.4,,
98,ARWB00-0090,2,R,1,,2,1.2,,
99,ARWB00-0100,2,R,1,,2,1.2,,
100,ARWB00-0110,2,R,1,,2,1.2,,
101,ARWB00-0120,2,R,1,,2,1.2,,
102,A-3,1,,-1,A-2,0,0.0,,
103,AJYYA2-0320,2,J,0,,2,0.9,,
104,RJND-N41261-4,2,J,0,AJYYA2-0320,1,1.84,,
105,AJYYA3-0330,2,J,0,RJND-N41261-4,2,4.36,,
106,AJYY00-0380,2,J,0,,2,0.99,,
107,AJZY00-0390,2,J,0,,2,0.99,,
108,AJYYB1-0400,2,J,0,AJYYA3-0330,2,1.05,,
109,AJYYB2-0410,2,J,0,,2,1.75,,
110,AJZYB3-0420,2,J,0,,2,1.05,,
111,AJZYB4-0430,2,J,0,,2,1.75,,
112,AJYY00-0440,2,J,0,AJYYB2-0410,2,0.85,,
113,AJCP00-0460,2,J,0,,2,1.19,,
114,AJCP00-0480,2,J,0,,2,1.19,,
115,AJYYC1-0490,2,J,0,,2,0.64,,
116,AJYYC2-0500,2,J,0,AJYYC1-0490,2,0.96,,
117,AJZYC3-0510,2,J,0,AJYYC1-0490,2,0.96,,
