序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
8,AJYY00-0030,2,,2,1.35,,
10,AJZY00-0040,2,,2,1.35,,
11,AJYY00-0050,2,,2,1.28,,
25,AJWB00-0190,2,,2,1.06,,
27,AEQJ00-0010,2,,2,8.3,,
28,AEQJ00-0080,2,,2,50.1,,
,RAND-N42387-17,2,A-1,2,1.0,,
32,A-2,1,RAND-N42387-17,0,0.0,,
37,AFZG00-0140,2,,5,0.5,,
39,AFZG00-0160,2,,1,0.5,,
42,AKZY00-0030,2,,1,1.5,,
54,AWWB00-1600,2,,1,0.5,,
59,AYHS00-0070,2,,1,5.2,,
61,AYZQ00-0090,2,,1,5.7,,
64,ACZY00-0010,2,,1,0.85,,
65,ACYY00-0020,2,,1,0.85,,
71,ACCP00-0080,2,,1,0.5,,
76,AQHS00-0050,2,,1,1.15,,
77,AQHS00-0060,2,,1,1.5,,
80,AQHS00-0090,2,,1,1.6,,
84,AQHS00-0130,2,,2,1.6,,
87,AQQS00-0160,2,,1,0.86,,6
91,AJZY00-0220,2,,1,2.36,,
93,AJZY00-0240,2,,1,0.41,,
95,AJZY00-0260,2,,1,2.36,,
98,AJQX00-0290,2,,1,1.18,,4
101,AJWC00-0560,2,,1,0.51,,4
103,AJWC00-0580,2,,5,1.53,,4
109,AEQS00-0070,2,,1,0.6,,6
111,DXHS00-0010,2,,1,2.3,,
112,DXHS00-0020,2,,2,1.8,,
119,AGHS00-0120,2,,2,2.3,,
121,EGZY00-0140,2,,1,1.8,,
123,ENWCB1-0390,2,,2,2.2,,4
127,ENHSB1-0320,2,,1,1.8,,
129,ENHSB1-0340,2,,1,1.8,,
131,ENQSB1-0360,2,,1,2.2,,6
134,ENHDB1-0280,2,,1,1.8,,
135,ENHDB1-0270,2,,1,1.8,,
138,ENHDB1-0240,2,,1,1.8,,
140,ENHDB1-0220,2,,1,1.8,,
142,ENHDB1-0210,2,,1,1.8,,
157,ARWB00-0070,2,,2,2.4,,
160,ARWB00-0100,2,,2,1.2,,
,RAND-N33150-1,2,A-2,2,1.0,,
165,A-3,1,RAND-N33150-1,0,0.0,,
170,AJZYA6-0360,2,,2,4.36,,
176,AJZYB4-0430,2,,2,1.75,,
183,AJYYC2-0500,2,,2,0.96,,
184,AJZYC3-0510,2,,2,0.96,,
185,AJCPD1-0520,2,,2,2.41,,
189,AJWC00-0650,2,,2,1.83,,4
,RAND-N54396-16,2,A-2,2,1.0,,
193,A-4,1,RAND-N54396-16,0,0.0,,
196,DFQJB1-0360,2,,2,1.1,,
197,DFQJB2-0370,2,,2,0.7,,
207,DFZG00-0470,2,,2,1.6,,
211,BMYY00-0121,2,,2,14.8,,
213,DFZY00-3090,2,,2,0.7,,
214,DFZY00-3100,2,,2,0.7,,
216,DFYY00-3110,2,,2,0.6,,
217,DFYY00-3120,2,,2,0.6,,
220,BMZY00-0410,2,,2,2.4,,
225,FMQJ00-2540,2,,2,2.9,,
,RAND-N68246-14,2,A-3,2,1.0,,
228,A-5,1,"A-4,RAND-N68246-14",0,0.0,,
231,DFQJA3-0870,2,,2,0.9,,
233,DFZYA4-1210,2,,2,4.1,,
238,DFQJA3-0980,2,,2,0.9,,
,RAND-N8773-8,2,A-3,2,1.0,,
,RAND-N43605-13,2,A-4,2,1.0,,
241,A-6,1,"RAND-N8773-8,RAND-N43605-13",0,0.0,,
242,AAQX00-0120,2,,1,1.7,,4
249,AKHD00-0090,2,,1,7.2,,
250,AKHS00-0100,2,,2,1.7,,
252,AKWC00-0120,2,,2,2.7,,4
253,AWHS00-0060,2,,1,2.3,,
,RAND-N17826-4,2,ABHS00-1610,2,1.0,,
255,ADHD00-0700,2,RAND-N17826-4,1,3.3,,
256,ADHD00-0080,2,,1,3.6,,
257,AYQQ00-0100,2,,1,6.6,,2
258,AYZQ00-0110,2,,1,6.6,,
266,ABWC00-0130,2,,1,3.8,,4
271,ABWC00-0180,2,,1,3.8,,4
276,ABWCB3-0210,2,,2,0.9,,4
278,ABHS00-1610,2,,2,3.8,,
