序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,AAQS00-0010,2,,2,1.7,1,6
5,FDQJ00-2000,2,,2,2.1,1,
6,ABQJ00-0010,2,,2,3.8,1,
7,AJYY00-0010,2,,2,1.09,,
8,AJYY00-0030,2,AJYY00-0010,2,1.35,,
11,AJYY00-0050,2,,2,1.28,,
12,AJYY00-0070,2,AJYY00-0050,2,1.35,,
16,AJCP00-0100,2,,2,0.57,,
18,AJCP00-0110,2,,2,2.06,,
,RAND-N69245-5,2,AJCP00-0110,2,1.0,,
20,AJCP00-0140,2,RAND-N69245-5,2,1.35,,
21,AJCP00-0150,2,,2,1.04,,
22,AJCP00-0160,2,AJCP00-0150,2,2.52,,
23,AJCP00-0170,2,AJCP00-0160,2,0.63,,
24,AJWB00-0180,2,,2,1.04,,
32,A-2,1,A-1,0,0.0,,
33,AFQJ00-0100,2,,3,0.7,,
34,AFZG00-0110,2,,3,0.9,,
36,AFZG00-0130,2,,3,0.5,,
40,AFZG00-0170,2,,1,0.5,,
43,AKCP00-0040,2,,1,1.4,,
44,AKYY00-0050,2,,1,1.5,,
45,AKCP00-0060,2,,1,1.4,,
46,AKCP00-0070,2,,1,1.6,,
48,AWWB00-0010,2,,2,0.8,,
50,AWWB00-0030,2,,1,0.8,,
52,AWWB00-0050,2,,1,0.8,,
53,BWQS00-0090,2,,1,1.0,,6
55,FWQJ00-1960,2,,1,0.8,,
57,AYWB00-0050,2,,1,4.2,,
58,AYQQ00-0060,2,,2,6.2,,2
59,AYHS00-0070,2,,1,5.2,,
62,AYWC00-1980,2,,3,4.6,,4
66,ACCP00-0030,2,,1,0.6,,
67,ACCP00-0040,2,,1,0.6,,
71,ACCP00-0080,2,,1,0.5,,
75,AQHS00-0040,2,,1,1.15,,
77,AQHS00-0060,2,,1,1.5,,
78,AQHS00-0070,2,,1,1.6,,
81,AQHS00-0100,2,,1,1.6,,
83,AQHS00-0120,2,,1,1.6,,
86,AQHS00-0150,2,,1,0.95,,
87,AQQS00-0160,2,,1,0.86,,6
89,AQHD00-0180,2,,1,1.0,,
90,AQWC00-0190,2,,1,1.0,,4
91,AJZY00-0220,2,,1,2.36,,
93,AJZY00-0240,2,,1,0.41,,
94,AJYY00-0250,2,,1,2.36,,
97,AJZY00-0280,2,,1,0.41,,
99,AJHS00-0300,2,,1,0.53,,
107,AEQX00-0050,2,,1,1.0,,4
108,AEQS00-0060,2,,1,0.6,,6
110,AEZY00-0430,2,,1,1.5,,
116,AGHXB3-0090,2,,1,2.0,,4
121,EGZY00-0140,2,,1,1.8,,
124,ENHSB1-0380,2,,1,2.2,,
126,ENHSB1-0310,2,,1,1.8,,
127,ENHSB1-0320,2,,1,1.8,,
128,ENHSB1-0330,2,,1,1.8,,
129,ENHSB1-0340,2,,1,1.8,,
131,ENQSB1-0360,2,,1,2.2,,6
132,ENHDB1-0300,2,,1,1.8,,
136,ENHDB1-0260,2,,1,1.8,,
138,ENHDB1-0240,2,,1,1.8,,
139,ENHDB1-0230,2,,1,1.8,,
141,ENWCB1-0350,2,,5,1.8,,4
142,ENHDB1-0210,2,,1,1.8,,
147,ENHSB1-0440,2,,1,2.2,,
148,ENHSB1-0420,2,,1,2.2,,
149,ENHSB1-0410,2,,1,2.2,,
152,ARWB00-0020,2,,2,2.4,,
154,ARWB00-0040,2,,2,2.4,,
160,ARWB00-0100,2,,2,1.2,,
162,ARWB00-0120,2,,2,1.2,,
165,A-3,1,A-2,0,0.0,,
167,AJYYA3-0330,2,,2,4.36,,
170,AJZYA6-0360,2,,2,4.36,,
173,AJYYB1-0400,2,AJYYA3-0330,2,1.05,,
183,AJYYC2-0500,2,,2,0.96,,
185,AJCPD1-0520,2,,2,2.41,,
187,AJCPD3-0540,2,AJCPD1-0520,2,3.12,,
190,AJWC00-0660,2,,2,1.96,,4
191,AJWC00-0670,2,,2,0.43,,4
192,AJCP00-0770,2,,2,1.02,,
193,A-4,1,A-2,0,0.0,,
195,DFQJB1-0350,2,,2,1.1,,
