序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,AAQS00-0010,2,,2,1.7,1,6
6,ABQJ00-0010,2,,2,3.8,1,
7,AJYY00-0010,2,,2,1.09,,
10,AJZY00-0040,2,,2,1.35,,
14,AJZY00-0080,2,,2,1.35,,
16,AJCP00-0100,2,,2,0.57,,
18,AJCP00-0110,2,,2,2.06,,
20,AJCP00-0140,2,AJCP00-0110,2,1.35,,
21,AJCP00-0150,2,,2,1.04,,
,RAND-N14596-4,2,AJCP00-0150,2,1.0,,
23,AJCP00-0170,2,RAND-N14596-4,2,0.63,,
27,AEQJ00-0010,2,,2,8.3,,
32,A-2,1,A-1,0,0.0,,
47,AMYG00-0010,2,,1,0.7,,
52,AWWB00-0050,2,,1,0.8,,
56,AYWB00-0040,2,,1,4.2,,
59,AYHS00-0070,2,,1,5.2,,
61,AYZQ00-0090,2,,1,5.7,,
62,AYWC00-1980,2,,3,4.6,,4
69,ACCP00-0060,2,,1,0.5,,
70,ACCP00-0070,2,,1,0.5,,
71,ACCP00-0080,2,,1,0.5,,
73,AQHS00-0020,2,,1,1.15,,
75,AQHS00-0040,2,,1,1.15,,
78,AQHS00-0070,2,,1,1.6,,
85,AQHS00-0140,2,,2,0.95,,
87,AQQS00-0160,2,,1,0.86,,6
92,AJYY00-0230,2,,1,0.41,,
96,AJYY00-0270,2,,1,0.41,,
98,AJQX00-0290,2,,1,1.18,,4
99,AJHS00-0300,2,,1,0.53,,
103,AJWC00-0580,2,,5,1.53,,4
109,AEQS00-0070,2,,1,0.6,,6
119,AGHS00-0120,2,,2,2.3,,
122,EGYY00-0150,2,,1,1.8,,
129,ENHSB1-0340,2,,1,1.8,,
134,ENHDB1-0280,2,,1,1.8,,
136,ENHDB1-0260,2,,1,1.8,,
144,ENHDB1-0190,2,,1,1.8,,
148,ENHSB1-0420,2,,1,2.2,,
150,ENHSB1-0400,2,,1,2.2,,
151,ARWB00-0010,2,,2,2.4,,
153,ARWB00-0030,2,,2,2.4,,
154,ARWB00-0040,2,,2,2.4,,
157,ARWB00-0070,2,,2,2.4,,
158,ARWB00-0080,2,,2,2.4,,
163,ARWB00-0130,2,,2,1.2,,
165,A-3,1,A-2,0,0.0,,
167,AJYYA3-0330,2,,2,4.36,,
169,AJZYA5-0350,2,,2,0.9,,
172,AJZY00-0390,2,,2,0.99,,
175,AJZYB3-0420,2,AJZYA5-0350,2,1.05,,
178,AJZY00-0450,2,AJZYB3-0420,2,0.85,,
179,AJCP00-0460,2,,2,1.19,,
184,AJZYC3-0510,2,,2,0.96,,
187,AJCPD3-0540,2,,2,3.12,,
189,AJWC00-0650,2,,2,1.83,,4
191,AJWC00-0670,2,,2,0.43,,4
192,AJCP00-0770,2,,2,1.02,,
193,A-4,1,A-2,0,0.0,,
199,DFQJB2-0390,2,,2,0.7,,
206,DFYY00-0460,2,,2,1.3,,
211,BMYY00-0121,2,,2,14.8,,
212,BMZY00-0130,2,,2,14.8,,
214,DFZY00-3100,2,,2,0.7,,
218,BMYY00-0311,2,,2,1.0,,
219,BMZY00-0400,2,,2,2.4,,
220,BMZY00-0410,2,,2,2.4,,
223,DMZY00-0760,2,,2,1.4,,
226,AYQJ00-0130,2,,2,36.2,,
228,A-5,1,"A-3,A-4",0,0.0,,
235,DFYYA4-1230,2,,2,4.1,,
236,DFYYA4-1240,2,DFQJA3-1000,2,4.1,,
237,DFQJA3-0970,2,,2,0.9,,
238,DFQJA3-0980,2,,2,0.9,,
240,DFQJA3-1000,2,,2,0.9,,
241,A-6,1,"A-3,A-4",0,0.0,,
242,AAQX00-0120,2,,1,1.7,,4
244,AAQX00-0140,2,,2,8.7,,4
245,AFHS00-0010,2,,1,2.3,,
247,FFHS00-3530,2,,2,1.2,,
248,AKHD00-0080,2,,1,7.2,,
249,AKHD00-0090,2,,1,7.2,,
258,AYZQ00-0110,2,,1,6.6,,
260,ACWB00-0170,2,,2,2.6,,
270,ABWC00-0170,2,,1,3.8,,4
271,ABWC00-0180,2,,1,3.8,,4
