序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,AAQS00-0010,2,,2,1.7,1,6
4,FAQJ00-3450,2,,2,2.9,1,
5,FDQJ00-2000,2,,2,2.1,1,
6,ABQJ00-0010,2,,2,3.8,1,
7,AJYY00-0010,2,,2,1.09,,
9,AJZY00-0020,2,,2,1.09,,
,RAND-N50859-16,2,AJZY00-0020,2,1.0,,
10,AJZY00-0040,2,RAND-N50859-16,2,1.35,,
11,AJYY00-0050,2,,2,1.28,,
15,AJCP00-0090,2,,2,2.06,,
17,AJCP00-0130,2,,2,1.35,,
18,AJCP00-0110,2,,2,2.06,,
19,AJCP00-0120,2,,2,0.57,,
,RAND-N80696-4,2,AJCP00-0120,2,1.0,,
20,AJCP00-0140,2,"AJCP00-0110,RAND-N80696-4",2,1.35,,
22,AJCP00-0160,2,,2,2.52,,
24,AJWB00-0180,2,,2,1.04,,
26,AJQJ00-0200,2,,2,1.18,,
32,A-2,1,A-1,0,0.0,,
34,AFZG00-0110,2,,3,0.9,,
35,AFZG00-0120,2,,3,0.5,,
36,AFZG00-0130,2,,3,0.5,,
38,AFZG00-0150,2,,5,0.5,,
40,AFZG00-0170,2,,1,0.5,,
41,AKQS00-0020,2,,1,1.1,,6
42,AKZY00-0030,2,,1,1.5,,
43,AKCP00-0040,2,,1,1.4,,
44,AKYY00-0050,2,,1,1.5,,
45,AKCP00-0060,2,,1,1.4,,
46,AKCP00-0070,2,,1,1.6,,
47,AMYG00-0010,2,,1,0.7,,
49,AWWB00-0020,2,,1,0.8,,
52,AWWB00-0050,2,,1,0.8,,
55,FWQJ00-1960,2,,1,0.8,,
57,AYWB00-0050,2,,1,4.2,,
59,AYHS00-0070,2,,1,5.2,,
61,AYZQ00-0090,2,,1,5.7,,
63,FYQJ00-1130,2,AYZQ00-0090,2,6.3,,
64,ACZY00-0010,2,,1,0.85,,
68,ACCP00-0050,2,,1,0.5,,
69,ACCP00-0060,2,,1,0.5,,
71,ACCP00-0080,2,,1,0.5,,
72,ACZY00-0090,2,,1,0.85,,
78,AQHS00-0070,2,,1,1.6,,
79,AQHS00-0080,2,,1,1.6,,
81,AQHS00-0100,2,,1,1.6,,
83,AQHS00-0120,2,,1,1.6,,
,RAND-N58230-14,2,AQHS00-0120,2,1.0,,
85,AQHS00-0140,2,RAND-N58230-14,2,0.95,,
86,AQHS00-0150,2,,1,0.95,,
87,AQQS00-0160,2,,1,0.86,,6
90,AQWC00-0190,2,,1,1.0,,4
96,AJYY00-0270,2,,1,0.41,,
100,AJYYA1-0310,2,,2,1.28,,
101,AJWC00-0560,2,,1,0.51,,4
106,AEHS00-0040,2,,1,6.1,,
108,AEQS00-0060,2,,1,0.6,,6
109,AEQS00-0070,2,,1,0.6,,6
118,AGHXB5-0110,2,,1,2.0,,4
119,AGHS00-0120,2,,2,2.3,,
121,EGZY00-0140,2,,1,1.8,,
129,ENHSB1-0340,2,,1,1.8,,
130,ENWCB1-0370,2,,1,2.2,,4
133,ENHDB1-0290,2,,1,1.8,,
135,ENHDB1-0270,2,,1,1.8,,
139,ENHDB1-0230,2,,1,1.8,,
140,ENHDB1-0220,2,,1,1.8,,
143,ENHDB1-0200,2,,1,1.8,,
144,ENHDB1-0190,2,,1,1.8,,
145,ENHDB1-0180,2,,1,1.8,,
147,ENHSB1-0440,2,,1,2.2,,
150,ENHSB1-0400,2,,1,2.2,,
152,ARWB00-0020,2,,2,2.4,,
153,ARWB00-0030,2,,2,2.4,,
154,ARWB00-0040,2,,2,2.4,,
156,ARWB00-0060,2,,2,2.4,,
157,ARWB00-0070,2,,2,2.4,,
160,ARWB00-0100,2,,2,1.2,,
,RAND-N9681-1,2,A-2,2,1.0,,
165,A-3,1,RAND-N9681-1,0,0.0,,
166,AJYYA2-0320,2,,2,0.9,,
167,AJYYA3-0330,2,AJYYA2-0320,2,4.36,,
168,AJZYA4-0340,2,,2,1.28,,
169,AJZYA5-0350,2,AJZYA4-0340,2,0.9,,
