序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
5,FDQJ00-2000,2,,2,2.1,1,
7,AJYY00-0010,2,,2,1.09,,
8,AJYY00-0030,2,AJYY00-0010,2,1.35,,
9,AJZY00-0020,2,,2,1.09,,
11,AJYY00-0050,2,,2,1.28,,
13,AJZY00-0060,2,,2,1.28,,
15,AJCP00-0090,2,,2,2.06,,
18,AJCP00-0110,2,,2,2.06,,
24,AJWB00-0180,2,,2,1.04,,
26,AJQJ00-0200,2,,2,1.18,,
27,AEQJ00-0010,2,,2,8.3,,
31,ABHS00-2180,2,,2,1.8,,
,RAND-N58592-7,2,A-1,2,1.0,,
32,A-2,1,RAND-N58592-7,0,0.0,,
36,AFZG00-0130,2,,3,0.5,,
37,AFZG00-0140,2,,5,0.5,,
41,AKQS00-0020,2,,1,1.1,,6
42,AKZY00-0030,2,,1,1.5,,
43,AKCP00-0040,2,,1,1.4,,
44,AKYY00-0050,2,,1,1.5,,
47,AMYG00-0010,2,,1,0.7,,
48,AWWB00-0010,2,,2,0.8,,
50,AWWB00-0030,2,,1,0.8,,
51,AWWC00-0040,2,,1,0.8,,4
56,AYWB00-0040,2,,1,4.2,,
57,AYWB00-0050,2,,1,4.2,,
59,AYHS00-0070,2,,1,5.2,,
61,AYZQ00-0090,2,,1,5.7,,
63,FYQJ00-1130,2,AYZQ00-0090,2,6.3,,
66,ACCP00-0030,2,,1,0.6,,
69,ACCP00-0060,2,,1,0.5,,
70,ACCP00-0070,2,,1,0.5,,
71,ACCP00-0080,2,,1,0.5,,
72,ACZY00-0090,2,,1,0.85,,
75,AQHS00-0040,2,,1,1.15,,
78,AQHS00-0070,2,,1,1.6,,
80,AQHS00-0090,2,,1,1.6,,
81,AQHS00-0100,2,,1,1.6,,
82,AQHS00-0110,2,,1,1.6,,
83,AQHS00-0120,2,,1,1.6,,
84,AQHS00-0130,2,,2,1.6,,
,RAND-N57701-12,2,AQHS00-0120,2,1.0,,
85,AQHS00-0140,2,RAND-N57701-12,2,0.95,,
,RAND-N16704-11,2,AQHS00-0130,2,1.0,,
88,AQQJ00-0170,2,RAND-N16704-11,2,3.2,,2
92,AJYY00-0230,2,,1,0.41,,
94,AJYY00-0250,2,,1,2.36,,
95,AJZY00-0260,2,,1,2.36,,
96,AJYY00-0270,2,,1,0.41,,
97,AJZY00-0280,2,,1,0.41,,
100,AJYYA1-0310,2,,2,1.28,,
101,AJWC00-0560,2,,1,0.51,,4
105,AEQS00-0030,2,,1,1.0,,6
106,AEHS00-0040,2,,1,6.1,,
107,AEQX00-0050,2,,1,1.0,,4
109,AEQS00-0070,2,,1,0.6,,6
110,AEZY00-0430,2,,1,1.5,,
111,DXHS00-0010,2,,1,2.3,,
113,DXHS00-0030,2,,1,1.0,,
115,AGHXB2-0080,2,,1,2.0,,4
116,AGHXB3-0090,2,,1,2.0,,4
118,AGHXB5-0110,2,,1,2.0,,4
121,EGZY00-0140,2,,1,1.8,,
126,ENHSB1-0310,2,,1,1.8,,
131,ENQSB1-0360,2,,1,2.2,,6
133,ENHDB1-0290,2,,1,1.8,,
135,ENHDB1-0270,2,,1,1.8,,
136,ENHDB1-0260,2,,1,1.8,,
139,ENHDB1-0230,2,,1,1.8,,
142,ENHDB1-0210,2,,1,1.8,,
145,ENHDB1-0180,2,,1,1.8,,
149,ENHSB1-0410,2,,1,2.2,,
151,ARWB00-0010,2,,2,2.4,,
152,ARWB00-0020,2,,2,2.4,,
157,ARWB00-0070,2,,2,2.4,,
163,ARWB00-0130,2,,2,1.2,,
164,ARWB00-0140,2,,2,1.2,,
165,A-3,1,A-2,0,0.0,,
166,AJYYA2-0320,2,,2,0.9,,
167,AJYYA3-0330,2,AJYYA2-0320,2,4.36,,
168,AJZYA4-0340,2,,2,1.28,,
169,AJZYA5-0350,2,AJZYA4-0340,2,0.9,,
173,AJYYB1-0400,2,AJYYA3-0330,2,1.05,,
176,AJZYB4-0430,2,,2,1.75,,
,RAND-N10531-14,2,AJZYA4-0340,2,1.0,,
