序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,AAQS00-0010,2,,2,1.7,1,6
4,FAQJ00-3450,2,,2,2.9,1,
5,FDQJ00-2000,2,,2,2.1,1,
12,AJYY00-0070,2,,2,1.35,,
15,AJCP00-0090,2,,2,2.06,,
16,AJCP00-0100,2,,2,0.57,,
20,AJCP00-0140,2,,2,1.35,,
23,AJCP00-0170,2,,2,0.63,,
25,AJWB00-0190,2,,2,1.06,,
29,AGQJ00-0010,2,,2,3.8,,
,RAND-N62503-4,2,A-1,2,1.0,,
32,A-2,1,RAND-N62503-4,0,0.0,,
33,AFQJ00-0100,2,,3,0.7,,
36,AFZG00-0130,2,,3,0.5,,
37,AFZG00-0140,2,,5,0.5,,
38,AFZG00-0150,2,,5,0.5,,
39,AFZG00-0160,2,,1,0.5,,
40,AFZG00-0170,2,,1,0.5,,
45,AKCP00-0060,2,,1,1.4,,
48,AWWB00-0010,2,,2,0.8,,
56,AYWB00-0040,2,,1,4.2,,
64,ACZY00-0010,2,,1,0.85,,
66,ACCP00-0030,2,,1,0.6,,
67,ACCP00-0040,2,,1,0.6,,
76,AQHS00-0050,2,,1,1.15,,
80,AQHS00-0090,2,,1,1.6,,
94,AJYY00-0250,2,,1,2.36,,
98,AJQX00-0290,2,,1,1.18,,4
104,AEQS00-0020,2,,1,1.6,,6
117,AGHXB4-0100,2,,1,2.0,,4
121,EGZY00-0140,2,,1,1.8,,
123,ENWCB1-0390,2,,2,2.2,,4
124,ENHSB1-0380,2,,1,2.2,,
137,ENHDB1-0250,2,,1,1.8,,
145,ENHDB1-0180,2,,1,1.8,,
147,ENHSB1-0440,2,,1,2.2,,
152,ARWB00-0020,2,,2,2.4,,
153,ARWB00-0030,2,,2,2.4,,
156,ARWB00-0060,2,,2,2.4,,
160,ARWB00-0100,2,,2,1.2,,
162,ARWB00-0120,2,,2,1.2,,
164,ARWB00-0140,2,,2,1.2,,
165,A-3,1,A-2,0,0.0,,
167,AJYYA3-0330,2,,2,4.36,,
170,AJZYA6-0360,2,,2,4.36,,
172,AJZY00-0390,2,,2,0.99,,
176,AJZYB4-0430,2,,2,1.75,,
177,AJYY00-0440,2,,2,0.85,,
178,AJZY00-0450,2,AJZYA6-0360,2,0.85,,
181,AJCP00-0480,2,,2,1.19,,
183,AJYYC2-0500,2,,2,0.96,,
187,AJCPD3-0540,2,AJCP00-0480,2,3.12,,
,RAND-N80377-3,2,AJCP00-0480,2,1.0,,
188,AJCPD4-0550,2,RAND-N80377-3,2,8.34,,
189,AJWC00-0650,2,,2,1.83,,4
193,A-4,1,A-2,0,0.0,,
204,DFZY00-0440,2,,2,1.3,,
205,DFYY00-0450,2,,2,1.3,,
206,DFYY00-0460,2,,2,1.3,,
213,DFZY00-3090,2,,2,0.7,,
218,BMYY00-0311,2,,2,1.0,,
219,BMZY00-0400,2,,2,2.4,,
223,DMZY00-0760,2,,2,1.4,,
226,AYQJ00-0130,2,,2,36.2,,
227,AYQJ00-0140,2,,2,18.1,,
228,A-5,1,"A-3,A-4",0,0.0,,
229,DFQJA3-0850,2,,2,0.9,,
230,DFQJA3-0860,2,,2,0.9,,
233,DFZYA4-1210,2,DFQJA3-0850,2,4.1,,
238,DFQJA3-0980,2,,2,0.9,,
,RAND-N73192-5,2,A-4,2,1.0,,
,RAND-N26132-6,2,A-3,2,1.0,,
241,A-6,1,"RAND-N73192-5,RAND-N26132-6",0,0.0,,
242,AAQX00-0120,2,,1,1.7,,4
246,AFHS00-0020,2,,1,2.3,,
250,AKHS00-0100,2,,2,1.7,,
253,AWHS00-0060,2,,1,2.3,,
257,AYQQ00-0100,2,,1,6.6,,2
258,AYZQ00-0110,2,,1,6.6,,
260,ACWB00-0170,2,,2,2.6,,
264,ACWC00-0200,2,,1,1.9,,4
265,ABWC00-0120,2,,1,3.9,,4
266,ABWC00-0130,2,,1,3.8,,4
271,ABWC00-0180,2,,1,3.8,,4
275,ABWCB2-0200,2,,2,3.8,,4
282,ENQSA2-0150,2,,2,1.8,,6
