序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,AAQS00-0010,2,,2,1.7,1,6
6,ABQJ00-0010,2,,2,3.8,1,
9,AJZY00-0020,2,,2,1.09,,
10,AJZY00-0040,2,AJZY00-0020,2,1.35,,
11,AJYY00-0050,2,,2,1.28,,
,RAND-N88380-9,2,AJYY00-0050,2,1.0,,
12,AJYY00-0070,2,RAND-N88380-9,2,1.35,,
14,AJZY00-0080,2,,2,1.35,,
16,AJCP00-0100,2,,2,0.57,,
19,AJCP00-0120,2,,2,0.57,,
21,AJCP00-0150,2,,2,1.04,,
,RAND-N96705-4,2,AJCP00-0150,2,1.0,,
23,AJCP00-0170,2,RAND-N96705-4,2,0.63,,
26,AJQJ00-0200,2,,2,1.18,,
27,AEQJ00-0010,2,,2,8.3,,
31,ABHS00-2180,2,,2,1.8,,
32,A-2,1,A-1,0,0.0,,
33,AFQJ00-0100,2,,3,0.7,,
35,AFZG00-0120,2,,3,0.5,,
41,AKQS00-0020,2,,1,1.1,,6
42,AKZY00-0030,2,,1,1.5,,
43,AKCP00-0040,2,,1,1.4,,
45,AKCP00-0060,2,,1,1.4,,
48,AWWB00-0010,2,,2,0.8,,
49,AWWB00-0020,2,,1,0.8,,
51,AWWC00-0040,2,,1,0.8,,4
56,AYWB00-0040,2,,1,4.2,,
57,AYWB00-0050,2,,1,4.2,,
60,AYQQ00-0080,2,,1,5.7,,2
64,ACZY00-0010,2,,1,0.85,,
69,ACCP00-0060,2,,1,0.5,,
77,AQHS00-0060,2,,1,1.5,,
79,AQHS00-0080,2,,1,1.6,,
80,AQHS00-0090,2,,1,1.6,,
81,AQHS00-0100,2,,1,1.6,,
82,AQHS00-0110,2,,1,1.6,,
83,AQHS00-0120,2,,1,1.6,,
87,AQQS00-0160,2,,1,0.86,,6
88,AQQJ00-0170,2,,2,3.2,,2
89,AQHD00-0180,2,,1,1.0,,
92,AJYY00-0230,2,,1,0.41,,
93,AJZY00-0240,2,,1,0.41,,
94,AJYY00-0250,2,,1,2.36,,
99,AJHS00-0300,2,,1,0.53,,
100,AJYYA1-0310,2,,2,1.28,,
101,AJWC00-0560,2,,1,0.51,,4
102,AJWC00-0570,2,,1,1.66,,4
104,AEQS00-0020,2,,1,1.6,,6
106,AEHS00-0040,2,,1,6.1,,
113,DXHS00-0030,2,,1,1.0,,
116,AGHXB3-0090,2,,1,2.0,,4
117,AGHXB4-0100,2,,1,2.0,,4
118,AGHXB5-0110,2,,1,2.0,,4
122,EGYY00-0150,2,,1,1.8,,
123,ENWCB1-0390,2,,2,2.2,,4
124,ENHSB1-0380,2,,1,2.2,,
126,ENHSB1-0310,2,,1,1.8,,
131,ENQSB1-0360,2,,1,2.2,,6
132,ENHDB1-0300,2,,1,1.8,,
136,ENHDB1-0260,2,,1,1.8,,
140,ENHDB1-0220,2,,1,1.8,,
141,ENWCB1-0350,2,,5,1.8,,4
144,ENHDB1-0190,2,,1,1.8,,
147,ENHSB1-0440,2,,1,2.2,,
150,ENHSB1-0400,2,,1,2.2,,
151,ARWB00-0010,2,,2,2.4,,
155,ARWB00-0050,2,,2,2.4,,
160,ARWB00-0100,2,,2,1.2,,
162,ARWB00-0120,2,,2,1.2,,
164,ARWB00-0140,2,,2,1.2,,
165,A-3,1,A-2,0,0.0,,
167,AJYYA3-0330,2,,2,4.36,,
169,AJZYA5-0350,2,,2,0.9,,
171,AJYY00-0380,2,,2,0.99,,
173,AJYYB1-0400,2,AJYYA3-0330,2,1.05,,
174,AJYYB2-0410,2,,2,1.75,,
175,AJZYB3-0420,2,AJZYA5-0350,2,1.05,,
176,AJZYB4-0430,2,,2,1.75,,
177,AJYY00-0440,2,AJYYB2-0410,2,0.85,,
179,AJCP00-0460,2,,2,1.19,,
180,AJCP00-0470,2,,2,1.19,,
182,AJYYC1-0490,2,,2,0.64,,
185,AJCPD1-0520,2,,2,2.41,,
,RAND-N63554-3,2,AJCPD1-0520,2,1.0,,
188,AJCPD4-0550,2,RAND-N63554-3,2,8.34,,
