序号,AO号,类型,专业编码,工种,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,-1,,0,0.0,,
2,A-1,1,,-1,,0,0.0,,
3,FAQJ00-3450,2,A,0,,2,2.9,1,
4,FDQJ00-2000,2,D,1,,2,2.1,1,
5,AJYY00-0030,2,J,0,,2,1.35,,
6,AJZY00-0020,2,J,0,,2,1.09,,
7,AJZY00-0040,2,J,0,AJZY00-0020,2,1.35,,
8,AJYY00-0050,2,J,0,,2,1.28,,
9,AJZY00-0060,2,J,0,,2,1.28,,
10,RJND-N62746-5,2,J,0,AJZY00-0060,2,2.79,,
11,AJZY00-0080,2,J,0,RJND-N62746-5,2,1.35,,
12,AJCP00-0100,2,J,0,,2,0.57,,
13,AJCP00-0130,2,J,0,AJCP00-0100,2,1.35,,
14,AJCP00-0110,2,J,0,,2,2.06,,
15,AJCP00-0140,2,J,0,AJCP00-0110,2,1.35,,
16,AJCP00-0150,2,J,0,,2,1.04,,
17,RJND-N61915-0,2,J,0,AJCP00-0150,1,1.41,,
18,AJCP00-0160,2,J,0,RJND-N61915-0,2,2.52,,
19,AJWB00-0190,2,J,0,,2,1.06,,
20,AJQJ00-0200,2,J,0,,2,1.18,,
21,AEQJ00-0010,2,E,4,,2,8.3,,
22,AEQJ00-0080,2,E,4,,2,50.1,,
23,AGQJ00-0010,2,G,0,,2,3.8,,
24,FJQJ00-0370,2,J,0,,2,1.03,,
25,ABHS00-2180,2,B,2,,2,1.8,,
26,A-2,1,,-1,A-1,0,0.0,,
27,AFQJ00-0100,2,F,4,,3,0.7,,
28,AFZG00-0120,2,F,4,,3,0.5,,
29,AFZG00-0150,2,F,4,,5,0.5,,
30,AFZG00-0160,2,F,4,,1,0.5,,
31,AFZG00-0170,2,F,4,,1,0.5,,
32,AKYY00-0050,2,K,4,,1,1.5,,
33,AKCP00-0060,2,K,4,,1,1.4,,
34,AWWB00-0010,2,W,1,,2,0.8,,
35,AWWB00-0020,2,W,1,,1,0.8,,
36,AWWC00-0040,2,W,1,,1,0.8,,4
37,BWQS00-0090,2,W,1,,1,1.0,,6
38,AWWB00-1600,2,W,1,,1,0.5,,
39,FWQJ00-1960,2,W,1,,1,0.8,,
40,AYWB00-0040,2,Y,3,,1,4.2,,
41,AYWB00-0050,2,Y,3,,1,4.2,,
42,AYQQ00-0060,2,Y,3,,2,6.2,,2
43,AYQQ00-0080,2,Y,3,,1,5.7,,2
44,AYWC00-1980,2,Y,3,,3,4.6,,4
45,ACCP00-0030,2,C,4,,1,0.6,,
46,ACCP00-0060,2,C,4,,1,0.5,,
47,ACCP00-0080,2,C,4,,1,0.5,,
48,AQHS00-0030,2,Q,2,,1,1.15,,
49,AQHS00-0040,2,Q,2,,1,1.15,,
50,AQHS00-0050,2,Q,2,,1,1.15,,
51,AQHS00-0070,2,Q,2,,1,1.6,,
52,AQHS00-0080,2,Q,2,,1,1.6,,
53,AQHS00-0120,2,Q,2,,1,1.6,,
54,AQHS00-0130,2,Q,2,,2,1.6,,
55,AQHS00-0140,2,Q,2,AQHS00-0120,2,0.95,,
56,AQQJ00-0170,2,Q,2,AQHS00-0130,2,3.2,,2
57,AJZY00-0240,2,J,0,,1,0.41,,
58,AJYY00-0250,2,J,0,,1,2.36,,
59,AJZY00-0260,2,J,0,,1,2.36,,
60,AJYY00-0270,2,J,0,,1,0.41,,
61,AJZY00-0280,2,J,0,,1,0.41,,
62,AJHS00-0300,2,J,0,,1,0.53,,
63,AJYYA1-0310,2,J,0,,2,1.28,,
64,AJWC00-0560,2,J,0,,1,0.51,,4
65,AJWC00-0570,2,J,0,,1,1.66,,4
66,AEQS00-0020,2,E,4,,1,1.6,,6
67,AEQS00-0030,2,E,4,,1,1.0,,6
68,AEHS00-0040,2,E,4,,1,6.1,,
69,AEQS00-0060,2,E,4,,1,0.6,,6
70,AEQS00-0070,2,E,4,,1,0.6,,6
71,AEZY00-0430,2,E,4,,1,1.5,,
72,DXHS00-0010,2,X,2,,1,2.3,,
73,DXHS00-0020,2,X,2,,2,1.8,,
74,DXHS00-0030,2,X,2,,1,1.0,,
75,AGHXB1-0070,2,G,0,,1,2.0,,4
76,AGHXB5-0110,2,G,0,,1,2.0,,4
77,AGHS00-0120,2,G,0,,2,2.3,,
78,AGWC00-0130,2,G,0,,1,2.0,,4
79,EGZY00-0140,2,G,0,,1,1.8,,
80,ENWCB1-0390,2,N,3,,2,2.2,,4
81,ENHSB1-0310,2,N,3,,1,1.8,,
82,ENHSB1-0320,2,N,3,,1,1.8,,
83,ENHSB1-0330,2,N,3,,1,1.8,,
84,ENWCB1-0370,2,N,3,,1,2.2,,4
85,ENQSB1-0360,2,N,3,,1,2.2,,6
86,ENHDB1-0300,2,N,3,,1,1.8,,
87,ENHDB1-0290,2,N,3,,1,1.8,,
88,ENHDB1-0280,2,N,3,,1,1.8,,
89,ENHDB1-0260,2,N,3,,1,1.8,,
90,ENHDB1-0250,2,N,3,,1,1.8,,
91,ENHDB1-0230,2,N,3,,1,1.8,,
92,ENHDB1-0220,2,N,3,,1,1.8,,
93,ENWCB1-0350,2,N,3,,5,1.8,,4
94,ENHDB1-0210,2,N,3,,1,1.8,,
95,ENHDB1-0200,2,N,3,,1,1.8,,
96,ENHDB1-0190,2,N,3,,1,1.8,,
97,ENHSB1-0170,2,N,3,,1,1.8,,
98,ENHSB1-0440,2,N,3,,1,2.2,,
99,ENHSB1-0420,2,N,3,,1,2.2,,
100,ENHSB1-0400,2,N,3,,1,2.2,,
101,ARWB00-0020,2,R,1,,2,2.4,,
102,ARWB00-0030,2,R,1,,2,2.4,,
103,ARWB00-0090,2,R,1,,2,1.2,,
104,ARWB00-0100,2,R,1,,2,1.2,,
105,ARWB00-0140,2,R,1,,2,1.2,,
106,A-3,1,,-1,A-2,0,0.0,,
107,AJYYA3-0330,2,J,0,,2,4.36,,
108,AJZYA4-0340,2,J,0,,2,1.28,,
109,AJZYA6-0360,2,J,0,AJZYA4-0340,2,4.36,,
110,AJYY00-0380,2,J,0,,2,0.99,,
111,AJZY00-0390,2,J,0,,2,0.99,,
112,AJYYB2-0410,2,J,0,AJZYA4-0340,2,1.75,,
113,AJZYB3-0420,2,J,0,AJZYA6-0360,2,1.05,,
114,AJZY00-0450,2,J,0,AJZYB3-0420,2,0.85,,
115,AJCP00-0460,2,J,0,,2,1.19,,
116,AJCP00-0470,2,J,0,,2,1.19,,
117,AJYYC2-0500,2,J,0,,2,0.96,,
