序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,AAQS00-0010,2,,2,1.7,1,6
4,FAQJ00-3450,2,,2,2.9,1,
6,ABQJ00-0010,2,,2,3.8,1,
8,AJYY00-0030,2,,2,1.35,,
11,AJYY00-0050,2,,2,1.28,,
14,AJZY00-0080,2,,2,1.35,,
15,AJCP00-0090,2,,2,2.06,,
17,AJCP00-0130,2,,2,1.35,,
19,AJCP00-0120,2,,2,0.57,,
22,AJCP00-0160,2,,2,2.52,,
25,AJWB00-0190,2,,2,1.06,,
30,FJQJ00-0370,2,,2,1.03,,
,RAND-N45345-3,2,A-1,2,1.0,,
32,A-2,1,RAND-N45345-3,0,0.0,,
33,AFQJ00-0100,2,,3,0.7,,
37,AFZG00-0140,2,,5,0.5,,
39,AFZG00-0160,2,,1,0.5,,
45,AKCP00-0060,2,,1,1.4,,
47,AMYG00-0010,2,,1,0.7,,
49,AWWB00-0020,2,,1,0.8,,
50,AWWB00-0030,2,,1,0.8,,
52,AWWB00-0050,2,,1,0.8,,
53,BWQS00-0090,2,,1,1.0,,6
56,AYWB00-0040,2,,1,4.2,,
60,AYQQ00-0080,2,,1,5.7,,2
62,AYWC00-1980,2,,3,4.6,,4
63,FYQJ00-1130,2,,2,6.3,,
68,ACCP00-0050,2,,1,0.5,,
70,ACCP00-0070,2,,1,0.5,,
71,ACCP00-0080,2,,1,0.5,,
77,AQHS00-0060,2,,1,1.5,,
79,AQHS00-0080,2,,1,1.6,,
82,AQHS00-0110,2,,1,1.6,,
83,AQHS00-0120,2,,1,1.6,,
86,AQHS00-0150,2,,1,0.95,,
88,AQQJ00-0170,2,,2,3.2,,2
89,AQHD00-0180,2,,1,1.0,,
96,AJYY00-0270,2,,1,0.41,,
106,AEHS00-0040,2,,1,6.1,,
108,AEQS00-0060,2,,1,0.6,,6
112,DXHS00-0020,2,,2,1.8,,
119,AGHS00-0120,2,,2,2.3,,
121,EGZY00-0140,2,,1,1.8,,
122,EGYY00-0150,2,,1,1.8,,
125,ENHSB1-0430,2,,1,2.2,,
129,ENHSB1-0340,2,,1,1.8,,
133,ENHDB1-0290,2,,1,1.8,,
134,ENHDB1-0280,2,,1,1.8,,
135,ENHDB1-0270,2,,1,1.8,,
137,ENHDB1-0250,2,,1,1.8,,
138,ENHDB1-0240,2,,1,1.8,,
139,ENHDB1-0230,2,,1,1.8,,
140,ENHDB1-0220,2,,1,1.8,,
141,ENWCB1-0350,2,,5,1.8,,4
144,ENHDB1-0190,2,,1,1.8,,
146,ENHSB1-0170,2,,1,1.8,,
148,ENHSB1-0420,2,,1,2.2,,
155,ARWB00-0050,2,,2,2.4,,
156,ARWB00-0060,2,,2,2.4,,
157,ARWB00-0070,2,,2,2.4,,
158,ARWB00-0080,2,,2,2.4,,
160,ARWB00-0100,2,,2,1.2,,
161,ARWB00-0110,2,,2,1.2,,
162,ARWB00-0120,2,,2,1.2,,
165,A-3,1,A-2,0,0.0,,
166,AJYYA2-0320,2,,2,0.9,,
168,AJZYA4-0340,2,,2,1.28,,
169,AJZYA5-0350,2,AJZYA4-0340,2,0.9,,
,RAND-N96445-7,2,AJYYA2-0320,2,1.0,,
173,AJYYB1-0400,2,RAND-N96445-7,2,1.05,,
,RAND-N91235-15,2,AJZYA4-0340,2,1.0,,
174,AJYYB2-0410,2,RAND-N91235-15,2,1.75,,
176,AJZYB4-0430,2,,2,1.75,,
181,AJCP00-0480,2,,2,1.19,,
182,AJYYC1-0490,2,,2,0.64,,
,RAND-N15542-12,2,AJYYC1-0490,2,1.0,,
184,AJZYC3-0510,2,RAND-N15542-12,2,0.96,,
187,AJCPD3-0540,2,AJCP00-0480,2,3.12,,
,RAND-N39165-17,2,AJCP00-0480,2,1.0,,
188,AJCPD4-0550,2,RAND-N39165-17,2,8.34,,
191,AJWC00-0670,2,,2,0.43,,4
192,AJCP00-0770,2,,2,1.02,,
193,A-4,1,A-2,0,0.0,,
196,DFQJB1-0360,2,,2,1.1,,
203,DFZY00-0430,2,,2,1.3,,
