序号,AO号,类型,专业编码,工种,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,-1,,0,0.0,,
2,A-1,1,,-1,,0,0.0,,
3,FDQJ00-2000,2,D,1,,2,2.1,1,
4,ABQJ00-0010,2,B,2,,2,3.8,1,
5,AJYY00-0010,2,J,0,,2,1.09,,
6,AJYY00-0030,2,J,0,AJYY00-0010,2,1.35,,
7,AJZY00-0020,2,J,0,,2,1.09,,
8,RJND-N7144-5,2,J,0,AJZY00-0020,1,2.45,,
9,AJZY00-0040,2,J,0,RJND-N7144-5,2,1.35,,
10,AJYY00-0050,2,J,0,,2,1.28,,
11,AJYY00-0070,2,J,0,AJYY00-0050,2,1.35,,
12,AJZY00-0060,2,J,0,,2,1.28,,
13,AJZY00-0080,2,J,0,AJZY00-0060,2,1.35,,
14,AJCP00-0090,2,J,0,,2,2.06,,
15,AJCP00-0100,2,J,0,,2,0.57,,
16,RJND-N98313-4,2,J,0,AJCP00-0100,1,2.19,,
17,AJCP00-0130,2,J,0,RJND-N98313-4,2,1.35,,
18,AJCP00-0110,2,J,0,,2,2.06,,
19,AJCP00-0120,2,J,0,,2,0.57,,
20,RJND-N98884-3,2,J,0,AJCP00-0110,2,1.75,,
21,AJCP00-0140,2,J,0,"AJCP00-0120,RJND-N98884-3",2,1.35,,
22,AJCP00-0150,2,J,0,,2,1.04,,
23,RJND-N67524-8,2,J,0,AJCP00-0150,2,1.49,,
24,AJCP00-0160,2,J,0,RJND-N67524-8,2,2.52,,
25,AJWB00-0180,2,J,0,AJWB00-0190,2,1.04,,
26,AJWB00-0190,2,J,0,,2,1.06,,
27,AJQJ00-0200,2,J,0,,2,1.18,,
28,AEQJ00-0010,2,E,4,,2,8.3,,
29,AEQJ00-0080,2,E,4,,2,50.1,,
30,FJQJ00-0370,2,J,0,,2,1.03,,
31,ABHS00-2180,2,B,2,,2,1.8,,
32,A-2,1,,-1,A-1,0,0.0,,
33,AFQJ00-0100,2,F,4,,3,0.7,,
34,AFZG00-0120,2,F,4,,3,0.5,,
35,AFZG00-0130,2,F,4,,3,0.5,,
36,AFZG00-0140,2,F,4,,5,0.5,,
37,AFZG00-0150,2,F,4,,5,0.5,,
38,AFZG00-0160,2,F,4,,1,0.5,,
39,AFZG00-0170,2,F,4,,1,0.5,,
40,AKQS00-0020,2,K,4,,1,1.1,,6
41,AKZY00-0030,2,K,4,,1,1.5,,
42,AKCP00-0040,2,K,4,,1,1.4,,
43,AKYY00-0050,2,K,4,,1,1.5,,
44,AKCP00-0060,2,K,4,,1,1.4,,
45,AKCP00-0070,2,K,4,,1,1.6,,
46,AMYG00-0010,2,M,0,,1,0.7,,
47,AWWB00-0010,2,W,1,,2,0.8,,
48,AWWB00-0020,2,W,1,,1,0.8,,
49,AWWB00-0030,2,W,1,,1,0.8,,
50,FWQJ00-1960,2,W,1,,1,0.8,,
51,AYWB00-0040,2,Y,3,,1,4.2,,
52,AYWB00-0050,2,Y,3,,1,4.2,,
53,AYQQ00-0060,2,Y,3,,2,6.2,,2
54,AYHS00-0070,2,Y,3,,1,5.2,,
55,AYQQ00-0080,2,Y,3,,1,5.7,,2
56,AYZQ00-0090,2,Y,3,,1,5.7,,
57,AYWC00-1980,2,Y,3,,3,4.6,,4
58,RYND-N17584-7,2,Y,3,AYZQ00-0090,1,1.92,,
59,FYQJ00-1130,2,Y,3,RYND-N17584-7,2,6.3,,
60,ACZY00-0010,2,C,4,,1,0.85,,
61,ACYY00-0020,2,C,4,,1,0.85,,
62,ACCP00-0030,2,C,4,,1,0.6,,
63,ACCP00-0040,2,C,4,,1,0.6,,
64,ACZY00-0090,2,C,4,,1,0.85,,
65,AQHS00-0020,2,Q,2,,1,1.15,,
66,AQHS00-0030,2,Q,2,,1,1.15,,
67,AQHS00-0050,2,Q,2,,1,1.15,,
68,AQHS00-0080,2,Q,2,,1,1.6,,
69,AQHS00-0090,2,Q,2,,1,1.6,,
70,AQHS00-0100,2,Q,2,,1,1.6,,
71,AQHS00-0120,2,Q,2,,1,1.6,,
72,AQHS00-0140,2,Q,2,AQHS00-0120,2,0.95,,
73,AQHS00-0150,2,Q,2,,1,0.95,,
74,AQQS00-0160,2,Q,2,,1,0.86,,6
75,AQQJ00-0170,2,Q,2,,2,3.2,,2
76,AQHD00-0180,2,Q,2,,1,1.0,,
77,AJZY00-0220,2,J,0,,1,2.36,,
78,AJYY00-0230,2,J,0,,1,0.41,,
79,AJZY00-0240,2,J,0,,1,0.41,,
80,AJZY00-0260,2,J,0,,1,2.36,,
81,AJYY00-0270,2,J,0,,1,0.41,,
82,AJZY00-0280,2,J,0,,1,0.41,,
83,AJQX00-0290,2,J,0,,1,1.18,,4
84,AJHS00-0300,2,J,0,,1,0.53,,
85,AJYYA1-0310,2,J,0,,2,1.28,,
86,AJWC00-0560,2,J,0,,1,0.51,,4
87,AJWC00-0570,2,J,0,,1,1.66,,4
88,AEQS00-0020,2,E,4,,1,1.6,,6
89,AEQS00-0030,2,E,4,,1,1.0,,6
90,AEHS00-0040,2,E,4,,1,6.1,,
91,AEQX00-0050,2,E,4,,1,1.0,,4
92,AEQS00-0060,2,E,4,,1,0.6,,6
93,AEQS00-0070,2,E,4,,1,0.6,,6
94,AEZY00-0430,2,E,4,,1,1.5,,
95,DXHS00-0010,2,X,2,,1,2.3,,
96,DXHS00-0030,2,X,2,,1,1.0,,
97,AGHXB2-0080,2,G,0,,1,2.0,,4
98,AGHXB3-0090,2,G,0,,1,2.0,,4
99,AGHXB5-0110,2,G,0,,1,2.0,,4
100,AGHS00-0120,2,G,0,,2,2.3,,
101,AGWC00-0130,2,G,0,,1,2.0,,4
102,EGZY00-0140,2,G,0,,1,1.8,,
103,EGYY00-0150,2,G,0,,1,1.8,,
104,ENWCB1-0390,2,N,3,,2,2.2,,4
105,ENHSB1-0430,2,N,3,,1,2.2,,
106,ENHSB1-0310,2,N,3,,1,1.8,,
107,ENHSB1-0330,2,N,3,,1,1.8,,
108,ENQSB1-0360,2,N,3,,1,2.2,,6
109,ENHDB1-0300,2,N,3,,1,1.8,,
110,ENHDB1-0290,2,N,3,,1,1.8,,
111,ENHDB1-0280,2,N,3,,1,1.8,,
112,ENHDB1-0270,2,N,3,,1,1.8,,
113,ENHDB1-0260,2,N,3,,1,1.8,,
114,ENHDB1-0250,2,N,3,,1,1.8,,
115,ENHDB1-0240,2,N,3,,1,1.8,,
116,ENHDB1-0230,2,N,3,,1,1.8,,
