序号,AO号,类型,专业编码,工种,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,-1,,0,0.0,,
2,A-1,1,,-1,,0,0.0,,
3,FAQJ00-3450,2,A,0,,2,2.9,1,
4,AJYY00-0010,2,J,0,,2,1.09,,
5,AJZY00-0020,2,J,0,,2,1.09,,
6,AJZY00-0040,2,J,0,AJZY00-0020,2,1.35,,
7,AJZY00-0080,2,J,0,,2,1.35,,
8,AJCP00-0130,2,J,0,,2,1.35,,
9,AJCP00-0110,2,J,0,,2,2.06,,
10,AJQJ00-0200,2,J,0,,2,1.18,,
11,AEQJ00-0010,2,E,4,,2,8.3,,
12,AEQJ00-0080,2,E,4,,2,50.1,,
13,A-2,1,,-1,A-1,0,0.0,,
14,AFQJ00-0100,2,F,4,,3,0.7,,
15,AFZG00-0120,2,F,4,,3,0.5,,
16,AFZG00-0140,2,F,4,,5,0.5,,
17,AFZG00-0170,2,F,4,,1,0.5,,
18,AKZY00-0030,2,K,4,,1,1.5,,
19,AKYY00-0050,2,K,4,,1,1.5,,
20,AKCP00-0060,2,K,4,,1,1.4,,
21,AWWB00-0030,2,W,1,,1,0.8,,
22,AWWC00-0040,2,W,1,,1,0.8,,4
23,AWWB00-0050,2,W,1,,1,0.8,,
24,BWQS00-0090,2,W,1,,1,1.0,,6
25,AWWB00-1600,2,W,1,,1,0.5,,
26,FWQJ00-1960,2,W,1,,1,0.8,,
27,AYQQ00-0060,2,Y,3,,2,6.2,,2
28,FYQJ00-1130,2,Y,3,,2,6.3,,
29,ACZY00-0010,2,C,4,,1,0.85,,
30,ACYY00-0020,2,C,4,,1,0.85,,
31,ACCP00-0050,2,C,4,,1,0.5,,
32,AQHS00-0020,2,Q,2,,1,1.15,,
33,AQHS00-0030,2,Q,2,,1,1.15,,
34,AQHS00-0040,2,Q,2,,1,1.15,,
35,AQHS00-0100,2,Q,2,,1,1.6,,
36,AQHS00-0110,2,Q,2,,1,1.6,,
37,AQHS00-0120,2,Q,2,,1,1.6,,
38,AQHS00-0150,2,Q,2,,1,0.95,,
39,AQQJ00-0170,2,Q,2,,2,3.2,,2
40,AQHD00-0180,2,Q,2,,1,1.0,,
41,AQWC00-0190,2,Q,2,,1,1.0,,4
42,AJZY00-0240,2,J,0,,1,0.41,,
43,AJYY00-0250,2,J,0,,1,2.36,,
44,AJYY00-0270,2,J,0,,1,0.41,,
45,AJHS00-0300,2,J,0,,1,0.53,,
46,AJYYA1-0310,2,J,0,,2,1.28,,
47,AJWC00-0560,2,J,0,,1,0.51,,4
48,AJWC00-0570,2,J,0,,1,1.66,,4
49,AJWC00-0580,2,J,0,,5,1.53,,4
50,AEQS00-0030,2,E,4,,1,1.0,,6
51,AEQS00-0060,2,E,4,,1,0.6,,6
52,DXHS00-0030,2,X,2,,1,1.0,,
53,AGHXB3-0090,2,G,0,,1,2.0,,4
54,AGHXB4-0100,2,G,0,,1,2.0,,4
55,AGHXB5-0110,2,G,0,,1,2.0,,4
56,EGZY00-0140,2,G,0,,1,1.8,,
57,EGYY00-0150,2,G,0,,1,1.8,,
58,ENWCB1-0390,2,N,3,,2,2.2,,4
59,ENHSB1-0380,2,N,3,,1,2.2,,
60,ENHSB1-0430,2,N,3,,1,2.2,,
61,ENHSB1-0310,2,N,3,,1,1.8,,
62,ENHSB1-0340,2,N,3,,1,1.8,,
63,ENWCB1-0370,2,N,3,,1,2.2,,4
64,ENQSB1-0360,2,N,3,,1,2.2,,6
65,ENHDB1-0290,2,N,3,,1,1.8,,
66,ENHDB1-0240,2,N,3,,1,1.8,,
67,ENHDB1-0230,2,N,3,,1,1.8,,
68,ENHDB1-0220,2,N,3,,1,1.8,,
69,ENHDB1-0210,2,N,3,,1,1.8,,
70,ENHSB1-0440,2,N,3,,1,2.2,,
71,ENHSB1-0420,2,N,3,,1,2.2,,
72,ARWB00-0010,2,R,1,,2,2.4,,
73,ARWB00-0050,2,R,1,,2,2.4,,
74,ARWB00-0080,2,R,1,,2,2.4,,
75,ARWB00-0090,2,R,1,,2,1.2,,
76,ARWB00-0130,2,R,1,,2,1.2,,
77,A-3,1,,-1,A-2,0,0.0,,
78,AJYYA2-0320,2,J,0,,2,0.9,,
79,AJZYA4-0340,2,J,0,,2,1.28,,
80,RJND-N15798-8,2,J,0,AJZYA4-0340,2,0.67,,
81,AJZYA5-0350,2,J,0,RJND-N15798-8,2,0.9,,
82,AJZYB4-0430,2,J,0,,2,1.75,,
83,AJCP00-0470,2,J,0,,2,1.19,,
84,AJCP00-0480,2,J,0,,2,1.19,,
85,AJYYC2-0500,2,J,0,,2,0.96,,
86,AJZYC3-0510,2,J,0,,2,0.96,,
87,RJND-N62228-5,2,J,0,AJCP00-0480,2,6.34,,
88,AJCPD4-0550,2,J,0,RJND-N62228-5,2,8.34,,
89,AJWC00-0650,2,J,0,,2,1.83,,4
90,AJWC00-0660,2,J,0,,2,1.96,,4
91,A-4,1,,-1,A-2,0,0.0,,
92,DFQJB1-0340,2,F,4,,2,1.1,,
93,DFQJB1-0350,2,F,4,,2,1.1,,
94,DFQJB2-0400,2,F,4,,2,0.7,,
95,DFQJC2-0420,2,F,4,,2,1.3,,
96,DFZY00-0430,2,F,4,,2,1.3,,
97,DFYY00-0450,2,F,4,,2,1.3,,
98,DFZG00-0470,2,F,4,,2,1.6,,
99,DFQS00-0480,2,F,4,,2,1.0,,6
100,BMZG00-0020,2,M,0,,2,0.7,,
101,BMYY00-0030,2,M,0,,2,2.7,,
102,BMZY00-0130,2,M,0,,2,14.8,,
103,DFZY00-3090,2,F,4,,2,0.7,,
104,BMZY00-0300,2,M,0,DFZY00-3090,2,1.0,,
105,DFYY00-3110,2,F,4,,2,0.6,,
106,DFYY00-3120,2,F,4,,2,0.6,,
107,BMZY00-0400,2,M,0,,2,2.4,,
108,BMZY00-0410,2,M,0,,2,2.4,,
109,BMYY00-0420,2,M,0,,2,2.4,,
110,BMYY00-0430,2,M,0,,2,2.4,,
111,FMQJ00-2540,2,M,0,,2,2.9,,
112,A-5,1,,-1,"A-3,A-4",0,0.0,,
113,DFQJA3-0870,2,F,4,,2,0.9,,
114,RFND-N44839-17,2,F,4,DFQJA3-0970,3,0.59,,
115,DFZYA4-1210,2,F,4,RFND-N44839-17,2,4.1,,
116,RFND-N59940-15,2,F,4,DFQJA3-0870,2,9.41,,
117,DFYYA4-1230,2,F,4,RFND-N59940-15,2,4.1,,
118,DFQJA3-0970,2,F,4,,2,0.9,,
