序号,AO号,类型,专业编码,工种,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,-1,,0,0.0,,
2,A-1,1,,-1,,0,0.0,,
3,AAQS00-0010,2,A,0,,2,1.7,1,6
4,FDQJ00-2000,2,D,1,,2,2.1,1,
5,AJZY00-0040,2,J,0,,2,1.35,,
6,AJYY00-0050,2,J,0,,2,1.28,,
7,RJND-N20041-6,2,J,0,AJYY00-0050,2,1.17,,
8,AJYY00-0070,2,J,0,RJND-N20041-6,2,1.35,,
9,AJZY00-0060,2,J,0,,2,1.28,,
10,AJCP00-0100,2,J,0,,2,0.57,,
11,AJCP00-0130,2,J,0,AJCP00-0100,2,1.35,,
12,AJCP00-0140,2,J,0,,2,1.35,,
13,AJCP00-0150,2,J,0,,2,1.04,,
14,AJCP00-0160,2,J,0,AJCP00-0150,2,2.52,,
15,AJCP00-0170,2,J,0,AJCP00-0160,2,0.63,,
16,AJWB00-0180,2,J,0,AJWB00-0190,2,1.04,,
17,AJWB00-0190,2,J,0,,2,1.06,,
18,AJQJ00-0200,2,J,0,,2,1.18,,
19,AEQJ00-0010,2,E,4,,2,8.3,,
20,ABHS00-2180,2,B,2,,2,1.8,,
21,A-2,1,,-1,A-1,0,0.0,,
22,AFQJ00-0100,2,F,4,,3,0.7,,
23,AFZG00-0120,2,F,4,,3,0.5,,
24,AFZG00-0140,2,F,4,,5,0.5,,
25,AFZG00-0160,2,F,4,,1,0.5,,
26,AKCP00-0040,2,K,4,,1,1.4,,
27,AKYY00-0050,2,K,4,,1,1.5,,
28,AKCP00-0070,2,K,4,,1,1.6,,
29,AWWB00-0010,2,W,1,,2,0.8,,
30,AWWB00-0020,2,W,1,,1,0.8,,
31,AWWB00-0030,2,W,1,,1,0.8,,
32,AWWC00-0040,2,W,1,,1,0.8,,4
33,AWWB00-0050,2,W,1,,1,0.8,,
34,AYWB00-0050,2,Y,3,,1,4.2,,
35,AYQQ00-0060,2,Y,3,,2,6.2,,2
36,AYWC00-1980,2,Y,3,,3,4.6,,4
37,FYQJ00-1130,2,Y,3,,2,6.3,,
38,ACZY00-0010,2,C,4,,1,0.85,,
39,ACYY00-0020,2,C,4,,1,0.85,,
40,ACCP00-0030,2,C,4,,1,0.6,,
41,ACCP00-0050,2,C,4,,1,0.5,,
42,ACCP00-0080,2,C,4,,1,0.5,,
43,ACZY00-0090,2,C,4,,1,0.85,,
44,AQHS00-0050,2,Q,2,,1,1.15,,
45,AQHS00-0100,2,Q,2,,1,1.6,,
46,AQHS00-0130,2,Q,2,,2,1.6,,
47,AQHS00-0140,2,Q,2,,2,0.95,,
48,AQHS00-0150,2,Q,2,AQHS00-0130,1,0.95,,
49,AQQS00-0160,2,Q,2,,1,0.86,,6
50,AJZY00-0220,2,J,0,,1,2.36,,
51,AJYY00-0230,2,J,0,,1,0.41,,
52,AJZY00-0240,2,J,0,,1,0.41,,
53,AJZY00-0260,2,J,0,,1,2.36,,
54,AJZY00-0280,2,J,0,,1,0.41,,
55,AJQX00-0290,2,J,0,,1,1.18,,4
56,AJWC00-0560,2,J,0,,1,0.51,,4
57,AJWC00-0570,2,J,0,,1,1.66,,4
58,AJWC00-0580,2,J,0,,5,1.53,,4
59,AEQS00-0020,2,E,4,,1,1.6,,6
60,AEQS00-0030,2,E,4,,1,1.0,,6
61,AEHS00-0040,2,E,4,,1,6.1,,
62,AEQX00-0050,2,E,4,,1,1.0,,4
63,AEQS00-0060,2,E,4,,1,0.6,,6
64,AEQS00-0070,2,E,4,,1,0.6,,6
65,AEZY00-0430,2,E,4,,1,1.5,,
66,DXHS00-0010,2,X,2,,1,2.3,,
67,DXHS00-0020,2,X,2,,2,1.8,,
68,DXHS00-0030,2,X,2,,1,1.0,,
69,AGHXB1-0070,2,G,0,,1,2.0,,4
70,AGHS00-0120,2,G,0,,2,2.3,,
71,AGWC00-0130,2,G,0,,1,2.0,,4
72,EGZY00-0140,2,G,0,,1,1.8,,
73,ENWCB1-0390,2,N,3,,2,2.2,,4
74,ENHSB1-0320,2,N,3,,1,1.8,,
75,ENHSB1-0340,2,N,3,,1,1.8,,
76,ENQSB1-0360,2,N,3,,1,2.2,,6
77,ENHDB1-0290,2,N,3,,1,1.8,,
78,ENHDB1-0280,2,N,3,,1,1.8,,
79,ENHDB1-0270,2,N,3,,1,1.8,,
80,ENHDB1-0260,2,N,3,,1,1.8,,
81,ENHDB1-0250,2,N,3,,1,1.8,,
82,ENHDB1-0240,2,N,3,,1,1.8,,
83,ENHDB1-0230,2,N,3,,1,1.8,,
84,ENWCB1-0350,2,N,3,,5,1.8,,4
85,ENHDB1-0210,2,N,3,,1,1.8,,
86,ENHDB1-0190,2,N,3,,1,1.8,,
87,ENHSB1-0170,2,N,3,,1,1.8,,
88,ENHSB1-0420,2,N,3,,1,2.2,,
89,ARWB00-0020,2,R,1,,2,2.4,,
90,ARWB00-0030,2,R,1,,2,2.4,,
91,ARWB00-0050,2,R,1,,2,2.4,,
92,ARWB00-0060,2,R,1,,2,2.4,,
93,ARWB00-0080,2,R,1,,2,2.4,,
94,ARWB00-0090,2,R,1,,2,1.2,,
95,ARWB00-0100,2,R,1,,2,1.2,,
96,ARWB00-0140,2,R,1,,2,1.2,,
97,A-3,1,,-1,A-2,0,0.0,,
98,AJYYA2-0320,2,J,0,,2,0.9,,
99,AJZYA4-0340,2,J,0,,2,1.28,,
100,AJZYA5-0350,2,J,0,AJZYA4-0340,2,0.9,,
101,AJZY00-0390,2,J,0,,2,0.99,,
102,AJYYB2-0410,2,J,0,AJZYA4-0340,2,1.75,,
103,AJZYB4-0430,2,J,0,,2,1.75,,
104,AJZY00-0450,2,J,0,AJZYA5-0350,2,0.85,,
105,AJCP00-0470,2,J,0,,2,1.19,,
106,AJCP00-0480,2,J,0,,2,1.19,,
107,AJYYC1-0490,2,J,0,,2,0.64,,
108,AJZYC3-0510,2,J,0,AJYYC1-0490,2,0.96,,
109,AJCPD2-0530,2,J,0,,2,3.12,,
110,RJND-N82173-5,2,J,0,AJCP00-0480,2,21.76,,
111,AJCPD3-0540,2,J,0,RJND-N82173-5,2,3.12,,
112,AJWC00-0650,2,J,0,,2,1.83,,4
113,AJWC00-0670,2,J,0,,2,0.43,,4
114,A-4,1,,-1,A-2,0,0.0,,
115,DFQJB1-0340,2,F,4,,2,1.1,,
116,DFQJB2-0370,2,F,4,,2,0.7,,
117,DFYY00-0450,2,F,4,,2,1.3,,
