序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,AAQS00-0010,2,,2,1.7,1,6
6,ABQJ00-0010,2,,2,3.8,1,
7,AJYY00-0010,2,,2,1.09,,
9,AJZY00-0020,2,,2,1.09,,
,RAND-N68191-11,2,AJZY00-0020,2,1.0,,
10,AJZY00-0040,2,RAND-N68191-11,2,1.35,,
12,AJYY00-0070,2,,2,1.35,,
15,AJCP00-0090,2,,2,2.06,,
18,AJCP00-0110,2,,2,2.06,,
26,AJQJ00-0200,2,,2,1.18,,
32,A-2,1,A-1,0,0.0,,
35,AFZG00-0120,2,,3,0.5,,
36,AFZG00-0130,2,,3,0.5,,
39,AFZG00-0160,2,,1,0.5,,
43,AKCP00-0040,2,,1,1.4,,
44,AKYY00-0050,2,,1,1.5,,
46,AKCP00-0070,2,,1,1.6,,
53,BWQS00-0090,2,,1,1.0,,6
58,AYQQ00-0060,2,,2,6.2,,2
60,AYQQ00-0080,2,,1,5.7,,2
61,AYZQ00-0090,2,,1,5.7,,
64,ACZY00-0010,2,,1,0.85,,
66,ACCP00-0030,2,,1,0.6,,
71,ACCP00-0080,2,,1,0.5,,
72,ACZY00-0090,2,,1,0.85,,
74,AQHS00-0030,2,,1,1.15,,
75,AQHS00-0040,2,,1,1.15,,
80,AQHS00-0090,2,,1,1.6,,
82,AQHS00-0110,2,,1,1.6,,
84,AQHS00-0130,2,,2,1.6,,
85,AQHS00-0140,2,,2,0.95,,
89,AQHD00-0180,2,,1,1.0,,
100,AJYYA1-0310,2,,2,1.28,,
102,AJWC00-0570,2,,1,1.66,,4
103,AJWC00-0580,2,,5,1.53,,4
106,AEHS00-0040,2,,1,6.1,,
107,AEQX00-0050,2,,1,1.0,,4
108,AEQS00-0060,2,,1,0.6,,6
110,AEZY00-0430,2,,1,1.5,,
117,AGHXB4-0100,2,,1,2.0,,4
120,AGWC00-0130,2,,1,2.0,,4
125,ENHSB1-0430,2,,1,2.2,,
140,ENHDB1-0220,2,,1,1.8,,
145,ENHDB1-0180,2,,1,1.8,,
146,ENHSB1-0170,2,,1,1.8,,
153,ARWB00-0030,2,,2,2.4,,
154,ARWB00-0040,2,,2,2.4,,
,RAND-N27951-13,2,A-2,2,1.0,,
165,A-3,1,RAND-N27951-13,0,0.0,,
167,AJYYA3-0330,2,,2,4.36,,
168,AJZYA4-0340,2,,2,1.28,,
,RAND-N12242-9,2,AJZYA4-0340,2,1.0,,
174,AJYYB2-0410,2,RAND-N12242-9,2,1.75,,
,RAND-N96152-4,2,AJZYA4-0340,2,1.0,,
175,AJZYB3-0420,2,RAND-N96152-4,2,1.05,,
176,AJZYB4-0430,2,,2,1.75,,
185,AJCPD1-0520,2,,2,2.41,,
192,AJCP00-0770,2,,2,1.02,,
,RAND-N3238-0,2,A-2,2,1.0,,
193,A-4,1,RAND-N3238-0,0,0.0,,
197,DFQJB2-0370,2,,2,0.7,,
198,DFQJB2-0380,2,,2,0.7,,
200,DFQJB2-0400,2,,2,0.7,,
204,DFZY00-0440,2,,2,1.3,,
211,BMYY00-0121,2,,2,14.8,,
218,BMYY00-0311,2,,2,1.0,,
220,BMZY00-0410,2,,2,2.4,,
225,FMQJ00-2540,2,,2,2.9,,
226,AYQJ00-0130,2,,2,36.2,,
228,A-5,1,"A-3,A-4",0,0.0,,
230,DFQJA3-0860,2,,2,0.9,,
231,DFQJA3-0870,2,,2,0.9,,
237,DFQJA3-0970,2,,2,0.9,,
,RAND-N36046-5,2,A-3,2,1.0,,
241,A-6,1,"A-4,RAND-N36046-5",0,0.0,,
245,AFHS00-0010,2,,1,2.3,,
248,AKHD00-0080,2,,1,7.2,,
249,AKHD00-0090,2,,1,7.2,,
250,AKHS00-0100,2,,2,1.7,,
252,AKWC00-0120,2,,2,2.7,,4
253,AWHS00-0060,2,,1,2.3,,
254,ADHD00-0060,2,,1,3.7,,
255,ADHD00-0700,2,,1,3.3,,
256,ADHD00-0080,2,,1,3.6,,
257,AYQQ00-0100,2,,1,6.6,,2
