序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,AAQS00-0010,2,,2,1.7,1,6
5,FDQJ00-2000,2,,2,2.1,1,
6,ABQJ00-0010,2,,2,3.8,1,
7,AJYY00-0010,2,,2,1.09,,
11,AJYY00-0050,2,,2,1.28,,
,RAND-N35577-8,2,AJYY00-0050,2,1.0,,
12,AJYY00-0070,2,RAND-N35577-8,2,1.35,,
14,AJZY00-0080,2,,2,1.35,,
17,AJCP00-0130,2,,2,1.35,,
19,AJCP00-0120,2,,2,0.57,,
21,AJCP00-0150,2,,2,1.04,,
,RAND-N14429-7,2,AJCP00-0150,2,1.0,,
22,AJCP00-0160,2,RAND-N14429-7,2,2.52,,
24,AJWB00-0180,2,AJWB00-0190,2,1.04,,
25,AJWB00-0190,2,,2,1.06,,
26,AJQJ00-0200,2,,2,1.18,,
29,AGQJ00-0010,2,,2,3.8,,
30,FJQJ00-0370,2,,2,1.03,,
31,ABHS00-2180,2,,2,1.8,,
32,A-2,1,A-1,0,0.0,,
34,AFZG00-0110,2,,3,0.9,,
35,AFZG00-0120,2,,3,0.5,,
39,AFZG00-0160,2,,1,0.5,,
41,AKQS00-0020,2,,1,1.1,,6
46,AKCP00-0070,2,,1,1.6,,
48,AWWB00-0010,2,,2,0.8,,
49,AWWB00-0020,2,,1,0.8,,
50,AWWB00-0030,2,,1,0.8,,
52,AWWB00-0050,2,,1,0.8,,
53,BWQS00-0090,2,,1,1.0,,6
54,AWWB00-1600,2,,1,0.5,,
55,FWQJ00-1960,2,,1,0.8,,
56,AYWB00-0040,2,,1,4.2,,
57,AYWB00-0050,2,,1,4.2,,
58,AYQQ00-0060,2,,2,6.2,,2
62,AYWC00-1980,2,,3,4.6,,4
63,FYQJ00-1130,2,,2,6.3,,
64,ACZY00-0010,2,,1,0.85,,
65,ACYY00-0020,2,,1,0.85,,
68,ACCP00-0050,2,,1,0.5,,
69,ACCP00-0060,2,,1,0.5,,
70,ACCP00-0070,2,,1,0.5,,
75,AQHS00-0040,2,,1,1.15,,
77,AQHS00-0060,2,,1,1.5,,
78,AQHS00-0070,2,,1,1.6,,
81,AQHS00-0100,2,,1,1.6,,
82,AQHS00-0110,2,,1,1.6,,
84,AQHS00-0130,2,,2,1.6,,
,RAND-N57385-0,2,AQHS00-0130,2,1.0,,
86,AQHS00-0150,2,RAND-N57385-0,1,0.95,,
87,AQQS00-0160,2,,1,0.86,,6
90,AQWC00-0190,2,,1,1.0,,4
91,AJZY00-0220,2,,1,2.36,,
92,AJYY00-0230,2,,1,0.41,,
93,AJZY00-0240,2,,1,0.41,,
94,AJYY00-0250,2,,1,2.36,,
97,AJZY00-0280,2,,1,0.41,,
98,AJQX00-0290,2,,1,1.18,,4
102,AJWC00-0570,2,,1,1.66,,4
105,AEQS00-0030,2,,1,1.0,,6
113,DXHS00-0030,2,,1,1.0,,
115,AGHXB2-0080,2,,1,2.0,,4
117,AGHXB4-0100,2,,1,2.0,,4
120,AGWC00-0130,2,,1,2.0,,4
121,EGZY00-0140,2,,1,1.8,,
122,EGYY00-0150,2,,1,1.8,,
126,ENHSB1-0310,2,,1,1.8,,
127,ENHSB1-0320,2,,1,1.8,,
129,ENHSB1-0340,2,,1,1.8,,
138,ENHDB1-0240,2,,1,1.8,,
139,ENHDB1-0230,2,,1,1.8,,
140,ENHDB1-0220,2,,1,1.8,,
141,ENWCB1-0350,2,,5,1.8,,4
142,ENHDB1-0210,2,,1,1.8,,
144,ENHDB1-0190,2,,1,1.8,,
145,ENHDB1-0180,2,,1,1.8,,
146,ENHSB1-0170,2,,1,1.8,,
148,ENHSB1-0420,2,,1,2.2,,
149,ENHSB1-0410,2,,1,2.2,,
152,ARWB00-0020,2,,2,2.4,,
153,ARWB00-0030,2,,2,2.4,,
154,ARWB00-0040,2,,2,2.4,,
155,ARWB00-0050,2,,2,2.4,,
156,ARWB00-0060,2,,2,2.4,,
157,ARWB00-0070,2,,2,2.4,,
158,ARWB00-0080,2,,2,2.4,,
