序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
5,FDQJ00-2000,2,,2,2.1,1,
7,AJYY00-0010,2,,2,1.09,,
9,AJZY00-0020,2,,2,1.09,,
10,AJZY00-0040,2,AJZY00-0020,2,1.35,,
12,AJYY00-0070,2,,2,1.35,,
14,AJZY00-0080,2,,2,1.35,,
24,AJWB00-0180,2,,2,1.04,,
27,AEQJ00-0010,2,,2,8.3,,
28,AEQJ00-0080,2,,2,50.1,,
29,AGQJ00-0010,2,,2,3.8,,
,RAND-N95403-3,2,A-1,2,1.0,,
32,A-2,1,RAND-N95403-3,0,0.0,,
39,AFZG00-0160,2,,1,0.5,,
46,AKCP00-0070,2,,1,1.6,,
57,AYWB00-0050,2,,1,4.2,,
63,FYQJ00-1130,2,,2,6.3,,
65,ACYY00-0020,2,,1,0.85,,
66,ACCP00-0030,2,,1,0.6,,
68,ACCP00-0050,2,,1,0.5,,
71,ACCP00-0080,2,,1,0.5,,
73,AQHS00-0020,2,,1,1.15,,
75,AQHS00-0040,2,,1,1.15,,
77,AQHS00-0060,2,,1,1.5,,
80,AQHS00-0090,2,,1,1.6,,
81,AQHS00-0100,2,,1,1.6,,
82,AQHS00-0110,2,,1,1.6,,
85,AQHS00-0140,2,,2,0.95,,
87,AQQS00-0160,2,,1,0.86,,6
88,AQQJ00-0170,2,,2,3.2,,2
91,AJZY00-0220,2,,1,2.36,,
92,AJYY00-0230,2,,1,0.41,,
94,AJYY00-0250,2,,1,2.36,,
97,AJZY00-0280,2,,1,0.41,,
102,AJWC00-0570,2,,1,1.66,,4
104,AEQS00-0020,2,,1,1.6,,6
109,AEQS00-0070,2,,1,0.6,,6
118,AGHXB5-0110,2,,1,2.0,,4
120,AGWC00-0130,2,,1,2.0,,4
123,ENWCB1-0390,2,,2,2.2,,4
124,ENHSB1-0380,2,,1,2.2,,
129,ENHSB1-0340,2,,1,1.8,,
130,ENWCB1-0370,2,,1,2.2,,4
133,ENHDB1-0290,2,,1,1.8,,
134,ENHDB1-0280,2,,1,1.8,,
139,ENHDB1-0230,2,,1,1.8,,
140,ENHDB1-0220,2,,1,1.8,,
143,ENHDB1-0200,2,,1,1.8,,
145,ENHDB1-0180,2,,1,1.8,,
146,ENHSB1-0170,2,,1,1.8,,
147,ENHSB1-0440,2,,1,2.2,,
151,ARWB00-0010,2,,2,2.4,,
154,ARWB00-0040,2,,2,2.4,,
156,ARWB00-0060,2,,2,2.4,,
157,ARWB00-0070,2,,2,2.4,,
159,ARWB00-0090,2,,2,1.2,,
162,ARWB00-0120,2,,2,1.2,,
163,ARWB00-0130,2,,2,1.2,,
164,ARWB00-0140,2,,2,1.2,,
165,A-3,1,A-2,0,0.0,,
170,AJZYA6-0360,2,,2,4.36,,
171,AJYY00-0380,2,,2,0.99,,
172,AJZY00-0390,2,,2,0.99,,
173,AJYYB1-0400,2,,2,1.05,,
,RAND-N14138-4,2,AJZYA6-0360,2,1.0,,
178,AJZY00-0450,2,RAND-N14138-4,2,0.85,,
180,AJCP00-0470,2,,2,1.19,,
181,AJCP00-0480,2,,2,1.19,,
183,AJYYC2-0500,2,,2,0.96,,
184,AJZYC3-0510,2,,2,0.96,,
185,AJCPD1-0520,2,AJCP00-0480,2,2.41,,
186,AJCPD2-0530,2,,2,3.12,,
188,AJCPD4-0550,2,AJCPD1-0520,2,8.34,,
189,AJWC00-0650,2,,2,1.83,,4
190,AJWC00-0660,2,,2,1.96,,4
192,AJCP00-0770,2,,2,1.02,,
193,A-4,1,A-2,0,0.0,,
195,DFQJB1-0350,2,,2,1.1,,
197,DFQJB2-0370,2,,2,0.7,,
200,DFQJB2-0400,2,,2,0.7,,
204,DFZY00-0440,2,,2,1.3,,
206,DFYY00-0460,2,,2,1.3,,
209,BMZG00-0020,2,,2,0.7,,
210,BMYY00-0030,2,,2,2.7,,
212,BMZY00-0130,2,,2,14.8,,
213,DFZY00-3090,2,,2,0.7,,
214,DFZY00-3100,2,,2,0.7,,
216,DFYY00-3110,2,,2,0.6,,
