序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
4,FAQJ00-3450,2,,2,2.9,1,
5,FDQJ00-2000,2,,2,2.1,1,
7,AJYY00-0010,2,,2,1.09,,
9,AJZY00-0020,2,,2,1.09,,
17,AJCP00-0130,2,,2,1.35,,
18,AJCP00-0110,2,,2,2.06,,
19,AJCP00-0120,2,,2,0.57,,
,RAND-N87183-13,2,AJCP00-0120,2,1.0,,
,RAND-N85246-15,2,AJCP00-0110,2,1.0,,
20,AJCP00-0140,2,"RAND-N87183-13,RAND-N85246-15",2,1.35,,
22,AJCP00-0160,2,,2,2.52,,
25,AJWB00-0190,2,,2,1.06,,
27,AEQJ00-0010,2,,2,8.3,,
28,AEQJ00-0080,2,,2,50.1,,
,RAND-N9568-2,2,A-1,2,1.0,,
32,A-2,1,RAND-N9568-2,0,0.0,,
34,AFZG00-0110,2,,3,0.9,,
36,AFZG00-0130,2,,3,0.5,,
37,AFZG00-0140,2,,5,0.5,,
38,AFZG00-0150,2,,5,0.5,,
40,AFZG00-0170,2,,1,0.5,,
45,AKCP00-0060,2,,1,1.4,,
47,AMYG00-0010,2,,1,0.7,,
50,AWWB00-0030,2,,1,0.8,,
53,BWQS00-0090,2,,1,1.0,,6
55,FWQJ00-1960,2,,1,0.8,,
56,AYWB00-0040,2,,1,4.2,,
57,AYWB00-0050,2,,1,4.2,,
58,AYQQ00-0060,2,,2,6.2,,2
59,AYHS00-0070,2,,1,5.2,,
61,AYZQ00-0090,2,,1,5.7,,
62,AYWC00-1980,2,,3,4.6,,4
64,ACZY00-0010,2,,1,0.85,,
65,ACYY00-0020,2,,1,0.85,,
66,ACCP00-0030,2,,1,0.6,,
68,ACCP00-0050,2,,1,0.5,,
71,ACCP00-0080,2,,1,0.5,,
79,AQHS00-0080,2,,1,1.6,,
83,AQHS00-0120,2,,1,1.6,,
84,AQHS00-0130,2,,2,1.6,,
,RAND-N96648-8,2,AQHS00-0120,2,1.0,,
85,AQHS00-0140,2,RAND-N96648-8,2,0.95,,
89,AQHD00-0180,2,,1,1.0,,
91,AJZY00-0220,2,,1,2.36,,
93,AJZY00-0240,2,,1,0.41,,
94,AJYY00-0250,2,,1,2.36,,
96,AJYY00-0270,2,,1,0.41,,
97,AJZY00-0280,2,,1,0.41,,
98,AJQX00-0290,2,,1,1.18,,4
100,AJYYA1-0310,2,,2,1.28,,
102,AJWC00-0570,2,,1,1.66,,4
104,AEQS00-0020,2,,1,1.6,,6
113,DXHS00-0030,2,,1,1.0,,
114,AGHXB1-0070,2,,1,2.0,,4
115,AGHXB2-0080,2,,1,2.0,,4
116,AGHXB3-0090,2,,1,2.0,,4
118,AGHXB5-0110,2,,1,2.0,,4
120,AGWC00-0130,2,,1,2.0,,4
122,EGYY00-0150,2,,1,1.8,,
125,ENHSB1-0430,2,,1,2.2,,
128,ENHSB1-0330,2,,1,1.8,,
129,ENHSB1-0340,2,,1,1.8,,
134,ENHDB1-0280,2,,1,1.8,,
137,ENHDB1-0250,2,,1,1.8,,
139,ENHDB1-0230,2,,1,1.8,,
142,ENHDB1-0210,2,,1,1.8,,
144,ENHDB1-0190,2,,1,1.8,,
145,ENHDB1-0180,2,,1,1.8,,
154,ARWB00-0040,2,,2,2.4,,
155,ARWB00-0050,2,,2,2.4,,
157,ARWB00-0070,2,,2,2.4,,
161,ARWB00-0110,2,,2,1.2,,
162,ARWB00-0120,2,,2,1.2,,
163,ARWB00-0130,2,,2,1.2,,
165,A-3,1,A-2,0,0.0,,
168,AJZYA4-0340,2,,2,1.28,,
169,AJZYA5-0350,2,AJZYA4-0340,2,0.9,,
,RAND-N33484-6,2,AJZYA5-0350,2,1.0,,
170,AJZYA6-0360,2,RAND-N33484-6,2,4.36,,
172,AJZY00-0390,2,,2,0.99,,
,RAND-N81274-17,2,AJZYA6-0360,2,1.0,,
175,AJZYB3-0420,2,RAND-N81274-17,2,1.05,,
176,AJZYB4-0430,2,,2,1.75,,
183,AJYYC2-0500,2,,2,0.96,,
