scenario_id,level,reschedule_start_time,delayed_task_count,frozen_task_count,movable_task_count,eligible_delay_task_count,TaskID,release_time
low_000,low,146.91713324592217,16,378,337,325,81,161.3848563673292
low_000,low,146.91713324592217,16,378,337,325,83,193.371965164875
low_000,low,146.91713324592217,16,378,337,325,147,184.1021754100913
low_000,low,146.91713324592217,16,378,337,325,150,196.4070312531225
low_000,low,146.91713324592217,16,378,337,325,176,278.93917012657744
low_000,low,146.91713324592217,16,378,337,325,181,235.15617646302087
low_000,low,146.91713324592217,16,378,337,325,185,285.6811168374272
low_000,low,146.91713324592217,16,378,337,325,207,244.69688050031405
low_000,low,146.91713324592217,16,378,337,325,269,388.4955503487735
low_000,low,146.91713324592217,16,378,337,325,273,399.6765770310212
low_000,low,146.91713324592217,16,378,337,325,286,377.8410053334413
low_000,low,146.91713324592217,16,378,337,325,287,378.6855977070375
low_000,low,146.91713324592217,16,378,337,325,570,183.970676499982
low_000,low,146.91713324592217,16,378,337,325,674,580.9669710275475
low_000,low,146.91713324592217,16,378,337,325,675,582.2685150138431
low_000,low,146.91713324592217,16,378,337,325,681,583.7473323961394
low_001,low,192.32850410143243,11,473,242,230,165,241.43355176914216
low_001,low,192.32850410143243,11,473,242,230,170,242.45334197230665
low_001,low,192.32850410143243,11,473,242,230,191,245.82998075606923
low_001,low,192.32850410143243,11,473,242,230,205,262.112631436674
low_001,low,192.32850410143243,11,473,242,230,208,239.05404127257916
low_001,low,192.32850410143243,11,473,242,230,226,300.6908102721609
low_001,low,192.32850410143243,11,473,242,230,259,396.99343839819727
low_001,low,192.32850410143243,11,473,242,230,272,366.57531611533113
low_001,low,192.32850410143243,11,473,242,230,281,371.7423728046825
low_001,low,192.32850410143243,11,473,242,230,294,435.12106636459526
low_001,low,192.32850410143243,11,473,242,230,713,691.6697771239034
low_002,low,230.25465229048996,10,510,205,193,169,289.2163892355581
low_002,low,230.25465229048996,10,510,205,193,178,250.72497392036504
low_002,low,230.25465229048996,10,510,205,193,207,244.69688050031405
low_002,low,230.25465229048996,10,510,205,193,249,369.0668842086279
low_002,low,230.25465229048996,10,510,205,193,251,396.4731323194344
low_002,low,230.25465229048996,10,510,205,193,262,353.18765508564485
low_002,low,230.25465229048996,10,510,205,193,310,517.7026324743131
low_002,low,230.25465229048996,10,510,205,193,675,582.2685150138431
low_002,low,230.25465229048996,10,510,205,193,681,583.7473323961394
low_002,low,230.25465229048996,10,510,205,193,688,584.8016291629671
low_003,low,178.35161471378984,13,450,265,253,35,205.91553218874571
low_003,low,178.35161471378984,13,450,265,253,119,185.9352878174684
low_003,low,178.35161471378984,13,450,265,253,152,198.98341007860748
low_003,low,178.35161471378984,13,450,265,253,190,233.30922298400492
low_003,low,178.35161471378984,13,450,265,253,217,271.89308023821127
low_003,low,178.35161471378984,13,450,265,253,219,279.9023053709845
low_003,low,178.35161471378984,13,450,265,253,225,309.9817159038722
low_003,low,178.35161471378984,13,450,265,253,273,399.6765770310212
low_003,low,178.35161471378984,13,450,265,253,285,376.6460173007086
low_003,low,178.35161471378984,13,450,265,253,308,492.3549560408983
low_003,low,178.35161471378984,13,450,265,253,562,335.4179267590652
low_003,low,178.35161471378984,13,450,265,253,667,562.1214219491741
low_003,low,178.35161471378984,13,450,265,253,681,583.7473323961394
low_004,low,201.25069352515357,10,486,229,217,197,236.67453077601607
low_004,low,201.25069352515357,10,486,229,217,214,271.7666454590198
low_004,low,201.25069352515357,10,486,229,217,243,421.8198508077671
low_004,low,201.25069352515357,10,486,229,217,250,390.4910789087886
low_004,low,201.25069352515357,10,486,229,217,255,379.8738828430276
low_004,low,201.25069352515357,10,486,229,217,259,396.99343839819727
low_004,low,201.25069352515357,10,486,229,217,263,354.9887865328349
low_004,low,201.25069352515357,10,486,229,217,647,429.3471375492213
low_004,low,201.25069352515357,10,486,229,217,684,575.7295464179014
low_004,low,201.25069352515357,10,486,229,217,693,577.5012174409941
low_005,low,194.62098753424442,12,477,238,226,57,226.17069115662565
low_005,low,194.62098753424442,12,477,238,226,166,287.1570180598004
low_005,low,194.62098753424442,12,477,238,226,187,290.4401456459117
low_005,low,194.62098753424442,12,477,238,226,194,248.23215330367324
low_005,low,194.62098753424442,12,477,238,226,201,256.22051032286885
low_005,low,194.62098753424442,12,477,238,226,226,300.6908102721609
low_005,low,194.62098753424442,12,477,238,226,248,420.55333676095
low_005,low,194.62098753424442,12,477,238,226,252,361.1505522479717
low_005,low,194.62098753424442,12,477,238,226,289,393.85899052653104
low_005,low,194.62098753424442,12,477,238,226,314,515.8522989131229
low_005,low,194.62098753424442,12,477,238,226,563,313.0794809621537
low_005,low,194.62098753424442,12,477,238,226,692,587.1742897114855
low_006,low,224.56650436219974,5,507,208,196,165,241.43355176914216
low_006,low,224.56650436219974,5,507,208,196,221,281.1713227964848
low_006,low,224.56650436219974,5,507,208,196,285,376.6460173007086
low_006,low,224.56650436219974,5,507,208,196,314,515.8522989131229
low_006,low,224.56650436219974,5,507,208,196,561,306.9565726162296
low_007,low,161.17231226880043,19,420,295,283,83,193.371965164875
low_007,low,161.17231226880043,19,420,295,283,118,196.25454987350545
low_007,low,161.17231226880043,19,420,295,283,143,174.2831968553775
low_007,low,161.17231226880043,19,420,295,283,177,295.34646171644835
