TaskID,StationID,Team,Start,End,Duration
0,0,[],0.0,0.0,0.0
1,0,[],0.0,0.0,0.0
258,0,[],0.0,0.0,0.0
259,2,"[72, 41]",0.0,1.055208260402006,1.055208260402006
260,3,"[44, 18]",0.0,1.1902778010700645,1.1902778010700645
261,4,"[45, 55]",0.0,1.5170878732457957,1.5170878732457957
262,5,"[24, 0]",0.0,1.7062508302497774,1.7062508302497774
263,1,"[5, 22]",0.0,0.9559207026748602,0.9559207026748602
282,0,[],0.0,0.0,0.0
308,0,[],0.0,0.0,0.0
325,0,[],0.0,0.0,0.0
345,0,[],0.0,0.0,0.0
391,0,[],0.0,0.0,0.0
398,0,[],0.0,0.0,0.0
401,1,"[57, 66]",0.0,1.4163867036907176,1.4163867036907176
403,0,[],0.0,0.0,0.0
404,5,"[64, 19]",0.0,1.2492345731981025,1.2492345731981025
406,5,"[39, 60]",0.0,1.2225648601956394,1.2225648601956394
407,4,"[29, 48]",0.0,1.1869105370730226,1.1869105370730226
408,3,"[23, 13]",0.0,0.580101027706546,0.580101027706546
414,4,"[79, 54]",0.0,0.8054292727501904,0.8054292727501904
415,2,"[16, 61]",0.0,1.549933988090459,1.549933988090459
420,3,"[52, 7]",0.0,0.708303685103518,0.708303685103518
446,0,[],0.0,0.0,0.0
472,0,[],0.0,0.0,0.0
483,0,[],0.0,0.0,0.0
581,0,[],0.0,0.0,0.0
583,1,"[6, 20]",0.0,2.031176833309469,2.031176833309469
590,2,"[30, 3]",0.0,2.185676635367665,2.185676635367665
419,3,"[23, 13]",0.580101027706546,1.933670128944271,1.3535691012377251
412,3,"[52, 7]",0.708303685103518,2.313792083037561,1.605488397934043
423,4,"[79, 54]",0.8054292727501904,2.4929954115803645,1.6875661388301741
413,1,"[22, 34]",0.9559207026748602,2.6876510070649524,1.7317303043900922
424,2,"[41, 56]",1.055208260402006,3.094191880679474,2.038983620277468
422,4,"[29, 48]",1.1869105370730226,3.2370285886461394,2.0501180515731168
475,3,"[44, 18]",1.1902778010700645,3.4034505372043364,2.213172736134272
421,5,"[39, 60]",1.2225648601956394,3.6183974274831194,2.39583256728748
410,5,"[64, 19]",1.2492345731981025,4.107483171835423,2.8582485986373207
591,1,"[5, 53]",1.4163867036907176,4.281021245685517,2.8646345419948
411,4,"[9, 14]",1.5170878732457957,4.700492821128881,3.1834049478830853
405,2,"[16, 61]",1.549933988090459,4.733582098865078,3.183648110774619
264,0,[],1.7062508302497774,1.7062508302497774,0.0
265,5,"[24, 0]",1.7062508302497774,2.786876371141374,1.0806255408915966
582,3,"[77, 12]",1.933670128944271,5.137722099131198,3.2040519701869266
592,1,"[6, 20]",2.031176833309469,5.178070304170413,3.1468934708609444
418,2,"[30, 3]",2.185676635367665,5.328795473338511,3.143118837970846
594,3,"[65, 1]",2.313792083037561,6.214413047465861,3.9006209644283
416,4,"[79, 54]",2.4929954115803645,5.801008645092409,3.3080132335120447
400,1,"[22, 57]",2.6876510070649524,6.02258861094267,3.334937603877717
