TaskID,StationID,Team,Start,End,Duration
0,0,[],0.0,0.0,0.0
1,0,[],0.0,0.0,0.0
245,0,[],0.0,0.0,0.0
246,2,"[72, 41]",0.0,0.7867781208375281,0.7867781208375281
247,1,"[5, 22]",0.0,0.5045136778111244,0.5045136778111244
248,3,"[44, 18]",0.0,1.311165266397377,1.311165266397377
249,5,"[24, 0]",0.0,1.5356257924250118,1.5356257924250118
250,4,"[45, 55]",0.0,1.3757441939627486,1.3757441939627486
264,0,[],0.0,0.0,0.0
293,0,[],0.0,0.0,0.0
307,0,[],0.0,0.0,0.0
326,0,[],0.0,0.0,0.0
383,0,[],0.0,0.0,0.0
390,0,[],0.0,0.0,0.0
393,5,"[39, 60]",0.0,1.4197526498789694,1.4197526498789694
396,0,[],0.0,0.0,0.0
400,4,"[29, 48]",0.0,1.0692004001985533,1.0692004001985533
401,3,"[52, 7]",0.0,0.585531050855515,0.585531050855515
404,1,"[57, 66]",0.0,1.6216601886585038,1.6216601886585038
408,2,"[16, 61]",0.0,1.7070218652958977,1.7070218652958977
409,4,"[79, 54]",0.0,0.6903679970586604,0.6903679970586604
410,3,"[23, 13]",0.0,0.4419817288616927,0.4419817288616927
411,5,"[64, 19]",0.0,1.4690998866736786,1.4690998866736786
427,0,[],0.0,0.0,0.0
448,0,[],0.0,0.0,0.0
458,0,[],0.0,0.0,0.0
543,0,[],0.0,0.0,0.0
546,2,"[30, 3]",0.0,1.9052137399896214,1.9052137399896214
551,1,"[6, 20]",0.0,1.7260234726162933,1.7260234726162933
412,3,"[23, 13]",0.4419817288616927,2.3848596921476553,1.9428779632859625
397,1,"[22, 34]",0.5045136778111244,2.671595231451613,2.1670815536404886
545,3,"[53, 77]",0.585531050855515,3.194005651989094,2.608474601133579
554,4,"[12, 65]",0.6903679970586604,3.6472865631003955,2.956918566041735
552,2,"[72, 41]",0.7867781208375281,3.6654602439378485,2.8786821231003206
553,4,"[48, 56]",1.0692004001985533,4.498526996903646,3.4293265967050925
402,3,"[44, 52]",1.311165266397377,3.6808667923076794,2.3697015259103025
403,4,"[79, 54]",1.3757441939627486,3.90709351651117,2.5313493225484214
550,5,"[60, 19]",1.4690998866736786,4.924865318854425,3.4557654321807467
251,0,[],1.5356257924250118,1.5356257924250118,0.0
258,5,"[14, 1]",1.5356257924250118,3.206540481440644,1.6709146890156323
405,5,"[24, 0]",1.5356257924250118,4.038127175858797,2.5025013834337853
407,2,[16],1.7070218652958977,2.705227117780429,0.9982052524845311
395,1,"[66, 9]",1.7260234726162933,5.161537521632821,3.435514049016528
399,1,"[20, 57]",1.7260234726162933,4.660523630304651,2.9345001576883574
406,2,"[30, 3]",1.9052137399896214,5.116030923723094,3.2108171837334725
392,3,"[23, 13]",2.3848596921476553,5.6352670361261215,3.250407343978466
451,1,"[5, 22]",2.671595231451613,7.079451646626492,4.407856415174878
555,3,"[18, 53]",3.194005651989094,8.301465454571154,5.10745980258206
