TaskID,StationID,Team,Start,End,Duration
0,0,[],0.0,0.0,0.0
1,0,[],0.0,0.0,0.0
263,0,[],0.0,0.0,0.0
264,2,"[72, 41]",0.0,0.7219845817999005,0.7219845817999005
265,1,"[5, 22]",0.0,0.6107270364626722,0.6107270364626722
266,3,"[44, 18]",0.0,1.1623805828335878,1.1623805828335878
267,1,"[6, 20]",0.0,1.363653807058818,1.363653807058818
268,4,"[45, 55]",0.0,1.1684404605150043,1.1684404605150043
282,0,[],0.0,0.0,0.0
310,0,[],0.0,0.0,0.0
323,0,[],0.0,0.0,0.0
342,0,[],0.0,0.0,0.0
404,0,[],0.0,0.0,0.0
411,0,[],0.0,0.0,0.0
414,0,[],0.0,0.0,0.0
415,5,"[29, 48]",0.0,1.57927762100975,1.57927762100975
418,3,"[79, 30]",0.0,0.9805363547566804,0.9805363547566804
419,2,"[23, 13]",0.0,0.7090123550005172,0.7090123550005172
420,1,"[16, 61]",0.0,2.1468679464395763,2.1468679464395763
423,4,"[64, 19]",0.0,1.6489896127942367,1.6489896127942367
424,2,"[52, 7]",0.0,0.9444049134713574,0.9444049134713574
425,5,"[57, 66]",0.0,1.8679883216788462,1.8679883216788462
428,4,"[54, 3]",0.0,1.2567203145432126,1.2567203145432126
429,3,"[39, 60]",0.0,1.6070811734879127,1.6070811734879127
449,0,[],0.0,0.0,0.0
473,0,[],0.0,0.0,0.0
483,0,[],0.0,0.0,0.0
572,0,[],0.0,0.0,0.0
583,5,"[24, 0]",0.0,1.270209016697363,1.270209016697363
579,1,"[5, 22]",0.6107270364626722,2.8943152234711946,2.2835881870085224
580,2,"[72, 41]",0.7219845817999005,3.360005177633588,2.6380205958336873
584,2,"[53, 77]",0.7219845817999005,3.5577124262156032,2.8357278444157026
573,2,"[12, 65]",0.9444049134713574,3.8911972965958235,2.9467923831244662
421,3,"[79, 30]",1.1623805828335878,3.761278001807409,2.598897418973821
581,3,"[44, 18]",1.1623805828335878,4.417046214767634,3.254665631934046
427,4,"[54, 3]",1.2567203145432126,4.042937426205328,2.7862171116621157
585,4,"[45, 55]",1.2567203145432126,4.620697679815801,3.3639773652725884
426,5,[24],1.270209016697363,2.259993206857213,0.9897841901598499
269,0,[],1.363653807058818,1.363653807058818,0.0
422,1,"[20, 34]",1.363653807058818,4.65586874985487,3.2922149427960514
275,5,"[0, 48]",1.57927762100975,2.727122174489205,1.1478445534794548
582,3,"[60, 56]",1.6070811734879127,5.713054033274506,4.105972859786593
271,4,"[19, 14]",1.6489896127942367,3.2045788154348567,1.55558920264062
272,5,"[66, 1]",1.8679883216788462,3.437010131263449,1.5690218095846027
586,1,"[6, 61]",2.1468679464395763,6.401866839076593,4.254998892637017
270,5,"[24, 40]",2.259993206857213,4.2984375848737875,2.0384443780165746
274,5,"[0, 48]",2.727122174489205,5.717305229295655,2.99018305480645
417,1,"[22, 16]",2.8943152234711946,6.5140391682609025,3.619723944789708
475,4,"[19, 14]",3.2045788154348567,7.975051892174589,4.770473076739732
