序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,FAQJ00-3450,2,,2,4.18,1,
4,FDQJ00-2000,2,,2,2.15,1,
5,ABQJ00-0010,2,,2,3.55,1,
6,AJYY00-0010,2,,2,0.97,,
7,RAND-N61633-20,2,AJYY00-0010,2,0.67,,
8,AJYY00-0030,2,RAND-N61633-20,2,1.18,,
9,AJZY00-0040,2,,2,0.87,,
10,AJYY00-0050,2,,2,0.63,,
11,AJZY00-0060,2,,2,1.35,,
12,AJCP00-0090,2,,2,2.26,,
13,AJCP00-0100,2,,2,0.74,,
14,AJCP00-0110,2,,2,2.97,,
15,AJCP00-0120,2,,2,0.46,,
16,RAND-N78467-25,2,AJCP00-0120,1,0.65,,
17,AJCP00-0140,2,"AJCP00-0110,RAND-N78467-25",2,1.69,,
18,AJCP00-0170,2,,2,0.65,,
19,AJWB00-0190,2,,2,1.15,,
20,AJQJ00-0200,2,,2,1.3,,
21,AEQJ00-0010,2,,2,9.11,,
22,AGQJ00-0010,2,,2,2.45,,
23,FJQJ00-0370,2,,2,0.94,,
24,RAND-N68864-28,2,A-1,2,0.97,,
25,A-2,1,RAND-N68864-28,0,0.0,,
26,AFZG00-0110,2,,3,0.64,,
27,AFZG00-0120,2,,3,0.54,,
28,AFZG00-0130,2,,3,0.51,,
29,AFZG00-0140,2,,5,0.58,,
30,AFZG00-0160,2,,1,0.5,,
31,AFZG00-0170,2,,1,0.59,,
32,AKZY00-0030,2,,1,1.78,,
33,AKCP00-0040,2,,1,1.12,,
34,AKCP00-0060,2,,1,1.6,,
35,AKCP00-0070,2,,1,1.68,,
36,AWWB00-0010,2,,2,0.67,,
37,AWWB00-0030,2,,1,1.07,,
38,AWWC00-0040,2,,1,0.49,,4
39,AWWB00-0050,2,,1,0.79,,
40,AYWB00-0040,2,,1,3.02,,
41,AYWB00-0050,2,,1,5.29,,
42,AYQQ00-0060,2,,2,7.37,,2
43,AYQQ00-0080,2,,1,7.01,,2
44,AYZQ00-0090,2,,1,4.79,,
45,AYWC00-1980,2,,3,2.96,,4
46,RAND-N39957-11,2,AYZQ00-0090,2,4.26,,
47,FYQJ00-1130,2,RAND-N39957-11,2,6.13,,
48,ACYY00-0020,2,,1,0.89,,
49,ACCP00-0030,2,,1,0.62,,
50,ACCP00-0040,2,,1,0.6,,
51,ACCP00-0050,2,,1,0.75,,
52,ACCP00-0060,2,,1,0.47,,
53,ACCP00-0070,2,,1,0.55,,
54,ACZY00-0090,2,,1,1.26,,
55,AQHS00-0040,2,,1,0.9,,
56,AQHS00-0060,2,,1,1.27,,
57,AQHS00-0070,2,,1,1.9,,
58,AQHS00-0080,2,,1,2.0,,
59,AQHS00-0090,2,,1,1.74,,
60,AQHS00-0100,2,,1,1.46,,
61,AQHS00-0110,2,,1,1.4,,
62,AQHS00-0120,2,,1,1.28,,
63,AQHS00-0130,2,,2,1.82,,
64,RAND-N18728-7,2,AQHS00-0120,2,1.51,,
65,AQHS00-0140,2,RAND-N18728-7,2,0.71,,
66,AQQJ00-0170,2,AQHS00-0130,2,3.61,,2
67,AQHD00-0180,2,,1,0.96,,
68,AJZY00-0220,2,,1,2.69,,
69,AJZY00-0260,2,,1,1.75,,
70,AJYY00-0270,2,,1,0.42,,
71,AJZY00-0280,2,,1,0.46,,
72,AJQX00-0290,2,,1,1.02,,4
73,AJWC00-0560,2,,1,0.5,,4
74,AJWC00-0570,2,,1,0.78,,4
75,AJWC00-0580,2,,5,1.55,,4
76,AEHS00-0040,2,,1,7.16,,
77,AEQS00-0060,2,,1,0.5,,6
78,AEQS00-0070,2,,1,0.72,,6
79,DXHS00-0010,2,,1,2.65,,
80,DXHS00-0020,2,,2,1.95,,
81,AGHXB1-0070,2,,1,2.47,,4
82,AGHXB2-0080,2,,1,2.03,,4
83,AGHXB5-0110,2,,1,1.97,,4
84,AGHS00-0120,2,,2,1.6,,
85,ENHSB1-0380,2,,1,2.36,,
86,ENHSB1-0310,2,,1,1.1,,
87,ENHSB1-0320,2,,1,1.94,,
