序号,AO号,类型,紧前工序AO号,需求人数,加工时间/h,限定站位,部位容量
1,A,1,,0,0.0,,
2,A-1,1,,0,0.0,,
3,FAQJ00-3450,2,,2,3.06,1,
4,FDQJ00-2000,2,,2,1.46,1,
5,AJYY00-0010,2,,2,1.28,,
6,AJZY00-0020,2,,2,1.4,,
7,AJZY00-0040,2,AJZY00-0020,2,1.57,,
8,AJYY00-0070,2,,2,1.23,,
9,AJZY00-0060,2,,2,1.13,,
10,AJZY00-0080,2,AJZY00-0060,2,1.56,,
11,AJCP00-0090,2,,2,2.28,,
12,AJCP00-0100,2,,2,0.68,,
13,RAND-N96085-24,2,AJCP00-0100,2,0.72,,
14,AJCP00-0130,2,RAND-N96085-24,2,1.36,,
15,AJCP00-0110,2,,2,2.28,,
16,AJCP00-0120,2,,2,0.46,,
17,AJCP00-0150,2,,2,0.96,,
18,RAND-N99043-18,2,AJCP00-0150,1,0.81,,
19,AJCP00-0170,2,RAND-N99043-18,2,0.78,,
20,AJWB00-0180,2,AJWB00-0190,2,0.98,,
21,AJWB00-0190,2,,2,0.92,,
22,AJQJ00-0200,2,,2,0.79,,
23,AEQJ00-0010,2,,2,7.18,,
24,AEQJ00-0080,2,,2,55.03,,
25,ABHS00-2180,2,,2,1.68,,
26,RAND-N67582-20,2,A-1,3,0.61,,
27,A-2,1,RAND-N67582-20,0,0.0,,
28,AFQJ00-0100,2,,3,0.8,,
29,AFZG00-0130,2,,3,0.5,,
30,AFZG00-0160,2,,1,0.39,,
31,AFZG00-0170,2,,1,0.51,,
32,AKQS00-0020,2,,1,1.22,,6
33,AKZY00-0030,2,,1,1.07,,
34,AKCP00-0040,2,,1,1.09,,
35,AKYY00-0050,2,,1,1.46,,
36,AKCP00-0070,2,,1,1.36,,
37,AMYG00-0010,2,,1,0.69,,
38,AWWB00-0020,2,,1,0.92,,
39,AWWB00-0030,2,,1,1.01,,
40,AWWC00-0040,2,,1,0.89,,4
41,AWWB00-0050,2,,1,0.85,,
42,BWQS00-0090,2,,1,1.04,,6
43,AWWB00-1600,2,,1,0.4,,
44,FWQJ00-1960,2,,1,0.99,,
45,AYWB00-0040,2,,1,3.18,,
46,AYWB00-0050,2,,1,4.7,,
47,AYQQ00-0060,2,,2,7.13,,2
48,AYHS00-0070,2,,1,4.27,,
49,AYQQ00-0080,2,,1,5.96,,2
50,AYWC00-1980,2,,3,5.12,,4
51,ACCP00-0030,2,,1,0.51,,
52,ACCP00-0050,2,,1,0.64,,
53,ACCP00-0060,2,,1,0.52,,
54,ACCP00-0070,2,,1,0.5,,
55,ACZY00-0090,2,,1,1.04,,
56,AQHS00-0030,2,,1,1.25,,
57,AQHS00-0060,2,,1,1.57,,
58,AQHS00-0070,2,,1,2.18,,
59,AQHS00-0080,2,,1,1.17,,
60,AQHS00-0090,2,,1,1.64,,
61,AQHS00-0110,2,,1,1.67,,
62,AQHS00-0120,2,,1,1.7,,
63,AQHS00-0150,2,,1,1.25,,
64,AQQS00-0160,2,,1,0.58,,6
65,AQQJ00-0170,2,,2,3.23,,2
66,AQHD00-0180,2,,1,0.8,,
67,AQWC00-0190,2,,1,1.06,,4
68,AJZY00-0240,2,,1,0.44,,
69,AJYY00-0250,2,,1,2.54,,
70,AJYY00-0270,2,,1,0.59,,
71,AJZY00-0280,2,,1,0.46,,
72,AJHS00-0300,2,,1,0.39,,
73,AJYYA1-0310,2,,2,1.11,,
74,AJWC00-0560,2,,1,0.64,,4
75,AJWC00-0570,2,,1,1.85,,4
76,AJWC00-0580,2,,5,1.67,,4
77,AEQS00-0030,2,,1,1.54,,6
78,AEHS00-0040,2,,1,8.72,,
79,AEQX00-0050,2,,1,0.87,,4
80,AEQS00-0070,2,,1,0.69,,6
81,DXHS00-0010,2,,1,1.52,,
82,DXHS00-0020,2,,2,1.3,,
83,DXHS00-0030,2,,1,1.3,,
84,AGHXB1-0070,2,,1,2.64,,4
85,AGHXB2-0080,2,,1,1.38,,4
86,AGHXB3-0090,2,,1,1.88,,4
87,AGHS00-0120,2,,2,2.2,,
88,AGWC00-0130,2,,1,1.62,,4
